Player,Age,Pos,Comp,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,FK,TotDist,PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,pass13,PPA,CrsPA,Prog,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past_VD,Press_Succ,P_D3,P_M3,P_A3,Sh_Blk,ShSv,Pass_Blk,Clr,Err,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Miscon,Dispos,Fls,PKwon,PKcon,Recov,AD_Won,AD_Lost,Game,overall
Sergio Córdova,20.0,FW,Bundesliga,20,3,531,3,0,0,0,1,0,12.0,4.0,0.0,1511.0,254.0,6.0,12.0,85.0,105.0,10.0,15.0,3.0,7.0,3.0,0.0,11.0,9.0,3.0,4.0,3.0,0.0,5.0,36.0,17.0,98.0,57.0,0.0,0.0,6.0,5.0,0.0,3.0,23.0,121.0,91.0,29.0,210.0,7.0,9.0,7.0,1.0,151.0,1033.0,587.0,269.0,142.0,20.0,20.0,16,0.0,0.0,38.0,7.0,22.0,FIFA 20,70
Sergio Floccari,36.0,FW,Serie A,20,11,976,3,1,0,0,3,0,23.0,7.0,0.0,2851.0,351.0,3.0,17.0,160.0,193.0,24.0,27.0,4.0,13.0,3.0,0.0,10.0,5.0,0.0,4.0,5.0,1.0,8.0,54.0,25.0,107.0,102.0,4.0,0.0,9.0,4.0,0.0,3.0,34.0,186.0,190.0,52.0,362.0,10.0,19.0,12.0,0.0,281.0,2106.0,773.0,456.0,280.0,37.0,21.0,17,3.0,0.0,46.0,20.0,22.0,FIFA 20,72
Shane Duffy,26.0,DF,Premier League,35,35,3087,5,1,0,0,4,1,39.0,14.0,0.0,23988.0,7882.0,20.0,28.0,569.0,676.0,401.0,564.0,6.0,39.0,3.0,1.0,33.0,20.0,22.0,6.0,4.0,11.0,12.0,47.0,110.0,32.0,14.0,49.0,2.0,22.0,302.0,2.0,363.0,1160.0,557.0,112.0,71.0,1732.0,5.0,5.0,5.0,0.0,864.0,3473.0,1579.0,970.0,918.0,9.0,8.0,23,0.0,2.0,355.0,155.0,47.0,FIFA 20,78
Shane Long,31.0,FW,Premier League,26,12,1272,5,1,0,0,3,0,30.0,9.0,0.0,2897.0,574.0,9.0,24.0,181.0,259.0,21.0,46.0,13.0,13.0,5.0,2.0,23.0,5.0,4.0,4.0,3.0,1.0,10.0,68.0,30.0,141.0,116.0,3.0,0.0,10.0,16.0,0.0,16.0,35.0,214.0,290.0,68.0,505.0,6.0,15.0,7.0,0.0,291.0,1486.0,718.0,777.0,385.0,47.0,23.0,26,1.0,0.0,57.0,51.0,82.0,FIFA 20,74
Sheyi Ojo,21.0,FW,Ligue 1,15,3,468,0,0,0,0,0,0,13.0,6.0,0.0,1172.0,191.0,4.0,19.0,48.0,67.0,14.0,20.0,4.0,4.0,4.0,2.0,9.0,3.0,6.0,2.0,2.0,2.0,5.0,22.0,24.0,58.0,23.0,0.0,0.0,5.0,2.0,0.0,2.0,24.0,79.0,99.0,22.0,182.0,14.0,25.0,14.0,0.0,158.0,1558.0,1033.0,229.0,134.0,14.0,9.0,3,0.0,0.0,27.0,3.0,16.0,FIFA 20,67
Shinji Kagawa,29.0,MF,Bundesliga,2,1,98,0,0,0,0,0,0,4.0,2.0,0.0,1043.0,169.0,0.0,2.0,62.0,64.0,7.0,12.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,28.0,6.0,85.0,0.0,0.0,0.0,0.0,67.0,238.0,94.0,86.0,78.0,0.0,3.0,1,0.0,0.0,6.0,0.0,0.0,FIFA 20,79
Shkodran Mustafi,26.0,DF,Premier League,31,31,2611,2,0,0,0,9,0,19.0,9.0,0.0,31858.0,10818.0,8.0,22.0,936.0,1055.0,494.0,670.0,5.0,112.0,10.0,0.0,105.0,36.0,41.0,20.0,2.0,24.0,13.0,74.0,137.0,73.0,12.0,18.0,0.0,32.0,190.0,1.0,261.0,1116.0,1023.0,119.0,38.0,2062.0,12.0,15.0,12.0,0.0,1354.0,7693.0,4413.0,1413.0,1369.0,10.0,11.0,42,0.0,2.0,308.0,86.0,48.0,FIFA 20,79
Simon Falette,26.0,DF,Bundesliga,7,7,600,0,0,0,0,0,0,3.0,1.0,0.0,4607.0,1304.0,4.0,7.0,164.0,202.0,60.0,99.0,0.0,6.0,0.0,0.0,15.0,8.0,7.0,2.0,1.0,1.0,4.0,24.0,47.0,16.0,4.0,7.0,1.0,8.0,37.0,0.0,31.0,211.0,190.0,22.0,2.0,366.0,1.0,1.0,1.0,0.0,215.0,1407.0,704.0,202.0,197.0,2.0,5.0,5,0.0,0.0,94.0,8.0,5.0,FIFA 20,74
Simon Francis,33.0,DF,Premier League,17,13,1229,0,2,0,0,1,0,3.0,1.0,0.0,11601.0,5627.0,4.0,24.0,457.0,544.0,137.0,247.0,11.0,62.0,17.0,8.0,94.0,13.0,15.0,7.0,0.0,5.0,15.0,37.0,90.0,45.0,12.0,8.0,0.0,19.0,57.0,0.0,86.0,375.0,436.0,200.0,13.0,833.0,4.0,6.0,4.0,0.0,503.0,2360.0,1119.0,598.0,540.0,11.0,8.0,10,0.0,0.0,143.0,34.0,27.0,FIFA 20,75
Simon Kjær,29.0,DF,La Liga,26,25,2008,0,0,0,0,5,0,15.0,3.0,0.0,16879.0,5813.0,12.0,19.0,513.0,551.0,247.0,329.0,5.0,38.0,6.0,0.0,41.0,20.0,28.0,7.0,0.0,14.0,10.0,53.0,103.0,53.0,3.0,31.0,0.0,11.0,153.0,0.0,206.0,712.0,470.0,30.0,21.0,1136.0,3.0,3.0,3.0,0.0,649.0,2949.0,1424.0,666.0,643.0,4.0,1.0,21,0.0,0.0,228.0,59.0,31.0,FIFA 20,82
Simon Rhein,20.0,MF,Bundesliga,8,7,494,0,0,0,0,1,1,1.0,0.0,0.0,4269.0,1135.0,3.0,7.0,185.0,206.0,41.0,60.0,0.0,15.0,2.0,0.0,23.0,7.0,7.0,1.0,0.0,5.0,8.0,16.0,41.0,19.0,4.0,1.0,0.0,11.0,5.0,0.0,15.0,106.0,187.0,38.0,1.0,293.0,7.0,9.0,7.0,0.0,228.0,1148.0,649.0,202.0,191.0,4.0,4.0,6,0.0,0.0,68.0,3.0,3.0,FIFA 20,65
Simone Edera,21.0,FW,Serie A,7,4,273,0,0,0,0,1,0,9.0,4.0,0.0,1270.0,236.0,5.0,8.0,71.0,87.0,11.0,20.0,4.0,2.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,29.0,17.0,53.0,20.0,0.0,0.0,4.0,0.0,0.0,1.0,29.0,63.0,86.0,14.0,154.0,7.0,20.0,7.0,1.0,126.0,814.0,584.0,164.0,116.0,9.0,7.0,5,0.0,0.0,21.0,1.0,6.0,FIFA 20,67
Simone Iacoponi,31.0,DF,Serie A,38,38,3346,0,0,0,0,4,0,13.0,2.0,0.0,20709.0,7823.0,10.0,54.0,753.0,876.0,276.0,486.0,13.0,66.0,7.0,1.0,138.0,34.0,54.0,9.0,1.0,29.0,31.0,124.0,395.0,142.0,21.0,21.0,0.0,75.0,161.0,0.0,221.0,815.0,863.0,249.0,23.0,1551.0,13.0,34.0,13.0,3.0,975.0,4909.0,2310.0,995.0,913.0,20.0,15.0,36,0.0,1.0,268.0,49.0,48.0,FIFA 20,70
Simone Missiroli,32.0,MF,Serie A,34,33,2741,0,0,0,0,9,0,15.0,1.0,0.0,22491.0,6168.0,13.0,44.0,1038.0,1188.0,228.0,302.0,25.0,131.0,23.0,7.0,143.0,38.0,25.0,22.0,6.0,17.0,39.0,129.0,162.0,275.0,88.0,15.0,0.0,53.0,48.0,0.0,78.0,419.0,1136.0,439.0,18.0,1790.0,27.0,41.0,28.0,0.0,1282.0,8040.0,4382.0,1370.0,1247.0,25.0,23.0,30,0.0,0.0,304.0,56.0,55.0,FIFA 20,74
Simone Verdi,26.0,MF,Serie A,22,9,704,3,3,1,1,0,0,19.0,7.0,1.0,5172.0,1107.0,3.0,14.0,239.0,271.0,48.0,80.0,10.0,22.0,9.0,1.0,42.0,10.0,9.0,8.0,1.0,8.0,10.0,45.0,36.0,83.0,52.0,0.0,0.0,9.0,1.0,0.0,6.0,51.0,229.0,233.0,32.0,449.0,15.0,24.0,16.0,1.0,394.0,2324.0,1302.0,434.0,367.0,16.0,20.0,14,0.0,0.0,43.0,0.0,5.0,FIFA 20,80
Simone Zaza,27.0,FW,Serie A,29,11,1437,4,3,0,0,8,1,55.0,27.0,3.0,2939.0,541.0,4.0,19.0,158.0,230.0,24.0,38.0,15.0,11.0,4.0,1.0,11.0,9.0,2.0,7.0,6.0,0.0,12.0,64.0,14.0,100.0,123.0,1.0,0.0,13.0,9.0,0.0,9.0,28.0,213.0,265.0,96.0,476.0,6.0,8.0,7.0,0.0,291.0,1455.0,569.0,695.0,346.0,54.0,22.0,46,0.0,0.0,75.0,38.0,55.0,FIFA 20,80
Sofian Kiyine,20.0,MF,Serie A,23,9,816,0,1,0,0,7,0,21.0,3.0,3.0,5610.0,1659.0,5.0,10.0,210.0,248.0,70.0,110.0,9.0,24.0,13.0,6.0,44.0,22.0,11.0,14.0,3.0,16.0,18.0,53.0,94.0,144.0,49.0,0.0,0.0,16.0,6.0,0.0,19.0,104.0,280.0,169.0,17.0,465.0,36.0,52.0,37.0,3.0,405.0,2898.0,1834.0,403.0,339.0,19.0,24.0,32,0.0,0.0,59.0,11.0,13.0,FIFA 20,69
Sofiane Alakouch,20.0,DF,Ligue 1,25,23,1895,1,0,0,0,4,0,13.0,2.0,0.0,13415.0,6145.0,13.0,49.0,715.0,841.0,109.0,214.0,23.0,54.0,15.0,3.0,143.0,36.0,44.0,26.0,3.0,27.0,42.0,131.0,247.0,131.0,43.0,6.0,0.0,37.0,53.0,0.0,65.0,428.0,624.0,412.0,20.0,1141.0,26.0,38.0,28.0,0.0,753.0,3918.0,2575.0,777.0,715.0,20.0,19.0,29,0.0,0.0,202.0,12.0,22.0,FIFA 20,73
Sofiane Boufal,24.0,MF,La Liga,35,25,2085,3,3,0,0,6,0,50.0,17.0,1.0,10717.0,2836.0,14.0,46.0,570.0,672.0,90.0,167.0,39.0,49.0,38.0,5.0,97.0,21.0,18.0,10.0,5.0,9.0,39.0,114.0,133.0,223.0,113.0,0.0,0.0,34.0,9.0,0.0,14.0,188.0,668.0,613.0,106.0,1255.0,168.0,254.0,179.0,3.0,1176.0,9812.0,6720.0,1184.0,975.0,66.0,72.0,42,1.0,0.0,165.0,15.0,13.0,FIFA 20,77
Sofiane Diop,18.0,MF,Ligue 1,13,9,741,0,0,0,0,1,0,11.0,2.0,0.0,2699.0,653.0,1.0,10.0,136.0,177.0,26.0,48.0,6.0,17.0,5.0,0.0,21.0,8.0,6.0,4.0,2.0,1.0,17.0,64.0,59.0,109.0,50.0,0.0,0.0,14.0,3.0,0.0,2.0,48.0,206.0,141.0,14.0,348.0,20.0,35.0,22.0,2.0,296.0,2152.0,1281.0,350.0,251.0,20.0,30.0,18,0.0,0.0,49.0,5.0,4.0,FIFA 20,67
