Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
1343,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,4,0,0,20,12,0,23,16,21,0,0,0,95,29,11,72.5
1344,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,0,0,0,1,3,1,0,0,1,0,0,0,3,5,13,27.8
1345,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,17,15,3,3,3,0,0,1,0,21,33,17,66
1346,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,1,0,0,42,32,7,33,9,18,1,0,0,137,92,96,48.9
1347,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,8,0,0,43,45,13,17,10,19,1,0,0,102,22,64,25.6
1348,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,0,0,0,1,1,0,2,2,2,0,0,0,10,0,1,0
1349,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,3,0,0,3,2,0,1,0,0,0,2,0,149,0,0,
1350,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,9,1,0,36,7,2,4,17,17,0,0,0,298,60,27,69
1351,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1352,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,8,1,1,62,19,0,7,23,60,0,0,0,270,21,28,42.9
1353,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,9,0,0,41,27,0,85,23,36,0,0,0,244,36,34,51.4
1354,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,0,0,0,8,14,0,14,0,5,0,0,0,15,3,12,20
1355,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,1,0,0,17,18,2,71,17,26,0,0,0,193,19,11,63.3
1356,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,1,0,0,7,8,1,5,6,12,0,0,0,51,7,11,38.9
1357,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,3,0,0,30,26,1,10,9,21,1,0,0,92,5,19,20.8
1358,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
1359,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,2,0,0,13,17,0,13,9,3,0,0,0,57,4,8,33.3
1360,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,2,0,0,12,12,1,0,10,10,0,0,0,94,11,6,64.7
1361,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6,0,0,0,5,3,1,14,3,5,0,0,0,44,10,7,58.8
1362,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,3,0,0,5,6,0,0,1,3,0,0,0,42,8,4,66.7
1363,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0,0,0,4,1,0,2,0,2,0,0,0,26,2,6,25
1364,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,1,0,0,6,26,4,14,9,9,1,0,0,126,6,14,30
1365,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Lecce,it Serie A,29,1990,19.8,8,1,0,43,58,24,12,1,14,1,0,0,76,52,77,40.3
1366,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,1,0,0,9,9,0,0,14,8,0,0,0,136,28,14,66.7
1367,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,11,1,1,43,24,4,3,13,21,0,0,0,287,79,53,59.8
1368,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,2.8,0,0,0,6,3,1,9,0,1,1,0,0,8,5,8,38.5
1369,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,2,0,0,2,4,0,0,0,0,0,1,0,157,0,0,
1370,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,1,0,0,45,32,15,27,15,18,0,0,0,144,41,86,32.3
1371,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,5,0,0,22,18,2,0,22,10,0,0,0,259,83,38,68.6
1372,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,13.6,1,0,0,15,13,1,11,3,17,0,0,0,109,15,16,48.4
1373,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,5.2,3,0,0,13,3,0,12,4,12,0,0,0,61,9,21,30
1374,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,7,0,0,41,22,0,7,14,22,1,0,0,174,26,28,48.1
1375,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,4,0,0,13,20,0,15,9,23,0,2,0,64,7,13,35
1376,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,20.8,3,0,0,25,31,1,2,31,42,0,0,0,222,23,30,43.4
1377,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,6.6,3,0,0,12,8,0,11,5,10,0,0,0,58,6,11,35.3
1378,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,1,0,0,4,1,0,11,0,2,0,0,0,15,2,5,28.6
1379,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,5.3,0,1,0,3,2,0,3,1,2,0,0,0,39,4,9,30.8
1380,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23,1996,3.6,2,0,0,7,1,0,11,1,6,0,0,0,29,2,3,40
1381,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,4,0,0,11,15,20,125,12,14,0,1,0,246,18,29,38.3
1382,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,6,0,0,21,41,7,119,4,13,0,1,0,146,3,18,14.3
1383,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,25
1384,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,6,0,0,28,22,0,2,14,27,0,3,0,272,91,50,64.5
1385,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,27.3,3,0,0,38,20,0,10,27,35,0,0,0,256,62,59,51.2
1386,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12,4,0,0,33,34,0,14,5,19,0,0,0,110,7,4,63.6
1387,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,20,1999,15.6,0,0,0,16,15,6,37,1,4,1,0,0,69,30,33,47.6
1388,Adrien Lebeau\Adrien-Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0
1389,Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,2.2,0,0,0,4,2,0,2,2,4,0,0,0,24,5,2,71.4
1390,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,1,0,0,0,2,0,0,0,0,0,0,0,144,0,0,
1391,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,5,0,0,38,33,1,32,30,43,0,0,0,213,14,13,51.9
1392,Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,2,0,0,4,6,0,6,11,4,0,0,0,80,13,9,59.1
1393,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,19.1,3,0,0,17,18,14,24,10,9,0,0,0,91,31,42,42.5
1394,Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,3,0,0,16,6,0,1,17,15,0,0,0,145,52,15,77.6
1395,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,1,0,0,9,11,0,3,5,9,0,0,0,77,5,6,45.5
1396,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,10,1,1,47,19,0,6,39,41,0,0,0,269,44,26,62.9
1397,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0,0,0,6,4,0,1,6,6,0,0,0,64,13,4,76.5
1398,Iñigo Lekue\Inigo-Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,6.9,0,0,0,13,2,1,25,1,15,0,1,0,48,9,10,47.4
1399,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
1400,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,2,0,0,7,11,0,9,5,9,0,0,0,77,9,8,52.9
1401,Tim Lemperle\Tim-Lemperle,de GER,FWMF,Köln,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1402,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,11,2,2,32,25,2,0,15,38,0,1,0,256,65,32,67
1403,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,4,0,0,11,7,0,9,8,9,0,0,0,30,3,8,27.3
1404,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,2,0,0,0,4,0,0,0,0,0,0,0,150,0,0,
1405,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,2,0,0,34,21,1,61,39,35,0,0,0,236,44,38,53.7
1406,Donovan Léon\Donovan-Leon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0,0,0,1,2,0,0,0,0,0,1,0,6,0,0,
1407,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,32,1986,21.1,4,0,0,21,18,10,90,13,15,0,0,0,128,38,46,45.2
1408,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,30,1989,7.5,2,0,0,12,10,13,5,2,4,0,0,0,25,11,15,42.3
1409,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,5,0,0,28,23,2,11,8,19,0,0,0,149,33,26,55.9
1410,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Sampdoria,it Serie A,21,1998,5.7,0,0,0,7,10,0,19,2,9,0,0,0,43,5,11,31.3
1411,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30,13,1,1,42,37,1,3,34,49,0,0,0,452,53,36,59.6
1412,Karlo Letica\Karlo-Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,
1413,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,5,0,0,32,43,18,27,4,12,1,0,0,105,62,47,56.9
1414,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,4,0,0,15,23,2,35,20,31,0,0,0,206,12,25,32.4
1415,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2,0,0,20,11,6,3,2,5,1,0,0,31,20,38,34.5
1416,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,5,1,1,14,23,1,19,9,9,0,0,1,130,18,14,56.3
1417,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,3,0,0,15,7,2,50,21,28,0,1,0,170,11,15,42.3
1418,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,3,0,0,8,28,0,3,19,8,0,0,0,147,35,22,61.4
1419,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,5,0,0,29,18,0,1,14,27,1,3,0,259,69,39,63.9
1420,Isaac Lihadji\Isaac-Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17,2002,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
1421,Lillo\Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,2,0,0,3,2,1,6,1,2,0,0,0,18,4,1,80
1422,Anderson Lima\Anderson-Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0,0,0,5,4,0,0,1,4,0,0,0,7,0,0,
1423,Lucas Lima\Lucas-Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3,0,0,0,6,6,0,12,0,4,0,0,0,30,2,4,33.3
1424,Anthony Limbombe\Anthony-Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,1.7,0,0,0,2,2,1,7,1,0,0,0,0,8,0,3,0
1425,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,6,0,0,22,6,0,1,25,16,0,0,1,406,95,49,66
1426,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4,0,0,43,33,0,30,16,32,0,0,0,217,14,23,37.8
