Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
61,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,28,17,1563,6,1,0,0,1,0
62,Alisson\Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,29,29,2543,0,1,0,0,0,1
63,Allan\Allan,br BRA,MF,Napoli,it Serie A,28,1991,23,16,1280,2,1,0,0,3,0
64,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,23,1996,25,21,1847,8,4,1,1,2,0
65,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,eng Premier League,25,1994,36,35,3021,4,2,0,0,5,0
66,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,18,15,1430,4,2,0,0,4,0
67,Mickaël Alphonse\Mickael-Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,17,15,1378,0,1,0,0,2,0
68,Sergio Álvarez\Sergio-Alvarez,es ESP,MFDF,Eibar,es La Liga,27,1992,18,14,1147,0,0,0,0,6,0
69,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2,2,180,0,0,0,0,3,0
70,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,32,32,2810,0,0,0,0,2,0
71,Bruno Alves\Bruno-Alves,pt POR,DF,Parma,it Serie A,37,1981,33,31,2671,0,0,0,0,4,0
72,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,eng Premier League,20,1998,19,12,1188,0,0,0,0,1,0
73,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,eng Premier League,26,1993,11,8,759,0,0,0,0,1,0
74,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,10,9,770,0,0,0,0,2,0
75,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,26,18,1695,1,1,0,0,5,0
76,Amath\Amath,sn SEN,MF,Getafe,es La Liga,23,1996,7,0,66,0,0,0,0,0,0
77,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,26,24,2164,1,1,0,0,9,0
78,Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,18,4,548,0,0,0,0,1,0
79,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,20,17,1633,0,2,0,0,3,0
80,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Leverkusen,de Bundesliga,22,1996,30,22,1857,1,2,0,0,3,0
81,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,3,0,81,0,0,0,0,0,0
82,Opoku Ampomah\Opoku-Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,12,5,500,0,0,0,0,1,0
83,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,34,33,2919,1,1,1,1,10,2
84,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,18,17,1531,1,0,0,0,3,0
85,Djavan Anderson\Djavan-Anderson,nl NED,DFMF,Lazio,it Serie A,24,1995,6,2,167,0,0,0,0,1,0
86,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,eng Premier League,26,1993,25,20,1497,1,4,0,0,1,0
87,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,33,31,2682,12,1,1,2,5,0
88,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,eng Premier League,26,1993,3,1,73,1,0,0,0,0,1
89,Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,fr Ligue 1,28,1990,26,23,2054,2,1,0,0,6,0
90,Lorenzo Andrenacci\Lorenzo-Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,6,5,531,0,0,0,0,0,0
91,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,30,30,2572,1,2,0,0,13,1
92,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,20,11,1029,0,0,0,0,0,0
93,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,13,9,790,1,0,0,1,0,0
94,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,13,1170,0,0,0,0,0,0
95,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,29,1989,28,27,2360,1,1,0,0,4,0
96,Angeliño\Angelino,es ESP,DF,Manchester City,eng Premier League,22,1997,6,4,423,0,0,0,0,1,0
97,Angeliño\Angelino,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,13,12,1095,1,2,0,0,2,0
98,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,1,0,20,0,0,0,0,0,0
99,Peter Ankersen\Peter-Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,19,11,1063,0,1,0,0,2,0
100,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,27,21,1768,4,4,0,0,9,0
101,Janis Antiste\Janis-Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,1,0,12,0,0,0,0,0,0
102,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,24,19,1768,10,3,1,1,3,0
103,Antoñito\Antonito,es ESP,DFMF,Valladolid,es La Liga,31,1987,15,11,1029,0,0,0,0,1,0
104,Mirko Antonucci\Mirko-Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,2,0,82,0,0,0,0,1,0
105,Vitorino Antunes\Vitorino-Antunes,pt POR,MF,Getafe,es La Liga,32,1987,1,0,6,0,0,0,0,0,0
106,Christopher Antwi-Adjei\Christopher-Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,34,28,2470,1,2,0,0,2,0
107,Anuar\Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,11,1,189,0,0,0,0,1,0
108,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,25,23,1956,3,4,0,0,3,0
109,Adil Aouchiche\Adil-Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,1,1,64,0,0,0,0,0,0
110,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,1605,0,0,0,0,2,0
111,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,3069,1,1,0,0,11,1
112,Guilherme Arana\Guilherme-Arana,br BRA,DF,Atalanta,it Serie A,22,1997,4,0,80,0,0,0,0,0,0
113,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,2118,1,3,0,0,2,0
114,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,21,7,828,2,1,0,0,1,0
115,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,32,2888,1,2,0,0,10,0
116,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,20,1999,6,2,238,0,0,0,0,0,1
117,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,24,22,2007,1,0,0,0,5,0
118,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,4,360,0,0,0,0,1,0
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,3,270,0,0,0,0,0,0
120,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,11,1076,0,1,0,0,1,0
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18,2001,1,0,3,0,0,0,0,0,0
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,30,19,1715,5,3,0,0,4,0
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,14,8,791,2,1,0,0,2,0
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,12,2,337,0,0,0,0,2,0
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,32,2821,4,8,0,0,8,0
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,2970,0,0,0,0,0,0
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,8,7,639,0,1,0,0,1,0
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,7,634,0,1,0,0,2,0
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,0,0,0,0,2,0
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,9,3,336,3,1,0,0,0,0
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,4,0,76,1,0,0,0,2,1
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,37,3262,14,3,5,7,9,0
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25,1993,14,2,531,2,1,0,0,1,0
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,,,3,0,30,0,0,0,0,0,0
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,19,6,749,0,3,0,0,2,0
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,13,12,1003,1,1,0,0,5,0
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,36,35,3136,22,3,2,2,3,1
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,36,3240,0,0,0,0,1,0
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,17,12,1135,0,2,0,0,2,0
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,2,266,0,0,0,0,0,0
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,12,10,924,0,1,0,0,2,0
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,33,31,2700,1,5,0,0,4,1
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,23,14,1222,2,3,0,0,3,0
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25,1994,20,18,1591,9,2,0,0,6,0
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21,1997,9,1,184,1,1,0,0,1,0
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,26,21,1997,0,0,0,0,10,0
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,12,5,483,1,0,0,0,1,0
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22,1997,22,15,1380,0,0,0,0,4,1
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,37,37,3148,9,2,0,0,6,0
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,31,2731,2,3,0,0,10,0
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26,1992,25,14,1361,2,0,0,0,3,0
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,36,36,3229,2,6,0,0,1,0
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,11,9,827,0,0,0,0,1,0
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,36,35,2903,0,0,0,0,6,0
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,25,17,1422,3,0,0,2,4,0
156,Carlos Bacca\Carlos-Bacca,co COL,FWMF,Villarreal,es La Liga,32,1986,19,7,688,2,1,0,0,1,0
157,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,22,20,1585,1,0,0,0,3,1
158,Matthias Bader\Matthias-Bader,de GER,DF,Köln,de Bundesliga,22,1997,1,0,12,0,0,0,0,0,0
159,Bastian Badu\Bastian-Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,1,0,9,0,0,0,0,0,0
160,Alejandro Baena\Alejandro-Baena,es ESP,MF,Villarreal,es La Liga,18,2001,1,0,15,0,0,0,0,0,0
161,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,20,10,907,4,0,1,1,3,0
162,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,23,22,1941,1,0,0,0,6,0
163,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,22,12,1090,5,3,0,0,0,2
164,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,4,1,150,0,0,0,0,0,0
165,Dénys Bain\Denys-Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,15,13,1268,1,0,0,0,3,1
166,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,34,1984,8,4,404,0,0,0,0,0,0
167,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,1,90,0,0,0,0,0,0
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,20,20,1719,1,2,0,0,4,1
169,Lewis Baker\Lewis-Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,8,7,545,0,0,0,0,1,0
170,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,1,90,0,0,0,0,1,0
171,Ridle Baku\Ridle-Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,30,26,2351,1,3,0,0,5,1
172,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,17,13,1177,1,0,0,0,2,0
173,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,21,9,858,4,1,0,0,4,0
174,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,38,3420,2,3,0,0,7,0
175,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,30,1989,16,12,1089,2,2,0,0,4,1
176,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,9,6,563,0,0,0,0,1,0
177,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,7,1,133,0,0,0,0,1,0
178,Marco Ballarini\Marco-Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,1,0,1,0,0,0,0,0,0
179,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,22,1997,21,18,1679,0,0,0,0,4,0
180,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,11,4,401,0,0,0,0,1,0
181,Mario Balotelli\Mario-Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,19,16,1404,5,0,0,0,6,1
182,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,7,6,554,0,0,0,0,2,0
183,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,26,22,1937,1,4,1,3,1,0
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,33,28,2475,3,7,2,2,10,0
185,Mattia Bani\Mattia-Bani,it ITA,DF,Bologna,it Serie A,25,1993,27,26,2207,4,0,0,0,13,1
186,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,24,1994,8,1,194,0,0,0,0,1,0
187,Antonín Barák\Antonin-Barak,cz CZE,MF,Lecce,it Serie A,24,1994,16,15,1369,2,1,0,0,0,0
188,Federico Barba\Federico-Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,5,450,0,0,0,0,3,0
189,Danilo Barbosa\Danilo-Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,16,12,1122,0,0,0,0,4,0
190,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,0,45,0,0,0,0,0,0
191,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,30,23,2114,7,2,0,0,5,0
192,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,21,1890,0,1,0,0,6,0
193,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,22,1997,27,23,2013,1,4,0,0,11,0
194,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,15,6,586,0,0,0,0,3,1
195,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,31,1988,26,20,1688,1,2,0,0,6,0
196,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,8,4,313,0,1,0,0,0,0
197,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,21,13,1103,1,4,0,0,0,0
198,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Düsseldorf,de Bundesliga,21,1998,3,1,79,0,0,0,0,0,0
199,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,29,1989,19,17,1352,6,0,1,1,4,0
200,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,36,24,2083,6,8,0,0,0,0
201,Antonio Barragán\Antonio-Barragan,es ESP,DF,Betis,es La Liga,32,1987,12,7,641,0,1,0,0,3,0
202,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Genoa,it Serie A,24,1995,18,11,1095,0,1,0,0,0,0
203,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,18,11,938,0,2,0,0,4,0
204,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,17,3,442,0,0,0,0,1,0
205,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,2,1,90,0,0,0,0,0,0
206,Musa Barrow\Musa-Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,18,14,1354,9,2,1,1,1,0
