Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
683,Lucas Dias\Lucas-Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,4,3,317,0,0,0,0,0,0
684,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,22,1997,22,19,1518,1,1,1,1,4,0
685,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Real Madrid,es La Liga,19,1999,6,0,65,0,0,0,0,1,0
686,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,31,1988,36,33,2884,1,5,0,0,4,0
687,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,22,22,1868,2,0,0,0,5,1
688,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,19,15,1344,0,2,0,0,5,0
689,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,26,1993,35,35,3030,0,7,0,0,6,0
690,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,38,3420,5,1,0,0,1,0
691,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,26,1993,13,12,1006,0,0,0,0,4,0
692,Javairô Dilrosun\Javairo-Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,23,16,1309,4,2,0,0,2,0
693,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,13,5,521,0,3,0,0,1,0
694,Federico Dimarco\Federico-Dimarco,it ITA,DFMF,Inter,it Serie A,21,1997,3,0,27,0,0,0,0,0,0
695,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,28,1991,15,12,892,0,1,0,0,1,0
696,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,12,8,666,2,0,0,0,1,0
697,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,32,31,2766,3,1,0,0,8,0
698,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,33,1986,30,25,2253,1,0,0,0,7,0
699,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,4,1,120,0,0,0,0,1,0
700,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,27,2430,1,0,0,0,3,0
701,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,19,2000,8,8,661,0,0,0,0,1,0
702,Djené\Djene,tg TOG,DF,Getafe,es La Liga,27,1991,34,34,3060,0,0,0,0,5,0
703,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,18,10,928,2,2,0,0,4,1
704,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,26,1992,17,9,851,0,0,0,0,0,0
705,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,25,23,2064,1,1,0,0,6,0
706,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,34,32,2783,2,1,0,0,5,0
707,Naïs Djouahra\Nais-Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,2,0,29,0,1,0,0,0,0
708,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,0,0,0,0,3,0
709,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,36,32,2839,4,3,0,0,1,0
710,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,22,1888,11,3,0,0,2,0
711,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,1,148,0,0,0,0,1,0
712,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,0,0,0,0,1,0
713,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,21,1998,16,7,699,0,1,0,0,1,0
714,Giulio Donati\Giulio-Donati,it ITA,DF,Lecce,it Serie A,29,1990,20,20,1760,1,0,0,0,4,0
715,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,4,1,102,0,0,0,0,1,0
716,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,15,6,609,0,0,0,0,1,0
717,Alfredo Donnarumma\Alfredo-Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,31,20,1684,7,2,2,2,1,0
718,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,0,0,0,0,3,0
719,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,24,23,2087,1,0,0,0,3,0
720,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,26,20,1751,1,2,0,0,0,0
721,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,16,1475,8,2,0,0,2,0
722,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,26,1993,37,36,3156,4,2,0,0,9,0
723,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,2,0,2,0,0,0,0,0,0
724,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,26,22,1718,2,1,1,1,8,1
725,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,1,90,0,0,0,0,0,0
726,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,5,450,0,1,0,0,1,0
727,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,eng Premier League,17,2001,1,0,16,0,0,0,0,0,0
728,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,16,1455,1,3,0,0,2,0
729,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,10,1029,0,0,0,0,7,1
730,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,0,0,0,0,1,0
731,Julian Draxler\Julian-Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,7,686,0,4,0,0,5,0
732,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,27,18,1587,3,4,0,0,5,0
733,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,4,4,259,0,0,0,0,1,0
734,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,1,1,58,0,0,0,0,0,0
735,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,21,5,647,1,0,0,0,0,1
736,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,24,1995,36,34,3087,3,1,0,0,7,0
737,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,23,1996,6,4,405,0,0,0,0,2,0
738,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,30,1989,8,5,485,0,0,0,0,0,0
739,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,23,1995,31,30,2663,0,1,0,0,11,0
740,Edgaras Dubickas\Edgaras-Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,1,0,3,0,0,0,0,0,0
741,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,15,1346,0,0,0,0,3,0
742,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,3420,0,0,0,0,0,0
743,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,10,9,724,0,0,0,0,0,0
744,Ondrej Duda\Ondrej-Duda,sk SVK,MFFW,Hertha BSC,de Bundesliga,24,1994,7,6,447,0,1,0,0,2,0
745,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,19,12,1238,1,0,0,0,2,0
746,Haris Duljević\Haris-Duljevic,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,14,5,520,0,3,0,0,0,0
747,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,16,14,1228,0,0,0,0,2,0
748,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,13,10,887,1,1,0,0,2,0
749,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,13,10,843,1,5,0,0,3,0
750,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,36,36,3230,3,3,0,0,9,0
751,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,9,6,511,0,0,0,0,0,0
752,Riza Durmisi\Riza-Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,4,2,160,0,0,0,0,0,0
753,Hugo Duro\Hugo-Duro,es ESP,FWMF,Getafe,es La Liga,19,1999,12,4,378,1,1,0,0,3,0
754,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,14,13,1178,0,0,0,0,0,0
755,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,Juventus,it Serie A,25,1993,33,25,2155,11,6,1,1,5,0
756,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,33,1986,35,31,2854,16,7,0,0,4,0
757,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,33,1986,14,8,698,1,1,0,0,2,0
758,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,28,2520,0,0,0,0,2,0
759,Simone Edera\Simone-Edera,it ITA,MFFW,Torino,it Serie A,22,1997,13,4,398,1,1,0,0,4,1
760,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,3071,0,0,0,0,3,1
761,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,36,36,3187,2,0,0,0,5,1
762,Johannes Eggestein\Johannes-Eggestein,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,14,4,510,1,0,0,0,3,1
763,Maximilian Eggestein\Maximilian-Eggestein,de GER,MFDF,Werder Bremen,de Bundesliga,22,1996,32,32,2855,1,3,0,0,6,0
764,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,31,29,2329,1,1,0,0,6,1
765,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,32,27,2385,0,2,0,0,8,0
766,Harvey Elliot\Harvey-Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,2,0,8,0,0,0,0,0,0
767,Elif Elmas\Elif-Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,26,12,1134,1,1,0,0,7,0
768,Ilay Elmkies\Ilay-Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,1,0,1,0,0,0,0,0,0
769,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,11,1031,1,1,0,0,1,0
770,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,17,1510,0,1,0,0,4,0
771,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,32,30,2618,1,0,0,0,5,0
772,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,25,1993,25,24,2121,2,0,0,0,9,1
773,Adri Embarba\Adri-Embarba,es ESP,MFFW,Espanyol,es La Liga,27,1992,18,17,1371,2,4,1,1,4,0
774,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,28,17,1550,8,5,0,1,4,0
775,Emerson\Emerson,br BRA,DF,Betis,es La Liga,20,1999,33,32,2839,3,6,0,0,11,0
776,Renaud Emond\Renaud-Emond,be BEL,FWMF,Nantes,fr Ligue 1,27,1991,6,3,292,0,0,0,0,1,0
777,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,13,8,855,0,0,0,0,3,0
778,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,18,15,1385,4,2,0,0,2,0
779,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,18,7,796,4,0,0,0,1,0
780,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,17,15,1447,1,0,0,0,1,0
781,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,29,1990,30,21,1865,1,4,0,0,6,0
782,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,29,1990,20,11,815,0,0,0,0,3,0
783,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,20,10,1097,2,2,0,0,5,0
784,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,17,8,703,1,2,0,0,0,0
785,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,23,18,1674,0,1,0,0,9,1
786,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,0,0,0,0,0,0
787,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,11,8,773,1,0,0,0,2,0
788,Espeto\Espeto,br BRA,DFMF,SPAL,it Serie A,22,1997,32,24,2110,1,2,0,0,9,1
789,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,26,26,2259,3,0,0,0,5,1
790,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FW,Inter,it Serie A,17,2002,7,2,199,1,0,1,1,2,0
791,Esquerdo\Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,3,0,15,0,0,0,0,0,0
792,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,29,1990,7,1,213,0,0,0,0,1,0
793,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Osasuna,es La Liga,21,1998,36,32,2979,1,5,0,0,8,0
794,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,10,6,572,1,0,0,0,4,0
795,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,11,3,394,0,0,0,0,0,0
796,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,17,16,1446,0,0,0,0,7,0
797,Antony Evans\Antony-Evans,eng ENG,MFDF,Paderborn 07,de Bundesliga,20,1998,6,2,156,0,0,0,0,0,0
798,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,38,38,3383,1,1,0,0,8,1
799,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,22,1996,35,24,2316,4,1,1,2,3,0
800,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Hellas Verona,it Serie A,27,1992,6,3,353,0,0,0,0,3,0
801,Valentin Eysseric\Valentin-Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,3,0,42,0,0,0,0,0,0
802,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,2117,0,0,0,0,1,0
803,Fabinho\Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,28,22,2079,2,3,0,0,6,0
804,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,29,1990,10,10,834,0,0,0,0,4,0
805,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,18,12,930,0,3,0,0,1,1
806,Fabricio\Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,1,90,0,0,0,0,1,0
807,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0,0,0,0,0,0
808,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,10,5,403,0,0,0,0,2,0
809,Luca Falbo\Luca-Falbo,it ITA,DF,Lazio,it Serie A,19,2000,1,0,2,0,0,0,0,0,0
810,Filippo Falco\Filippo-Falco,it ITA,FWMF,Lecce,it Serie A,27,1992,30,24,2014,4,6,0,0,0,0
811,Eliseo Falcon\Eliseo-Falcon,es ESP,DFMF,Levante,es La Liga,22,1997,1,1,73,0,0,0,0,2,1
812,Wladimiro Falcone\Wladimiro-Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,0,0,0,0,1,0
813,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,1,90,0,0,0,0,0,0
814,Iago Falque\Iago-Falque,es ESP,MFFW,Torino,it Serie A,29,1990,4,1,102,0,0,0,0,0,0
815,Iago Falque\Iago-Falque,es ESP,MF,Genoa,it Serie A,29,1990,10,6,519,2,1,2,3,0,0
816,Akin Famewo\Akin-Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,1,0,1,0,0,0,0,0,0
817,Andri Fannar Baldursson\Andri-Fannar-Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,7,0,143,0,0,0,0,0,0
818,Paolo Faragò\Paolo-Farago,it ITA,DF,Cagliari,it Serie A,26,1993,21,14,1343,1,1,0,0,3,0
819,Davide Faraoni\Davide-Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,36,36,3228,5,3,0,0,6,0
820,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,SPAL,it Serie A,23,1996,8,5,421,0,0,0,0,2,0
821,Diego Farias\Diego-Farias,br BRA,FWMF,Lecce,it Serie A,29,1990,18,7,824,2,0,0,0,3,1
822,Ansu Fati\Ansu-Fati,es ESP,FWDF,Barcelona,es La Liga,16,2002,24,11,1027,7,1,0,0,2,1
823,Julien Faussurier\Julien-Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,22,1980,2,3,0,0,1,0
824,Andrea Favilli\Andrea-Favilli,it ITA,FW,Genoa,it Serie A,22,1997,20,7,658,0,0,0,0,4,0
825,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,32,1987,16,14,1213,1,0,0,0,2,1
826,Aleix Febas\Aleix-Febas,es ESP,MF,Mallorca,es La Liga,23,1996,29,22,1690,0,3,0,0,4,0
827,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,30,1989,17,16,1431,1,2,0,0,10,2
828,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,13,11,786,0,0,0,0,2,0
829,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,es La Liga,26,1993,32,31,2638,7,4,1,1,10,2
830,Felipe\Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,25,23,2102,1,0,0,0,7,0
831,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,22,1997,26,24,2024,1,1,0,0,6,0
832,Lucas Felippe\Lucas-Felippe,br BRA,MFDF,Hellas Verona,it Serie A,19,2000,2,0,28,0,0,0,0,0,0
833,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,26,21,1966,0,0,0,0,3,0
834,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,es La Liga,19,1999,27,21,1745,6,1,0,0,6,0
835,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,28,1991,28,26,2237,0,0,0,0,5,0
836,Zinedine Ferhat\Zinedine-Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,26,1993,26,25,2246,3,4,0,0,1,0
837,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,14,14,1186,8,7,4,4,2,0
838,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,23,1996,24,18,1484,1,0,0,0,7,1
839,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,eng Premier League,20,1999,7,0,68,0,0,0,0,0,0
840,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,11,10,775,0,0,0,0,5,1
841,Matheus Fernandes\Matheus-Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,3,2,166,0,0,0,0,0,0
842,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,28,1991,36,36,3240,0,0,0,0,2,0
843,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,32,1986,4,4,360,0,1,0,0,1,0
844,Carlos Fernández\Carlos-Fernandez,es ESP,FWMF,Granada,es La Liga,23,1996,34,21,2201,10,3,1,1,8,0
845,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,32,29,2620,2,2,0,0,8,0
846,Gabriel Fernández\Gabriel-Fernandez,uy URU,FWMF,Celta Vigo,es La Liga,25,1994,20,5,561,1,1,0,0,5,1
847,Joaquín Fernández\Joaquin-Fernandez,es ESP,MFDF,Valladolid,es La Liga,23,1996,20,19,1659,2,0,0,0,9,0
848,Fernandinho\Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,30,26,2397,0,1,0,0,9,2
849,Fernando\Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,34,30,2659,2,3,0,0,13,0
850,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,24,1995,18,14,1202,1,2,0,0,0,1
851,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,12,11,1005,0,0,0,0,4,0
852,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,16,5,574,1,0,0,0,2,0
853,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,16,13,1150,0,0,0,0,1,1
854,Oliver Fink\Oliver-Fink,de GER,MFFW,Düsseldorf,de Bundesliga,37,1982,14,8,675,0,1,0,0,2,0
855,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,21,10,966,3,1,1,1,1,0
856,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,38,34,2988,9,8,0,0,0,0
857,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,17,11,1014,1,1,0,0,5,0
858,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,30,28,2516,5,2,0,0,8,0
859,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,10,900,0,0,0,0,0,0
860,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,37,1981,24,9,942,1,0,0,0,3,0
861,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,12,9,752,0,0,0,0,1,1
862,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,28,1991,14,12,997,0,1,0,0,5,0
863,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,eng Premier League,19,2000,23,9,901,5,2,0,0,0,0
864,Mamadou Fofana\Mamadou-Fofana,ml MLI,DFMF,Metz,fr Ligue 1,21,1998,20,18,1587,0,0,0,0,4,0
865,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,32,24,2249,3,7,0,0,4,0
866,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,14,13,1215,1,0,0,0,4,0
867,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,7,7,610,0,2,0,0,1,0
868,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,13,12,1008,1,0,0,0,0,0
869,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,27,2430,0,1,0,0,3,0
870,Lamine Fomba\Lamine-Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,20,15,1373,0,0,0,0,5,0
871,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,25,25,2205,1,1,0,0,4,0
872,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,eng Premier League,23,1996,36,24,2172,2,5,0,0,3,0
873,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,27,1991,22,14,1141,5,2,2,2,1,0
874,Hernâni Fortes\Hernani-Fortes,pt POR,MFFW,Levante,es La Liga,27,1991,20,5,654,2,0,0,0,3,1
875,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,38,3420,0,0,0,0,1,0
876,Lyle Foster\Lyle-Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,2,1,62,0,0,0,0,0,0
877,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,3,2,136,0,0,0,0,1,0
878,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,eng Premier League,26,1993,3,1,59,0,0,0,0,0,0
879,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,17,12,1119,1,0,0,0,4,0
880,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,4,1,68,0,0,0,0,1,0
881,Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1,1,90,0,0,0,0,0,0
882,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,18,12,1175,0,2,0,0,3,0
883,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,15,10,969,0,0,0,0,5,1
884,Mike Frantz\Mike-Frantz,de GER,MFDF,Freiburg,de Bundesliga,32,1986,18,3,350,0,1,0,0,2,0
885,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,25,1994,28,21,2067,1,4,0,0,2,0
886,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,29,23,2163,0,0,0,0,8,0
887,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,27,25,2237,0,3,0,0,7,0
888,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,2,0,7,0,0,0,0,0,0
889,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,11,3,366,0,0,0,0,2,0
890,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,31,28,2337,2,2,0,0,3,0
891,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,27,24,2183,1,3,0,0,9,0
