Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
2017,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,0,1,1,100,7,1,0,0,,1,1,100,0,0,,0,0,0,0,0,0
2018,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,30,1987,17.4,432,573,75.4,9942,3598,5,12,41.7,273,336,81.3,154,225,68.4,0,1,39,2,0,39
2019,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,25,1991,34.7,1093,1415,77.2,23116,6355,17,54,31.5,755,914,82.6,321,447,71.8,4,18,137,18,3,168
2020,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,15.3,299,394,75.9,4152,784,10,28,35.7,268,331,81,21,35,60,0,18,22,8,1,26
2021,Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,203,281,72.2,6046,3994,1,1,100,104,104,100,98,176,55.7,0,0,1,0,0,0
2022,Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,13.1,315,433,72.7,9693,5863,1,1,100,149,152,98,165,280,58.9,0,0,4,0,0,0
2023,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,10.9,374,505,74.1,5727,1594,13,30,43.3,320,384,83.3,41,91,45.1,0,10,15,12,1,44
2024,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,30.8,1430,1748,81.8,29216,8150,27,62,43.5,1007,1137,88.6,396,549,72.1,0,23,139,19,1,162
2025,Christian Pulisic\Christian-Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,25.6,677,896,75.6,10465,2263,15,59,25.4,596,721,82.7,66,116,56.9,5,28,35,36,13,86
2026,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,31,1986,7.2,206,261,78.9,3409,1031,7,11,63.6,161,183,88,38,67,56.7,0,5,19,8,0,32
2027,George Pușcaș\George-Puscas,ro ROU,FWMF,Benevento,it Serie A,21,1996,7.8,116,149,77.9,1617,258,5,8,62.5,97,122,79.5,14,19,73.7,0,7,8,3,1,8
2028,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,1.9,80,111,72.1,1898,529,1,3,33.3,49,62,79,30,46,65.2,0,5,14,1,0,11
2029,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,30.2,415,637,65.1,6786,1710,8,39,20.5,349,482,72.4,58,116,50,5,36,26,31,4,66
2030,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,15.7,206,291,70.8,3273,708,9,27,33.3,166,213,77.9,31,51,60.8,1,11,13,5,0,21
2031,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,14.2,314,441,71.2,4437,1272,13,27,48.1,269,354,76,32,60,53.3,4,17,23,9,3,33
2032,Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,12.3,376,513,73.3,7463,1757,6,14,42.9,277,349,79.4,93,150,62,4,25,22,10,3,48
2033,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,26.3,1978,2168,91.2,33974,8519,46,80,57.5,1588,1693,93.8,344,395,87.1,4,23,170,24,3,153
2034,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,12.3,522,612,85.3,9614,1983,3,10,30,406,470,86.4,113,132,85.6,0,6,55,5,1,46
2035,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,28,1988,34.9,1454,1807,80.5,32860,9241,9,31,29,968,1084,89.3,477,692,68.9,1,15,145,21,4,164
2036,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,30,1986,28.8,1426,1672,85.3,25453,11877,12,26,46.2,1171,1297,90.3,243,349,69.6,1,9,170,10,3,154
2037,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,20.1,962,1209,79.6,15968,6004,16,43,37.2,804,920,87.4,142,246,57.7,2,24,72,22,17,130
2038,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,8.8,142,247,57.5,5602,4233,0,0,,50,51,98,92,196,46.9,0,0,2,0,0,0
2039,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,32,1985,23,678,818,82.9,10282,2565,23,51,45.1,567,639,88.7,88,128,68.8,1,33,58,32,6,84
2040,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,20.6,1572,1779,88.4,28608,8001,14,35,40,1237,1336,92.6,321,408,78.7,2,21,127,22,7,150
2041,Rafinha\Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,11.6,652,740,88.1,11186,2213,13,21,61.9,528,577,91.5,111,142,78.2,2,25,58,19,2,71
2042,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,17.8,542,742,73,11303,4785,8,24,33.3,390,464,84.1,144,254,56.7,0,2,45,5,3,92
2043,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,9.2,184,267,68.9,2859,947,4,13,30.8,158,201,78.6,22,53,41.5,1,12,9,10,4,36
2044,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,0.4,14,21,66.7,232,176,0,0,,11,17,64.7,3,4,75,0,0,2,0,0,4
2045,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,29,1988,31.5,2249,2533,88.8,42159,11840,22,49,44.9,1757,1888,93.1,470,596,78.9,3,29,244,38,3,217
2046,André Ramalho\Andre-Ramalho,br BRA,DFFW,Leverkusen,de Bundesliga,25,1992,0.4,11,14,78.6,225,115,0,0,,8,9,88.9,3,5,60,0,0,0,0,0,3
2047,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,24,1993,25.5,671,915,73.3,15078,5812,7,17,41.2,447,544,82.2,217,354,61.3,0,1,64,5,0,63
2048,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,32.8,1583,1870,84.7,35308,12354,8,28,28.6,1036,1147,90.3,539,695,77.6,1,7,85,2,0,78
2049,Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,1.9,44,76,57.9,721,144,0,0,,37,57,64.9,7,19,36.8,0,2,1,0,0,4
2050,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,24.6,780,1101,70.8,13159,3299,18,46,39.1,629,773,81.4,133,282,47.2,6,46,65,39,5,104
2051,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,eng Premier League,22,1995,3.1,64,88,72.7,856,165,6,12,50,53,67,79.1,5,9,55.6,0,0,0,1,0,4
2052,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,es La Liga,22,1995,8,204,262,77.9,3292,638,5,10,50,176,206,85.4,23,46,50,1,7,7,8,0,19
2053,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,30,1986,3.5,81,118,68.6,2209,1333,0,1,0,49,51,96.1,32,66,48.5,0,0,0,0,0,0
2054,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,32,1984,14.5,567,705,80.4,15086,4612,1,8,12.5,292,355,82.3,274,342,80.1,0,1,54,0,0,51
2055,Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,15.8,356,506,70.4,6258,1885,2,13,15.4,293,353,83,61,140,43.6,1,22,29,19,8,55
2056,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,25.4,1669,1875,89,35474,14043,11,21,52.4,1177,1260,93.4,481,594,81,1,12,176,9,3,96
2057,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,26,1990,20.5,1034,1246,83,18239,4405,26,60,43.3,830,940,88.3,178,246,72.4,8,29,108,37,2,118
2058,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,1.7,87,107,81.3,1466,515,4,4,100,69,81,85.2,14,22,63.6,0,1,7,1,1,12
2059,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,7,286,316,90.5,6106,1899,3,4,75,195,207,94.2,88,105,83.8,0,0,9,1,0,12
2060,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,19,1997,20.1,477,675,70.7,7315,1861,16,52,30.8,403,488,82.6,58,135,43,5,26,24,24,5,59
2061,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,4.3,69,112,61.6,1364,317,1,14,7.1,49,64,76.6,19,34,55.9,0,4,4,3,1,12
2062,Konstantin Rausch\Konstantin-Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,10.3,383,567,67.5,7510,3632,4,16,25,294,384,76.6,85,167,50.9,1,8,31,7,3,76
2063,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,5.5,118,204,57.8,2075,968,5,9,55.6,91,132,68.9,22,63,34.9,2,15,8,7,3,33
2064,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,19.5,264,482,54.8,4405,1471,12,49,24.5,206,341,60.4,46,92,50,2,24,27,28,11,62
2065,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,19.1,747,986,75.8,12908,6424,13,42,31,604,721,83.8,130,223,58.3,2,20,54,20,10,136
2066,Recio\Recio,es ESP,MF,Málaga,es La Liga,26,1991,20.4,780,1003,77.8,14589,4039,12,26,46.2,601,704,85.4,167,273,61.2,2,23,86,9,2,90
2067,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,21.6,616,856,72,11499,2740,18,42,42.9,460,581,79.2,138,233,59.2,3,42,35,38,9,90
2068,Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,13,29,44.8,149,66,1,2,50,12,21,57.1,0,6,0,0,0,1,0,0,2
2069,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,0.8,18,23,78.3,272,61,1,2,50,16,18,88.9,1,3,33.3,0,0,0,1,0,2
2070,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,12,584,679,86,10428,3479,10,19,52.6,469,503,93.2,105,157,66.9,0,3,37,3,2,57
2071,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,16.1,539,670,80.4,12796,3638,3,9,33.3,310,351,88.3,226,310,72.9,0,3,26,3,0,32
2072,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,871,1076,80.9,25570,13721,1,2,50,410,417,98.3,460,657,70,0,1,4,0,0,0
2073,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,4.9,129,161,80.1,2033,756,3,5,60,107,132,81.1,19,24,79.2,0,5,14,7,1,26
2074,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,25.6,1118,1316,85,26965,7985,5,16,31.3,635,692,91.8,478,608,78.6,2,1,53,4,0,69
2075,Loïc Rémy\Loic-Remy,fr FRA,FWMF,Getafe,es La Liga,30,1987,5.1,87,125,69.6,1357,187,1,5,20,72,100,72,14,20,70,0,1,3,2,1,5
2076,Loïc Rémy\Loic-Remy,fr FRA,FW,Las Palmas,es La Liga,30,1987,8.5,192,253,75.9,3405,761,2,9,22.2,153,192,79.7,37,52,71.2,0,5,6,4,1,20
2077,Jan Repas\Jan-Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,10,160,237,67.5,2682,586,4,17,23.5,129,177,72.9,27,43,62.8,1,9,14,4,1,20
2078,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,19.1,1009,1208,83.5,19219,7787,11,27,40.7,774,889,87.1,224,292,76.7,3,9,82,2,1,126
2079,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,10.3,292,386,75.6,4842,1383,16,26,61.5,225,279,80.6,51,81,63,0,16,24,11,2,52
2080,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,1.4,42,57,73.7,829,243,1,4,25,34,39,87.2,7,14,50,0,0,1,2,1,6
2081,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,953,1335,71.4,32108,19328,2,2,100,385,388,99.2,566,945,59.9,0,0,30,0,0,1
2082,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,690,821,84,11725,2744,13,31,41.9,570,645,88.4,107,145,73.8,1,32,45,37,5,96
2083,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,22,1994,12.3,398,616,64.6,6994,3846,6,22,27.3,327,419,78,65,175,37.1,1,5,38,5,2,89
2084,Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,49,77,63.6,842,294,2,7,28.6,38,50,76,9,20,45,0,4,6,2,2,12
2085,Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,239,376,63.6,4460,1294,3,17,17.6,183,242,75.6,53,117,45.3,1,11,17,14,2,49
2086,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,455,589,77.2,9489,3495,7,16,43.8,317,369,85.9,131,204,64.2,0,2,37,5,0,32
2087,Richarlison\Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,532,843,63.1,8022,2335,17,84,20.2,464,647,71.7,51,112,45.5,4,26,36,23,3,78
2088,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,110,158,69.6,2051,565,2,7,28.6,82,108,75.9,26,43,60.5,0,8,7,11,5,19
2089,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,24,1993,24.8,867,1295,66.9,17068,9923,3,38,7.9,666,859,77.5,198,398,49.7,2,33,87,30,11,242
2090,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,13,453,561,80.7,8866,2002,8,21,38.1,338,397,85.1,107,143,74.8,0,11,42,5,1,39
2091,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,338,512,66,10316,6709,1,1,100,182,187,97.3,155,324,47.8,0,0,3,0,0,0
2092,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,125,164,76.2,2571,1069,4,6,66.7,87,109,79.8,34,49,69.4,0,1,14,5,2,17
2093,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,10,28,35.7,647,605,0,0,,0,0,,10,28,35.7,0,0,1,0,0,0
2094,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,440,554,79.4,8006,2333,8,21,38.1,339,403,84.1,93,130,71.5,2,12,47,10,2,59
2095,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,10.4,344,422,81.5,6679,2649,6,15,40,265,302,87.7,73,105,69.5,0,4,49,8,1,69
2096,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,29,1988,33.3,1256,1520,82.6,24211,6333,16,41,39,957,1101,86.9,283,378,74.9,0,23,107,30,3,128
2097,Birk Risa\Birk-Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,12,16,75,189,52,0,1,0,10,11,90.9,2,4,50,0,1,1,0,0,1
2098,Marcel Risse\Marcel-Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,13,391,646,60.5,7746,4007,3,34,8.8,286,362,79,102,250,40.8,3,21,39,18,10,99
2099,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,837,1269,66,15411,5004,21,64,32.8,642,797,80.6,174,408,42.6,5,50,54,32,18,146
2100,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,20,1997,2.7,110,132,83.3,2248,274,0,3,0,82,91,90.1,28,38,73.7,0,2,9,0,0,2
2101,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,423,596,71,5503,499,42,69,60.9,347,469,74,34,58,58.6,2,16,13,6,0,14
2102,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,28,1989,22.9,708,947,74.8,14151,6985,9,39,23.1,520,614,84.7,179,294,60.9,1,12,52,15,9,138
2103,Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,5.4,143,207,69.1,2324,741,5,19,26.3,117,151,77.5,21,37,56.8,0,5,8,6,3,27
2104,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,714,872,81.9,12009,3768,14,31,45.2,603,686,87.9,97,155,62.6,5,32,47,62,10,140
2105,Rober\Rober,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,555,684,81.1,11696,4116,3,11,27.3,387,454,85.2,165,219,75.3,0,0,40,1,0,40
2106,Roberto\Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,419,797,52.6,19228,14545,0,0,,108,111,97.3,311,686,45.3,0,2,19,0,0,0
2107,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,1564,1749,89.4,25553,7775,19,43,44.2,1357,1457,93.1,188,249,75.5,7,23,102,34,6,151
2108,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,eng Premier League,21,1995,3,123,174,70.7,1944,517,6,13,46.2,99,122,81.1,18,39,46.2,0,0,4,2,0,8
2109,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,23,1994,21.6,1373,1641,83.7,23332,8069,29,68,42.6,1146,1265,90.6,198,308,64.3,5,24,111,31,9,162
2110,Álex Robles\Alex-Robles,es ESP,DF,Málaga,es La Liga,18,1999,1,20,30,66.7,368,153,0,0,,16,21,76.2,4,9,44.4,0,0,0,0,0,3
2111,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,122,198,61.6,1973,545,3,17,17.6,103,140,73.6,16,41,39,0,8,12,5,2,22
2112,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,20,1996,3,146,169,86.4,2914,798,2,3,66.7,108,120,90,36,46,78.3,0,2,16,0,0,12
2113,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,26,1991,1.7,65,85,76.5,1373,537,0,1,0,47,58,81,18,26,69.2,0,2,11,5,0,16
2114,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,914,1337,68.4,17880,5333,25,74,33.8,664,910,73,225,353,63.7,5,57,120,35,12,180
2115,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,2196,2462,89.2,42971,11639,17,33,51.5,1679,1850,90.8,500,579,86.4,3,25,185,10,0,178
2116,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.7,673,922,73,11163,2391,22,47,46.8,550,705,78,101,170,59.4,4,33,71,31,3,82
2117,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,695,909,76.5,12298,4669,6,22,27.3,594,700,84.9,95,187,50.8,2,14,62,15,9,126
2118,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,30,1987,25.4,262,401,65.3,4345,993,7,22,31.8,210,299,70.2,45,80,56.3,3,19,15,16,4,34
2119,Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,10,10,100,174,92,0,0,,10,10,100,0,0,,0,0,2,0,0,1
2120,James Rodríguez\James-Rodriguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18,1367,1604,85.2,26139,6566,17,44,38.6,1032,1129,91.4,318,431,73.8,11,65,138,36,9,162
2121,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,507,729,69.5,8102,2154,16,52,30.8,416,534,77.9,75,143,52.4,1,18,42,13,2,51
2122,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,24,1992,33.4,1737,2093,83,32279,10193,12,45,26.7,1401,1539,91,324,509,63.7,0,22,139,31,20,175
2123,Marko Rog\Marko-Rog,hr CRO,FWMF,Napoli,it Serie A,22,1995,3.2,247,282,87.6,3181,601,13,19,68.4,214,236,90.7,20,27,74.1,0,7,20,1,0,14
2124,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,19,1998,10.1,299,427,70,6160,3211,8,19,42.1,210,275,76.4,81,133,60.9,0,8,37,7,7,59
2125,Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,it Serie A,26,1991,18.1,360,537,67,5751,2059,8,24,33.3,304,413,73.6,48,100,48,0,8,28,6,1,46
2126,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,301,373,80.7,6212,2584,2,9,22.2,217,238,91.2,82,126,65.1,0,2,23,1,0,19
2127,Diego Rolán\Diego-Rolan,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,464,606,76.6,7254,1638,13,33,39.4,389,476,81.7,62,97,63.9,0,17,31,20,2,49
2128,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,1156,1327,87.1,26534,7862,13,21,61.9,680,738,92.1,463,568,81.5,0,1,45,2,0,55
2129,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,105,140,75,1926,471,1,4,25,85,106,80.2,19,30,63.3,0,1,5,0,0,9
2130,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,21,670,897,74.7,14700,5521,7,23,30.4,454,537,84.5,209,337,62,0,3,74,10,3,79
2131,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,26.1,1354,1502,90.1,28192,8525,4,15,26.7,962,1022,94.1,388,465,83.4,0,4,70,0,0,79
2132,Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,6.2,232,287,80.8,5331,1738,1,3,33.3,144,164,87.8,87,120,72.5,0,1,16,2,0,14
2133,Aristóteles Romero\Aristoteles-Romero,ve VEN,MF,Crotone,it Serie A,21,1995,1,36,49,73.5,883,127,0,2,0,21,30,70,15,17,88.2,0,1,6,0,0,1
2134,Óscar Romero\Oscar-Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,41,72,56.9,944,362,1,3,33.3,25,41,61,15,28,53.6,0,5,4,1,0,9
2135,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,14,18,77.8,626,482,0,0,,4,4,100,10,14,71.4,0,0,0,0,0,0
2136,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,1533,1869,82,29897,8256,17,46,37,1183,1363,86.8,333,460,72.4,0,21,148,12,0,174
2137,Rômulo\Romulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,1155,1583,73,19672,6661,21,82,25.6,960,1156,83,174,345,50.4,5,48,78,33,14,174
2138,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,616,773,79.7,9150,2052,13,27,48.1,538,652,82.5,65,94,69.1,5,38,33,28,6,70
2139,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.8,940,1091,86.2,20902,6553,4,13,30.8,623,674,92.4,313,404,77.5,0,1,51,1,0,59
2140,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,563,839,67.1,8373,1518,17,73,23.3,476,642,74.1,70,124,56.5,3,22,39,14,2,53
2141,Valentin Rongier\Valentin-Rongier,fr FRA,MFFW,Nantes,fr Ligue 1,22,1994,26.1,1114,1305,85.4,19620,4882,28,50,56,859,977,87.9,227,278,81.7,1,27,111,24,2,117
2142,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,26,1991,28.6,1426,1685,84.6,29208,7826,17,40,42.5,1020,1165,87.6,389,480,81,3,21,174,23,3,169
2143,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,25.2,926,1245,74.4,19943,4627,25,54,46.3,613,742,82.6,288,449,64.1,2,36,105,23,7,125
2144,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,34.7,1305,1893,68.9,25757,13890,12,57,21.1,976,1212,80.5,317,624,50.8,0,51,117,34,21,272
2145,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,27,1990,8.9,378,510,74.1,7388,3164,6,25,24,288,340,84.7,84,145,57.9,1,11,37,20,7,81
2146,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,1.8,60,91,65.9,1196,698,1,6,16.7,41,55,74.5,18,30,60,0,0,4,0,0,8
2147,Aleandro Rosi\Aleandro-Rosi,it ITA,DFMF,Genoa,it Serie A,30,1987,18.9,566,813,69.6,9264,3881,12,37,32.4,489,617,79.3,65,159,40.9,1,8,37,6,2,114
2148,Valentin Rosier\Valentin-Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,1092,1422,76.8,19941,7442,19,59,32.2,868,1024,84.8,205,339,60.5,3,19,84,24,11,163
2149,Luca Rossettini\Luca-Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,22.5,845,1030,82,18835,5421,5,14,35.7,548,619,88.5,292,397,73.6,0,3,53,1,0,50
2150,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,3,3,100,89,79,0,0,,2,2,100,1,1,100,0,0,0,0,0,0
2151,Giuseppe Rossi\Giuseppe-Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,85,103,82.5,1463,167,3,4,75,68,81,84,14,18,77.8,0,1,3,6,0,10
2152,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,20.9,723,976,74.1,13121,6239,11,48,22.9,568,679,83.7,144,249,57.8,2,36,53,26,15,154
2153,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,4.8,112,177,63.3,1827,551,7,21,33.3,91,121,75.2,14,35,40,0,6,6,7,4,17
2154,Nolan Roux\Nolan-Roux,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,31.5,527,772,68.3,8792,1971,22,48,45.8,419,581,72.1,86,143,60.1,2,26,31,16,2,65
