Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
31,Youssef Aït Bennasser\Youssef-Ait-Bennasser,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.8,0,24,3,12.5,1.05,0.13,0,0,0,0,0
32,Arlind Ajeti\Arlind-Ajeti,al ALB,DFMF,Crotone,it Serie A,23,1993,14.1,0,8,0,0,0.57,0,0,,0,0,0
33,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10,0,5,2,40,0.5,0.2,0,0,0,0,0
34,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,2,21,8,38.1,0.56,0.21,0.1,0.25,0,0,0
35,Ager Aketxe\Ager-Aketxe,es ESP,MF,Athletic Club,es La Liga,23,1993,0.5,0,2,0,0,4.39,0,0,,0,0,0
36,Chadrac Akolo\Chadrac-Akolo,cd COD,FWMF,Stuttgart,de Bundesliga,22,1995,12.2,5,32,15,46.9,2.61,1.23,0.16,0.33,0,0,1
37,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hoffenheim,de Bundesliga,22,1995,18.8,0,5,2,40,0.27,0.11,0,0,0,0,0
38,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,2,24,7,29.2,1.39,0.41,0.08,0.29,8,0,0
39,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,9,58,21,36.2,3.37,1.22,0.14,0.38,1,1,2
40,David Alba\David-Alba,es ESP,DF,Getafe,es La Liga,18,1999,0.7,0,0,0,,0,0,,,0,0,0
41,Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,2,15,5,33.3,0.49,0.16,0.13,0.4,0,0,0
42,Raúl Albentosa\Raul-Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,1,14,3,21.4,0.72,0.15,0.07,0.33,0,0,0
43,Luis Alberto\Luis-Alberto,es ESP,MFFW,Lazio,it Serie A,24,1992,29.7,11,81,28,34.6,2.73,0.94,0.12,0.36,8,1,2
44,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,31,1985,30.5,3,16,7,43.8,0.53,0.23,0.19,0.43,0,0,0
45,Miiko Albornoz\Miiko-Albornoz,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,7.8,0,4,1,25,0.51,0.13,0,0,0,0,0
46,Marc Albrighton\Marc-Albrighton,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,28.2,2,21,6,28.6,0.74,0.21,0.1,0.33,1,0,0
47,Paco Alcácer\Paco-Alcacer,es ESP,FWMF,Barcelona,es La Liga,23,1993,7.8,4,16,7,43.8,2.06,0.9,0.25,0.57,0,0,0
48,Pedro Alcalá\Pedro-Alcala,es ESP,DF,Girona,es La Liga,28,1989,7.6,1,6,2,33.3,0.78,0.26,0.17,0.5,0,0,0
49,Thiago Alcántara\Thiago-Alcantara,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,13.9,2,23,7,30.4,1.66,0.51,0.09,0.29,1,0,0
50,David Alcibiade\David-Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,0,2,0,0,0.87,0,0,,0,0,0
51,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,0,10,1,10,0.76,0.08,0,0,0,0,0
52,Steve Aldo One\Steve-Aldo-One,es ESP,DF,La Coruña,es La Liga,22,1995,1,0,0,0,,0,0,,,0,0,0
53,Álex Alegría\Alex-Alegria,es ESP,FW,Levante,es La Liga,24,1992,6.9,0,14,2,14.3,2.02,0.29,0,0,0,0,0
54,Iván Alejo\Ivan-Alejo,es ESP,FWMF,Eibar,es La Liga,22,1995,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,0,0,0
55,Alexander\Alexander,ar ARG,FWMF,Leganés,es La Liga,28,1988,11.7,2,19,5,26.3,1.62,0.43,0.05,0.2,1,1,1
56,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,1,12,6,50,0.69,0.34,0.08,0.17,1,0,0
57,Alexis\Alexis,es ESP,DF,Alavés,es La Liga,31,1985,24.3,1,14,3,21.4,0.58,0.12,0.07,0.33,0,0,0
58,Alisson\Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,0,0,0,,0,0,,,0,0,0
59,Allan\Allan,br BRA,MF,Napoli,it Serie A,26,1991,31.7,4,37,12,32.4,1.17,0.38,0.11,0.33,0,0,0
60,Joe Allen\Joe-Allen,wal WAL,MF,Stoke City,eng Premier League,27,1990,34.9,2,23,4,17.4,0.66,0.11,0.09,0.5,0,0,0
61,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,32.9,9,75,18,24,2.28,0.55,0.12,0.5,0,0,0
62,José Alonso Lara\Jose-Alonso-Lara,es ESP,FW,Sevilla,es La Liga,17,2000,0.1,0,0,0,,0,0,,,0,0,0
63,Júnior Alonso\Junior-Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,2,16,4,25,0.52,0.13,0.13,0.5,0,0,0
64,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,31.7,7,65,23,35.4,2.05,0.73,0.11,0.3,9,0,0
65,Ricky Álvarez\Ricky-Alvarez,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,3,1,9,3,33.3,3.03,1.01,0.11,0.33,1,0,0
66,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,0,0,0,,0,0,,,0,0,0
67,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,0,1,0,0,0.13,0,0,,0,0,0
68,Dani Alves\Dani-Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,1,30,6,20,1.31,0.26,0.03,0.17,9,0,0
69,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,26.7,0,19,3,15.8,0.71,0.11,0,0,0,0,0
70,Eloi Amagat\Eloi-Amagat,es ESP,FWMF,Girona,es La Liga,32,1985,0.2,0,2,0,0,10.59,0,0,,0,0,0
71,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,32,1985,8.3,0,11,2,18.2,1.33,0.24,0,0,0,0,0
72,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30,0,13,1,7.7,0.43,0.03,0,0,0,0,0
73,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,0,0,0,,0,0,,,0,0,0
74,Jordi Amat\Jordi-Amat,es ESP,DFMF,Betis,es La Liga,25,1992,22.7,0,9,1,11.1,0.4,0.04,0,0,0,0,0
75,Amath\Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,31.5,3,42,13,31,1.33,0.41,0.07,0.23,0,0,0
76,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,0,20,5,25,0.82,0.21,0,0,0,0,0
77,Stephan Ambrosius\Stephan-Ambrosius,de GER,DF,Hamburger SV,de Bundesliga,18,1998,0.5,0,0,0,,0,0,,,0,0,0
78,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35,1,16,6,37.5,0.46,0.17,0.06,0.17,0,0,0
79,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,19.4,2,45,16,35.6,2.32,0.83,0.04,0.13,1,0,0
80,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Chelsea,eng Premier League,16,2000,0.1,0,0,0,,0,0,,,0,0,0
81,Nordin Amrabat\Nordin-Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,0,1,0,0,0.45,0,0,,0,0,0
82,Nordin Amrabat\Nordin-Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,18,2,40,18,45,2.22,1,0.05,0.11,0,0,0
83,Jon Ander Serantes\Jon-Ander-Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,0,0,0,,0,0,,,0,0,0
84,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,0,3,0,0,0.49,0,0,,0,0,0
85,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,Lazio,it Serie A,24,1993,12.9,4,25,11,44,1.94,0.85,0.16,0.36,1,0,0
86,Florin Andone\Florin-Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,7,52,19,36.5,2.86,1.05,0.13,0.37,0,0,0
87,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,0,0,0,,0,0,,,0,0,0
88,Benjamin André\Benjamin-Andre,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,3,32,9,28.1,0.96,0.27,0.09,0.33,0,0,0
89,Marco Andreolli\Marco-Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,0,4,1,25,0.2,0.05,0,0,0,0,0
90,Yoann Andreu\Yoann-Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,1,6,2,33.3,0.26,0.09,0.17,0.5,0,0,0
91,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,16.1,4,33,14,42.4,2.06,0.87,0.12,0.29,1,0,1
92,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,0,0,0,,0,0,,,0,0,0
93,Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0,0,,0,0,,,0,0,0
94,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,27,1989,26.9,0,17,0,0,0.63,0,0,,5,0,0
95,Gabriele Angella\Gabriele-Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,0,4,1,25,0.4,0.1,0,0,0,0,0
96,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,30,1986,20.8,1,18,6,33.3,0.87,0.29,0.06,0.17,0,0,0
97,Luca Antei\Luca-Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,0,1,1,100,0.15,0.15,0,0,0,0,0
98,Mirco Antenucci\Mirco-Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,28.6,11,61,21,34.4,2.14,0.74,0.1,0.29,0,5,5
99,Waldemar Anton\Waldemar-Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,25.3,1,23,5,21.7,0.91,0.2,0.04,0.2,0,0,0
100,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Milan,it Serie A,30,1987,1.6,0,0,0,,0,0,,,0,0,0
101,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,eng Premier League,27,1990,15,3,37,15,40.5,2.46,1,0.08,0.2,0,0,0
102,Mirko Antonucci\Mirko-Antonucci,it ITA,FW,Roma,it Serie A,18,1999,0.3,0,1,0,0,2.9,0,0,,0,0,0
103,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,0,30,3,10,0.96,0.1,0,0,10,0,1
104,Dennis Aogo\Dennis-Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,21.7,0,16,1,6.3,0.74,0.05,0,0,2,0,0
105,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,27,6,52,18,34.6,1.93,0.67,0.12,0.33,0,0,0
106,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,0,13,4,30.8,0.9,0.28,0,0,1,0,0
107,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,23.6,1,21,4,19,0.89,0.17,0.05,0.25,1,0,0
108,Guilherme Arana\Guilherme-Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,0,0,0,,0,0,,,0,0,0
109,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,1,34,5,14.7,1.33,0.2,0.03,0.2,7,0,0
110,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,22.4,5,51,16,31.4,2.28,0.71,0.1,0.31,1,0,0
111,Sergio Araujo\Sergio-Araujo,ar ARG,FWMF,Las Palmas,es La Liga,25,1992,0.4,0,2,0,0,4.5,0,0,,0,0,0
112,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,2,17,4,23.5,0.63,0.15,0.12,0.5,7,0,0
113,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,0,0,0,,0,0,,,0,0,0
114,Scott Arfield\Scott-Arfield,ca CAN,FWMF,Burnley,eng Premier League,28,1988,14.8,2,16,5,31.3,1.08,0.34,0.13,0.4,0,0,0
115,Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,4.8,1,5,2,40,1.05,0.42,0.2,0.5,0,0,0
116,Yoël Armougom\Yoel-Armougom,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,1.5,0,0,0,,0,0,,,0,0,0
117,José Arnaiz\Jose-Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,0,0,0,,0,0,,,0,0,0
118,Marko Arnautović\Marko-Arnautovic,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,11,70,33,47.1,2.72,1.28,0.16,0.33,0,0,0
119,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,2,33,11,33.3,1.21,0.4,0.06,0.18,10,0,1
120,Jann-Fiete Arp\Jann-Fiete-Arp,de GER,FW,Hamburger SV,de Bundesliga,17,2000,9.4,2,18,7,38.9,1.91,0.74,0.11,0.29,0,0,0
121,Alejandro Arribas\Alejandro-Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,0,2,0,0,0.67,0,0,,0,0,0
122,Sergio Arribas\Sergio-Arribas,es ESP,FW,Leganés,es La Liga,22,1995,0.3,0,,0,,,0,,,,0,0
123,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,0,0,0,,0,0,,,0,0,0
124,Harry Arter\Harry-Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,1,11,1,9.1,1.03,0.09,0.09,1,0,0,0
125,Aythami Artiles\Aythami-Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2.1,0,0,0,,0,0,,,0,0,0
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,0,7,1,14.3,0.4,0.06,0,0,0,0,0
127,Takuma Asano\Takuma-Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8,1,17,4,23.5,2.12,0.5,0.06,0.25,0,0,0
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,0,11,2,18.2,0.42,0.08,0,0,0,0,0
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,0,0,0,,0,0,,,0,0,0
130,Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,20.5,6,56,22,39.3,2.73,1.07,0.11,0.27,3,0,0
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,22,92,40,43.5,2.82,1.23,0.22,0.5,6,2,3
132,Benoît Assou-Ekotto\Benoit-Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,0,2,0,0,0.17,0,0,,0,0,0
133,Simon Asta\Simon-Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,0,0,0,,0,0,,,0,0,0
134,Davide Astori\Davide-Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,1,11,2,18.2,0.44,0.08,0.09,0.5,0,0,0
135,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,25,1992,19.8,2,35,13,37.1,1.77,0.66,0.06,0.15,0,0,0
136,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,10,28,17,60.7,2.38,1.45,0.32,0.53,1,1,2
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,13,54,23,42.6,3.43,1.46,0.19,0.43,0,3,4
138,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,9,35,16,45.7,2.49,1.14,0.23,0.5,0,1,2
139,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,28.1,1,24,6,25,0.85,0.21,0.04,0.17,1,0,0
140,Yann Aurel Bisseck\Yann-Aurel-Bisseck,de GER,DFFW,Köln,de Bundesliga,16,2000,1.7,0,0,0,,0,0,,,0,0,0
141,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,2,17,6,35.3,1.07,0.38,0.12,0.33,0,0,0
142,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,7,48,24,50,4.17,2.08,0.13,0.25,0,1,1
143,Danilo Avelar\Danilo-Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,19.2,1,8,1,12.5,0.42,0.05,0.13,1,0,0,0
144,Felipe Avenatti\Felipe-Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,5.2,0,2,1,50,0.38,0.19,0,0,0,0,0
145,Durel Avounou\Durel-Avounou,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,7.2,0,7,1,14.3,0.97,0.14,0,0,0,0,0
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,1,14,2,14.3,0.83,0.12,0.07,0.5,1,0,0
147,André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,eng Premier League,27,1989,9.9,3,12,5,41.7,1.21,0.5,0.25,0.6,0,0,1
148,André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,10.6,0,14,7,50,1.33,0.66,0,0,0,0,0
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,7,60,21,35,1.89,0.66,0.1,0.29,4,1,1
150,Karim Azamoum\Karim-Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25.3,1,22,7,31.8,0.87,0.28,0.05,0.14,4,0,0
151,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,2,14,4,28.6,0.38,0.11,0.14,0.5,0,0,0
152,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,0,0,0,,0,0,,,0,0,0
153,Khouma Babacar\Khouma-Babacar,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,5,4,23,12,52.2,4.62,2.41,0.09,0.17,0,2,2
154,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,2,25,4,16,3,0.48,0.04,0.25,1,1,1
155,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.5,15,73,36,49.3,2.65,1.31,0.19,0.39,0,1,1
156,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,2,34,6,17.6,1.3,0.23,0.06,0.33,0,0,0
157,Holger Badstuber\Holger-Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,2,8,5,62.5,0.33,0.21,0.25,0.4,0,0,0
158,Dylan Bahamboula\Dylan-Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,0.3,0,1,1,100,3,3,0,0,0,0,0
159,Farès Bahlouli\Fares-Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,1,4,2,50,1.17,0.59,0.25,0.5,0,0,0
160,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,7,39,16,41,2.11,0.87,0.18,0.44,0,0,0
161,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,0,28,5,17.9,0.99,0.18,0,0,0,0,0
162,Leon Bailey\Leon-Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,9,76,26,34.2,3.09,1.06,0.12,0.35,9,0,0
163,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,1,4,1,25,0.36,0.09,0.25,1,0,0,0
164,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,2,5,2,40,0.24,0.09,0,0,2,2,2
165,Riad Bajić\Riad-Bajic,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,0,2,1,50,2.25,1.13,0,0,0,0,0
166,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,0,22,5,22.7,0.96,0.22,0,0,0,0,0
167,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,9,31,15,48.4,2.22,1.07,0.26,0.53,0,1,1
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,2,41,8,19.5,1.74,0.34,0.05,0.25,0,0,0
169,Zakaria Bakkali\Zakaria-Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.2,0,25,6,24,2.46,0.59,0,0,0,0,0
170,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,2,5,3,60,1.93,1.16,0.4,0.67,0,0,0
171,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.3,8,33,11,33.3,2.02,0.67,0.24,0.73,0,0,0
172,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,eng Premier League,28,1989,0.4,0,0,0,,0,0,,,0,0,0
173,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,28,1989,19.9,16,78,30,38.5,3.91,1.51,0.19,0.5,4,1,1
