Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
597,Dario Dainelli\Dario-Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,0,3,1,33.3,0.18,0.06,0,0,0,0,0
598,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,1,16,6,37.5,0.56,0.21,0.06,0.17,0,0,0
599,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,eng Premier League,30,1986,33.4,1,21,6,28.6,0.63,0.18,0.05,0.17,0,0,0
600,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15,3,19,7,36.8,1.27,0.47,0.16,0.43,1,0,0
601,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,1,19,4,21.1,1.19,0.25,0.05,0.25,0,0,0
602,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,2,9,4,44.4,0.73,0.33,0.22,0.5,0,0,0
603,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,1,28,5,17.9,0.86,0.15,0.04,0.2,2,0,0
604,Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,0,0,0,,0,0,,,0,0,0
605,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,0,0,0,,0,0,,,0,0,0
606,Stéphane Darbion\Stephane-Darbion,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,18.9,3,19,7,36.8,1,0.37,0.16,0.43,0,0,0
607,Palkó Dárdai\Palko-Dardai,de GER,FW,Hertha BSC,de Bundesliga,18,1999,0.3,0,0,0,,0,0,,,0,0,0
608,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,1,28,8,28.6,0.91,0.26,0.04,0.13,2,0,0
609,Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,0,2,1,50,0.86,0.43,0,0,0,0,0
610,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,0,24,8,33.3,1.32,0.44,0,0,0,0,0
611,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10,0,0,0,,0,0,,,0,0,0
612,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,0,2,0,0,0.41,0,0,,0,0,0
613,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,24,1993,25.8,2,18,6,33.3,0.7,0.23,0.11,0.33,0,0,0
614,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,2,21,3,14.3,0.99,0.14,0.1,0.67,0,0,0
615,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,3,15,5,33.3,0.89,0.3,0.2,0.6,0,0,0
616,Salem Al-Dawsari\Salem-Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,0,0,0,,0,0,,,0,0,0
617,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,2,18,4,22.2,0.65,0.14,0.11,0.5,0,0,0
618,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,8,91,37,40.7,2.67,1.08,0.09,0.22,15,0,0
619,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,2,5,2,40,0.22,0.09,0.4,1,0,0,0
620,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,23,1994,25.8,4,49,12,24.5,1.9,0.47,0,0,3,4,4
621,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,1,9,2,22.2,0.44,0.1,0.11,0.5,0,0,0
622,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,1,5,1,20,0.46,0.09,0.2,1,0,0,0
623,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,29,1988,32.8,5,25,12,48,0.76,0.37,0.2,0.42,0,0,0
624,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,2,16,9,56.3,0.74,0.42,0.13,0.22,3,0,0
625,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,4,23,7,30.4,1.58,0.48,0.17,0.57,0,0,0
626,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,5,37,10,27,1.81,0.49,0.05,0.2,0,3,5
627,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,4,28,15,53.6,2.32,1.24,0.14,0.27,0,0,0
628,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,1,19,7,36.8,0.86,0.32,0.05,0.14,4,0,0
629,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,1,14,4,28.6,2.6,0.74,0,0,0,1,1
630,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5,0,10,2,20,2,0.4,0,0,0,0,0
631,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,0,6,2,33.3,0.71,0.24,0,0,0,0,0
632,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,0,0,0,,0,0,,,0,0,0
633,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,3,57,11,19.3,1.83,0.35,0.05,0.27,5,0,0
634,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,0,9,1,11.1,1.39,0.15,0,0,0,0,0
635,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,0,0,0,,0,0,,,0,0,0
636,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,5,73,20,27.4,2.81,0.77,0.05,0.2,5,1,2
637,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,1,10,3,30,0.52,0.16,0.1,0.33,0,0,0
638,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,0,11,3,27.3,0.53,0.14,0,0,0,0,0
639,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.2,3,20,10,50,1.96,0.98,0.15,0.3,0,0,0
640,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,1,8,5,62.5,1.35,0.84,0.13,0.2,0,0,0
641,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,2,24,4,16.7,1.78,0.3,0.04,0.25,3,1,1
642,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Alavés,es La Liga,19,1998,2,1,4,3,75,1.97,1.48,0.25,0.33,0,0,0
643,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,0,12,4,33.3,0.47,0.16,0,0,0,0,0
644,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,0,6,3,50,0.45,0.23,0,0,0,0,0
645,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,19,110,45,40.9,3.87,1.59,0.15,0.38,21,2,2
646,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,0,8,3,37.5,0.3,0.11,0,0,0,0,0
647,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,6,24,11,45.8,1.19,0.54,0.25,0.55,0,0,0
648,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,1,10,4,40,0.46,0.19,0.1,0.25,0,0,0
649,Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,0,1,0,0,0.31,0,0,,0,0,0
650,Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,0,2,0,0,0.31,0,0,,0,0,0
651,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,26,1991,18,6,41,20,48.8,2.28,1.11,0.15,0.3,0,0,0
652,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,1,8,4,50,1.43,0.72,0.13,0.25,0,0,0
653,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,1,9,4,44.4,1.86,0.83,0.11,0.25,2,0,0
654,Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,0,6,0,0,0.54,0,0,,0,0,0
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,1,36,5,13.9,2.04,0.28,0.03,0.2,0,0,0
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0,0,,0,0,,,0,0,0
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,11,98,39,39.8,4.18,1.67,0.11,0.28,8,0,0
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,3,30,14,46.7,1.63,0.76,0.07,0.14,0,1,1
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,8,20,11,55,2.71,1.49,0.4,0.73,0,0,0
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,0,6,2,33.3,0.92,0.31,0,0,0,0,0
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,0,0,0,,0,0,,,0,0,0
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,1,15,7,46.7,0.6,0.28,0.07,0.14,1,0,0
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,2,14,4,28.6,1.48,0.42,0.14,0.5,0,0,0
664,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,fr Ligue 1,20,1996,8.1,1,2,1,50,0.25,0.12,0.5,1,0,0,0
665,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Mainz 05,de Bundesliga,21,1996,26.8,2,13,3,23.1,0.48,0.11,0.15,0.67,0,0,0
666,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,0,0,0,,0,0,,,0,0,0
667,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,22,1995,0.2,0,0,0,,0,0,,,0,0,0
668,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,5,38,17,44.7,2.47,1.11,0.13,0.29,0,0,0
669,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,2,22,7,31.8,0.97,0.31,0.09,0.29,0,0,0
670,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,0,0,0,,0,0,,,0,0,0
671,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,1,6,3,50,0.82,0.41,0.17,0.33,0,0,0
672,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,eng Premier League,17,1999,0.6,0,3,1,33.3,4.91,1.64,0,0,0,0,0
673,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,1,16,2,12.5,0.52,0.06,0.06,0.5,0,0,0
674,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,24.9,9,56,19,33.9,2.25,0.76,0.16,0.47,7,0,0
675,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,0,0,0,,0,0,,,0,0,0
676,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18,2,13,4,30.8,0.72,0.22,0.15,0.5,0,0,0
677,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,0,3,0,0,0.62,0,0,,0,0,0
678,Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,0,5,2,40,0.24,0.1,0,0,0,0,0
679,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,0,32,6,18.8,1.02,0.19,0,0,1,0,0
680,Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.9,0,2,1,50,0.25,0.13,0,0,0,0,0
681,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,11,0,11,0,0,1,0,0,,0,0,0
682,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14,0,17,6,35.3,1.21,0.43,0,0,1,0,0
683,Landry Dimata\Landry-Dimata,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,10,0,13,3,23.1,1.3,0.3,0,0,0,0,0
684,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13,0,5,2,40,0.39,0.15,0,0,0,0,0
685,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,0,3,0,0,0.38,0,0,,0,0,0
686,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.4,0,18,4,22.2,1.74,0.39,0,0,0,0,0
687,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,3,15,5,33.3,0.44,0.15,0.2,0.6,0,0,0
688,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,0,1,0,0,0.34,0,0,,0,0,0
689,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,0,14,1,7.1,1.34,0.1,0,0,0,0,0
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,1,11,3,27.3,0.74,0.2,0.09,0.33,0,0,0
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36,1,12,2,16.7,0.33,0.06,0.08,0.5,0,0,0
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,0,9,3,33.3,0.34,0.11,0,0,0,0,0
693,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,22,1994,28,0,19,3,15.8,0.68,0.11,0,0,0,0,0
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,0,18,4,22.2,0.6,0.13,0,0,1,0,0
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,0,11,2,18.2,0.37,0.07,0,0,0,0,0
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36,0,0,0,,0,0,,,0,0,0
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,1,22,9,40.9,2.25,0.92,0.05,0.11,0,0,0
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5,0,0,0,,0,0,,,0,0,0
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,0,1,0,0,3.1,0,0,,0,0,0
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,0,10,3,30,0.39,0.12,0,0,0,0,0
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,0,0,0,,0,0,,,0,0,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,2,38,13,34.2,3.6,1.23,0.05,0.15,3,0,0
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,0,0,0,,0,0,,,0,0,0
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,2,23,6,26.1,1.15,0.3,0.09,0.33,0,0,0
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0,0,,0,0,,,0,0,0
706,Niklas Dorsch\Niklas-Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,1,1,1,100,1,1,1,1,0,0,0
707,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,0,0,0,,0,0,,,0,0,0
708,Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,es La Liga,28,1989,11,0,1,1,100,0.09,0.09,0,0,0,0,0
709,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,1,33,10,30.3,1.18,0.36,0.03,0.1,2,0,0
710,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,7,49,18,36.7,1.33,0.49,0.14,0.39,0,0,0
711,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,24,1992,11.3,1,21,1,4.8,1.85,0.09,0.05,1,0,0,0
712,Mohamed Dräger\Mohamed-Drager,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,0,0,0,,0,0,,,0,0,0
713,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,0,2,0,0,0.23,0,0,,0,0,0
714,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0,0,,0,0,,,0,0,0
715,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0,0,,0,0,,,0,0,0
716,Boukary Dramé\Boukary-Drame,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,0,0,0,,0,0,,,0,0,0
717,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,4,23,10,43.5,1.22,0.53,0.17,0.4,0,0,0
718,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,1,6,2,33.3,1.02,0.34,0.17,0.5,0,0,0
719,Josip Drmić\Josip-Drmic,ch SUI,FW,M'gladbach,de Bundesliga,24,1992,5.2,4,18,6,33.3,3.47,1.16,0.22,0.67,0,0,0
720,Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16,0,6,1,16.7,0.37,0.06,0,0,0,0,0
721,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,0,6,1,16.7,0.55,0.09,0,0,0,0,0
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,0,8,1,12.5,0.34,0.04,0,0,0,0,0
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,3,44,11,25,1.31,0.33,0.07,0.27,5,0,0
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,0,0,0,,0,0,,,0,0,0
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,0,0,0
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,0,31,4,12.9,0.85,0.11,0,0,0,0,0
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,0,4,1,25,0.22,0.06,0,0,0,0,0
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,0,41,10,24.4,1.9,0.46,0,0,0,0,0
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,1,25,8,32,0.66,0.21,0.04,0.13,0,0,0
730,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,0,0,0,,0,0,,,0,0,0
731,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,3,9,3,33.3,0.79,0.26,0,0,0,3,4
732,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,2,17,6,35.3,0.74,0.26,0.12,0.33,2,0,0
733,Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,1,1,100,4.09,4.09,0,0,0,0,0
734,Noë Dussenne\Noe-Dussenne,be BEL,DF,Crotone,it Serie A,25,1992,0.9,0,1,0,0,1.07,0,0,,0,0,0
735,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,18,3,5
736,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,0,10,2,20,0.69,0.14,0,0,0,0,0
737,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,16,161,55,34.2,4.8,1.64,0.1,0.29,0,0,0
738,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,1,13,8,61.5,0.98,0.6,0.08,0.13,0,0,0
739,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,1,9,5,55.6,0.53,0.3,0.11,0.2,1,0,0
740,Éder\Eder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,1,0,0
741,Simone Edera\Simone-Edera,it ITA,FW,Torino,it Serie A,20,1997,3.6,1,8,5,62.5,2.2,1.38,0.13,0.2,0,0,0
742,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,0,0,0,,0,0,,,0,0,0
743,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,0,1,0,0,0.19,0,0,,0,0,0
744,Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'gladbach,de Bundesliga,19,1997,0.1,0,0,0,,0,0,,,0,0,0
745,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,0,2,1,50,1.82,0.91,0,0,0,0,0
746,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,0,0,0
747,Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,0,8,1,12.5,0.65,0.08,0,0,0,0,0
748,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,0,0,0,,0,0,,,0,0,0
749,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,0,0,0,,0,0,,,0,0,0
750,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,0,8,1,12.5,0.83,0.1,0,0,0,0,0
751,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,3,12,6,50,0.68,0.34,0.25,0.5,0,0,0
752,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,0,0,0
753,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,1,20,4,20,0.67,0.13,0.05,0.25,0,0,0
754,Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,3,18,11,61.1,1.76,1.08,0.17,0.27,0,0,0
755,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.8,4,47,14,29.8,2.64,0.79,0.09,0.29,0,0,1
756,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,3,33,11,33.3,2.23,0.74,0.06,0.18,0,1,1
757,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,4,32,13,40.6,1.14,0.46,0.13,0.31,1,0,0
758,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,10,96,40,41.7,2.68,1.12,0.1,0.25,16,0,0
759,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.5,1,23,6,26.1,1.32,0.34,0.04,0.17,0,0,0
760,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,0,20,4,20,0.77,0.15,0,0,0,0,0
761,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,0,24,6,25,0.75,0.19,0,0,0,0,0
762,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,0,0,0,,0,0,,,0,0,0
763,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,2,10,6,60,1.46,0.88,0.2,0.33,0,0,0
764,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,0,19,3,15.8,1.41,0.22,0,0,1,0,0
765,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.5,0,12,3,25,0.96,0.24,0,0,5,0,0
766,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,1,4,1,25,0.96,0.24,0.25,1,0,0,0
767,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,2,11,3,27.3,0.44,0.12,0.18,0.67,0,0,0
768,Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,0,3,0,0,2.45,0,0,,0,0,0
769,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,0,2,0,0,0.52,0,0,,0,0,0
770,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,0,0,0,,0,0,,,0,0,0
