Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,1,0,0,0,4,0
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,0,0,0,0,0,0
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,34,27,2379,4,1,0,0,5,0
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,16,1333,2,0,0,0,3,0
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,0,0,0,0,0,0
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,27,18,1439,5,1,0,0,4,0
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,1,0,0,0,2,0
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,1,0,0,0,3,0
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,11,9,750,5,0,0,0,0,0
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,15,4,527,1,0,0,0,3,0
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,19,1722,0,0,0,0,4,1
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,33,2970,0,1,0,0,0,0
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,18,1620,1,0,0,0,2,0
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,21,16,1559,0,1,0,0,2,0
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,2,1,85,0,0,0,0,2,1
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,18,4,597,1,0,0,0,1,0
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,1,0,74,0,0,0,0,1,0
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,20,20,1788,0,0,0,0,3,1
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,3,3,155,0,0,0,0,0,0
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,25,16,1499,3,0,1,1,1,0
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,27,13,1302,1,1,0,0,6,0
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,2,1,62,0,0,0,0,0,0
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,12,12,1066,4,3,1,1,1,0
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,2,0,19,0,0,0,0,1,0
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,24,21,1776,0,2,0,0,2,0
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,25,24,2151,0,1,0,0,7,0
229,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,27,25,2226,0,3,0,0,3,0
230,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,24,2160,0,0,0,0,0,0
231,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,19,17,1361,1,0,0,0,6,0
232,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,30,30,2639,4,1,1,3,3,0
233,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,28,20,1863,16,3,0,0,3,0
234,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25,25,2250,0,0,0,0,7,0
235,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,19,14,1057,5,4,0,0,4,1
236,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,23,1995,19,18,1533,0,5,0,0,3,0
237,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,24,1993,37,37,3299,15,3,5,6,5,0
238,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,19,1999,30,16,1517,1,0,0,0,3,0
239,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,26,23,2033,7,2,2,3,1,0
240,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,35,31,2812,18,9,2,2,3,0
241,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,23,22,2058,0,0,0,0,2,0
242,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,32,29,2282,7,1,0,0,6,1
243,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5,5,450,0,0,0,0,2,0
244,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,20,18,1361,1,4,0,0,2,0
245,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,27,25,1991,0,0,0,0,3,0
246,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,20,1997,1,0,27,0,0,0,0,0,0
247,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,25,18,1666,3,1,0,0,1,0
248,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35,35,3150,0,0,0,0,1,0
249,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,37,32,2961,0,5,0,0,7,0
250,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,30,30,2639,0,1,0,0,5,0
251,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34,34,3060,1,0,0,0,12,0
252,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,4,1,177,0,0,0,0,0,0
253,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,25,24,2152,1,0,0,0,9,0
254,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,25,19,1792,3,0,3,3,4,0
255,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,31,21,2003,2,3,0,0,8,1
256,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,16,9,814,1,1,0,0,1,0
257,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,36,35,2953,21,6,3,3,1,0
258,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,2,2,160,0,1,0,0,0,0
259,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,23,1994,35,32,2875,8,4,1,1,5,1
260,Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,es La Liga,28,1990,35,35,3120,2,2,0,0,8,0
261,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,it Serie A,23,1995,31,15,1486,2,3,0,0,4,0
262,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,26,1992,27,24,2200,0,2,0,0,6,1
263,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,eng Premier League,27,1990,29,19,1752,3,6,0,0,2,0
264,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,32,1986,3,0,53,0,0,0,0,0,0
265,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,23,12,1175,9,1,0,0,0,0
266,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18,18,1620,0,0,0,0,1,0
267,Valon Berisha\Valon-Berisha,xk KVX,MF,Lazio,it Serie A,25,1993,8,1,198,0,0,0,0,0,0
268,Bernard\Bernard,br BRA,FWMF,Everton,eng Premier League,25,1992,34,25,2116,1,3,0,0,5,0
269,Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,it Serie A,24,1994,28,14,1473,2,3,0,0,5,1
270,Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,22,19,1752,0,1,0,0,4,0
271,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38,38,3420,0,0,0,0,0,0
272,Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,25,1993,25,21,1836,1,2,0,0,6,1
273,Antoine Bernede\Antoine-Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1999,2,2,169,0,0,0,0,0,0
274,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1,1,90,0,0,0,0,0,0
275,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24,24,2160,1,0,0,0,8,0
276,Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,it Serie A,25,1993,34,25,2441,1,3,0,0,8,0
277,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7,7,630,0,0,0,0,1,0
278,Louis Beyer\Louis-Beyer,de GER,DF,M'gladbach,de Bundesliga,18,2000,9,8,720,0,0,0,0,1,0
279,Jonathan Biabiany\Jonathan-Biabiany,fr FRA,FWMF,Parma,it Serie A,30,1988,18,12,1069,0,0,0,0,4,0
280,Giulian Biancone\Giulian-Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,2000,1,1,90,0,0,0,0,0,0
281,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,de Bundesliga,28,1990,25,20,1790,1,2,0,0,0,0
282,Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,es La Liga,27,1990,10,7,585,0,1,0,0,1,0
283,Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,it Serie A,32,1986,16,13,1114,1,0,0,0,3,0
284,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,eng Premier League,22,1996,27,25,2188,2,0,0,0,7,0
285,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,it Serie A,25,1992,36,36,3194,1,4,0,0,8,0
286,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,34,32,2841,0,0,0,0,3,1
287,Valter Birsa\Valter-Birsa,si SVN,MFFW,Cagliari,it Serie A,31,1986,12,4,353,0,0,0,0,0,0
288,Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,it Serie A,31,1986,17,12,1101,2,2,1,1,1,0
289,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,eng Premier League,21,1996,28,17,1774,0,0,0,0,5,0
290,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,Hoffenheim,de Bundesliga,24,1993,21,13,1069,1,3,0,0,1,0
291,Alejandro Blanco\Alejandro-Blanco,es ESP,FWMF,Alavés,es La Liga,19,1998,2,0,16,0,0,0,0,0,0
292,Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25,25,2250,0,0,0,0,2,0
293,Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Guingamp,fr Ligue 1,20,1997,34,27,2372,1,6,1,1,5,0
294,Pablo de Blasis\Pablo-de-Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1,1,90,0,0,0,0,0,0
295,Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,es La Liga,30,1988,24,16,1520,2,0,0,0,2,1
296,Alexis Blin\Alexis-Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,27,25,1990,1,1,0,0,4,0
297,Danny Blum\Danny-Blum,de GER,FW,Eint Frankfurt,de Bundesliga,27,1991,1,0,3,0,0,0,0,0,0
298,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,es La Liga,22,1996,16,7,699,1,0,0,0,2,0
299,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,20,19,1693,0,2,0,0,1,0
300,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,3,3,239,0,0,0,0,1,0
301,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Sassuolo,it Serie A,31,1987,13,11,938,4,1,2,2,1,0
302,Antonin Bobichon\Antonin-Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,30,24,2153,7,2,0,1,2,0
303,Yann Bodiger\Yann-Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,23,1995,1,0,13,0,0,0,0,0,0
304,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,MFFW,Amiens,fr Ligue 1,35,1982,26,10,1073,1,0,0,0,1,0
305,Adam Bodzek\Adam-Bodzek,de GER,MFDF,Düsseldorf,de Bundesliga,32,1985,21,20,1596,0,1,0,0,5,1
306,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,de Bundesliga,24,1994,30,25,2127,4,7,0,0,8,0
307,Sacha Boey\Sacha-Boey,fr FRA,DFMF,Rennes,fr Ligue 1,17,2000,1,0,14,0,0,0,0,0,0
308,Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,it Serie A,21,1997,25,14,1443,3,1,0,0,0,0
309,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,eng Premier League,27,1991,36,36,3167,4,0,0,0,2,1
310,Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,eng Premier League,24,1994,7,0,135,0,1,0,0,0,0
311,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,8,8,646,3,1,0,0,0,0
312,Daniele Bonera\Daniele-Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,5,4,230,0,0,0,0,1,0
313,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,22,19,1808,0,0,0,0,0,0
314,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,27,26,2301,2,1,0,0,2,0
315,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,29,27,2472,3,0,0,0,2,0
316,Fabio Borini\Fabio-Borini,it ITA,FWMF,Milan,it Serie A,27,1991,20,10,1054,2,2,0,0,3,0
317,Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,10,6,616,0,0,0,0,2,0
318,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12,12,1080,0,0,0,0,2,0
319,Olivier Boscagli\Olivier-Boscagli,fr FRA,DFMF,Nice,fr Ligue 1,20,1997,14,10,863,0,1,0,0,1,0
320,Gabriel Boschilia\Gabriel-Boschilia,br BRA,FWMF,Nantes,fr Ligue 1,22,1996,29,14,1319,4,4,0,0,1,0
321,John Bostock\John-Bostock,tt TRI,MF,Toulouse,fr Ligue 1,26,1992,16,10,984,0,0,0,0,1,0
322,Denis Bouanga\Denis-Bouanga,ga GAB,FWMF,Nîmes,fr Ligue 1,23,1994,35,29,2633,8,2,0,0,5,0
323,Zacharie Boucher\Zacharie-Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2,2,180,0,0,0,0,0,0
324,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MF,Celta Vigo,es La Liga,28,1990,11,8,717,1,2,0,0,2,1
325,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Betis,es La Liga,28,1990,9,6,539,0,0,0,0,1,0
326,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Celta Vigo,es La Liga,24,1993,35,25,2085,3,3,0,0,6,0
327,Nassim Boujellab\Nassim-Boujellab,de GER,MF,Schalke 04,de Bundesliga,19,1999,7,4,378,0,1,0,0,0,0
328,Arnold Bouka Moutou\Arnold-Bouka-Moutou,cg CGO,DFFW,Dijon,fr Ligue 1,29,1988,3,0,66,0,0,0,0,0,0
329,Yassine Bounou\Yassine-Bounou,ma MAR,GK,Girona,es La Liga,27,1991,32,32,2861,0,0,0,0,2,0
330,Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,it Serie A,26,1991,32,21,2010,1,0,0,0,8,1
331,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,24,1994,34,28,2425,6,5,2,3,5,0
332,Bilal Boutobba\Bilal-Boutobba,fr FRA,MF,Montpellier,fr Ligue 1,19,1998,2,0,32,0,0,0,0,0,0
333,Umut Bozok\Umut-Bozok,tr TUR,FW,Nîmes,fr Ligue 1,21,1996,25,14,1235,2,3,0,1,1,0
334,Filip Bradarić\Filip-Bradaric,hr CRO,MF,Cagliari,it Serie A,26,1992,27,17,1494,0,2,0,0,5,0
335,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,eng Premier League,26,1992,16,6,720,0,1,0,0,3,1
336,Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Leganés,es La Liga,27,1991,19,16,1402,4,5,0,0,5,0
337,Julian Brandt\Julian-Brandt,de GER,MFFW,Leverkusen,de Bundesliga,22,1996,33,30,2666,7,11,0,0,0,0
338,Darko Brašanac\Darko-Brasanac,rs SRB,MF,Alavés,es La Liga,26,1992,24,17,1580,0,1,0,0,5,0
339,Pedro Brazão\Pedro-Brazao,pt POR,FWDF,Nice,fr Ligue 1,15,2002,1,0,14,0,0,0,0,0,0
340,Fabian Bredlow\Fabian-Bredlow,de GER,GK,Nürnberg,de Bundesliga,23,1995,13,12,1128,0,0,0,0,1,0
341,Josip Brekalo\Josip-Brekalo,hr CRO,FWMF,Wolfsburg,de Bundesliga,20,1998,25,15,1415,3,3,0,0,2,0
342,Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,it Serie A,21,1997,5,2,183,0,0,0,0,1,0
343,Joshua Brenet\Joshua-Brenet,nl NED,DFMF,Hoffenheim,de Bundesliga,24,1994,14,10,906,2,1,0,0,0,0
344,Rajko Brežančić\Rajko-Brezancic,rs SRB,DF,Huesca,es La Liga,28,1989,1,0,67,0,0,0,0,0,0
345,Anthony Briançon\Anthony-Briancon,fr FRA,DF,Nîmes,fr Ligue 1,23,1994,33,33,2924,2,2,0,0,9,1
346,Jimmy Briand\Jimmy-Briand,fr FRA,FW,Bordeaux,fr Ligue 1,32,1985,35,28,2495,7,3,1,1,1,0
347,Nicolò Brighenti\Nicolo-Brighenti,it ITA,DF,Frosinone,it Serie A,28,1989,11,11,990,0,0,0,0,4,0
348,Matteo Brighi\Matteo-Brighi,it ITA,MF,Empoli,it Serie A,37,1981,10,1,231,1,0,0,0,1,0
349,Enrico Brignola\Enrico-Brignola,it ITA,FW,Sassuolo,it Serie A,19,1999,7,2,175,1,0,0,0,2,0
350,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,eng Premier League,33,1985,3,2,185,0,0,0,0,0,0
351,David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,eng Premier League,21,1997,30,29,2261,7,5,0,0,3,0
352,John Brooks\John-Brooks,us USA,DF,Wolfsburg,de Bundesliga,25,1993,29,29,2610,3,2,0,0,7,0
353,Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,de Bundesliga,30,1988,26,26,2203,3,5,3,3,2,0
354,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,Inter,it Serie A,25,1992,32,31,2650,2,1,0,0,11,1
355,Bruma\Bruma,pt POR,MFFW,RB Leipzig,de Bundesliga,23,1994,14,6,553,1,1,0,1,1,0
356,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Schalke 04,de Bundesliga,26,1991,9,7,624,0,0,0,0,4,0
357,Bruno\Bruno,es ESP,DF,Brighton,eng Premier League,37,1980,14,14,1131,0,1,0,0,2,0
358,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FWMF,Dortmund,de Bundesliga,19,1998,24,16,1265,2,2,0,0,0,0
359,Bryan\Bryan,es ESP,MFFW,Sevilla,es La Liga,17,2001,11,0,167,1,1,0,0,0,0
360,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,eng Premier League,24,1993,28,27,2345,0,1,0,0,5,0
361,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Paris S-G,fr Ligue 1,40,1978,17,17,1530,0,0,0,0,0,0
362,Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,de Bundesliga,31,1986,7,3,284,0,0,0,0,0,0
363,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,Schalke 04,de Bundesliga,29,1989,24,17,1526,4,0,0,0,4,0
364,Burgui\Burgui,es ESP,MFFW,Alavés,es La Liga,24,1993,16,5,555,1,0,0,0,1,0
365,Jonathan Burkardt\Jonathan-Burkardt,de GER,FWMF,Mainz 05,de Bundesliga,18,2000,4,4,259,0,0,0,0,0,0
366,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,de Bundesliga,27,1990,32,32,2880,0,0,0,0,1,0
367,Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,fr Ligue 1,22,1996,17,15,1352,0,0,0,0,3,0
368,Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,es La Liga,30,1988,35,30,2715,0,1,0,0,10,0
369,Gaëtan Bussmann\Gaetan-Bussmann,fr FRA,DF,Mainz 05,de Bundesliga,27,1991,1,1,90,0,0,0,0,0,0
370,Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,es La Liga,26,1992,25,24,2023,0,1,0,0,11,1
371,Ludovic Butelle\Ludovic-Butelle,fr FRA,GK,Angers,fr Ligue 1,35,1983,36,36,3239,0,0,0,0,1,1
372,David Button\David-Button,eng ENG,GK,Brighton,eng Premier League,29,1989,4,4,360,0,0,0,0,0,0
373,Jakub Błaszczykowski\Jakub-Blaszczykowski,pl POL,FW,Wolfsburg,de Bundesliga,32,1985,1,0,13,0,0,0,0,0,0
374,Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,es La Liga,23,1995,21,20,1632,2,0,0,0,11,2
375,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,eng Premier League,36,1981,2,2,180,0,0,0,0,0,0
376,Rémy Cabella\Remy-Cabella,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,28,1990,34,34,2997,8,4,1,1,5,1
377,Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,es La Liga,32,1985,24,21,1897,0,0,0,0,6,2
378,Rafael Cabral\Rafael-Cabral,br BRA,GK,Sampdoria,it Serie A,28,1990,2,2,180,0,0,0,0,0,0
379,Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,es La Liga,27,1991,32,31,2794,2,0,0,0,11,1
380,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Cagliari,it Serie A,31,1986,7,7,580,0,2,0,0,2,0
381,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Chievo,it Serie A,31,1986,7,5,497,0,0,0,0,1,0
382,Martín Cáceres\Martin-Caceres,uy URU,DFFW,Lazio,it Serie A,31,1987,4,3,307,0,0,0,0,0,0
383,Martín Cáceres\Martin-Caceres,uy URU,DF,Juventus,it Serie A,31,1987,9,7,628,0,0,0,0,1,0
384,Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,fr Ligue 1,21,1997,29,26,2298,0,1,0,0,1,0
385,Mathieu Cafaro\Mathieu-Cafaro,fr FRA,FWMF,Reims,fr Ligue 1,21,1997,34,24,2095,7,3,0,0,5,0
386,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,eng Premier League,32,1985,2,0,24,0,0,0,0,0,0
387,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MFDF,Toulouse,fr Ligue 1,33,1985,23,15,1431,1,0,0,0,8,1
388,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,it Serie A,29,1988,28,17,1371,8,2,1,1,4,0
389,Marc-Aurèle Caillard\Marc-Aurele-Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21,21,1890,0,0,0,0,0,0
390,Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,eng Premier League,27,1991,31,24,2194,1,1,0,0,0,0
391,Caiuby\Caiuby,br BRA,FWMF,Augsburg,de Bundesliga,30,1988,14,10,1006,1,1,0,0,3,0
392,Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Bologna,it Serie A,22,1996,18,16,1412,1,0,0,0,8,0
393,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,21,1996,26,22,1950,1,2,0,0,5,0
394,Jordi Calavera\Jordi-Calavera,es ESP,DF,Eibar,es La Liga,22,1995,1,0,1,0,0,0,0,0,0
395,Fernando Calero\Fernando-Calero,es ESP,DF,Valladolid,es La Liga,22,1995,36,35,3130,1,0,0,0,7,0
396,Duje Ćaleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,fr Ligue 1,21,1996,20,17,1547,0,0,0,0,1,2
397,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,FWMF,Milan,it Serie A,24,1994,36,34,2884,3,6,0,0,3,0
398,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DF,Schalke 04,de Bundesliga,30,1988,31,31,2756,7,3,4,6,9,0
399,José Callejón\Jose-Callejon,es ESP,MFFW,Napoli,it Serie A,31,1987,34,29,2650,3,10,0,0,1,0
400,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Alavés,es La Liga,24,1993,34,33,2869,9,2,2,2,6,0
401,Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,33,1984,1,0,7,0,0,0,0,1,0
402,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,21,1997,35,19,1784,6,2,0,0,3,0
403,Ignacio Camacho\Ignacio-Camacho,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6,6,540,0,0,0,0,3,0
404,Juanjo Camacho\Juanjo-Camacho,es ESP,MF,Huesca,es La Liga,37,1980,3,0,37,0,0,0,0,0,0
405,Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,eng Premier League,18,2000,1,0,1,0,0,0,0,0,0
406,Mahdi Camara\Mahdi-Camara,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,1,0,10,0,0,0,0,0,0
407,Souleymane Camara\Souleymane-Camara,sn SEN,FWMF,Montpellier,fr Ligue 1,35,1982,12,0,137,3,0,0,0,0,0
408,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,eng Premier League,24,1994,32,31,2569,5,4,0,0,6,0
