Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
773,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,28,17,7,14,7,6,30,20,24,545,127,23.3,18,265,262,12,7,0,5,4,32,21,0
774,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,8,6,1,1,6,2,6,33.3,4,170,31,18.2,15,90,65,8,1,0,7,1,9,2,0
775,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,10,8,7,2,1,1,5,20,4,67,24,35.8,47,16,4,15,7,1,8,14,24,37,0
776,Iago Falque\Iago-Falque,es ESP,FWMF,Torino,it Serie A,28,1990,17.9,11,7,2,8,1,3,23,13,20,284,74,26.1,43,149,92,22,0,0,22,3,14,4,0
777,Paolo Faragò\Paolo-Farago,it ITA,MFDF,Cagliari,it Serie A,25,1993,18.9,53,32,23,23,7,17,52,32.7,35,465,130,28,141,222,102,38,2,0,36,17,70,39,1
778,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,SPAL,it Serie A,22,1996,32.8,66,41,39,20,7,24,62,38.7,38,511,127,24.9,238,216,57,86,5,0,81,53,119,77,1
779,Diego Farias\Diego-Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,8,6,2,4,2,0,8,0,8,242,42,17.4,35,128,79,9,1,0,8,0,8,3,0
780,Diego Farias\Diego-Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,12,8,4,6,2,0,8,0,8,150,36,24,21,54,75,9,1,0,8,3,15,5,0
781,Andrea Favilli\Andrea-Favilli,it ITA,FWMF,Genoa,it Serie A,21,1997,1.9,0,0,0,0,0,0,1,0,1,30,10,33.3,1,10,19,2,0,0,2,0,0,0,0
782,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,33,22,14,12,7,15,31,48.4,16,238,77,32.4,128,93,17,60,34,0,26,50,83,202,3
783,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,38,18,29,7,2,13,29,44.8,16,155,46,29.7,92,55,8,33,10,0,23,31,69,109,0
784,Nabil Fekir\Nabil-Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,40,26,14,16,10,10,42,23.8,32,690,155,22.5,82,371,237,36,1,0,35,8,48,4,0
785,Yassin Fekir\Yassin-Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,1,1,1,0,0,1,2,50,1,4,1,25,2,1,1,0,0,0,0,0,1,0,0
786,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,28,20,24,3,1,3,11,27.3,8,84,30,35.7,65,17,2,24,9,0,15,42,70,84,0
787,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,21,1997,14.3,26,16,19,7,0,7,20,35,13,156,45,28.8,97,50,9,42,21,0,21,24,50,51,0
788,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,13,6,7,5,1,3,6,50,3,40,11,27.5,28,11,1,11,2,0,9,5,18,8,0
789,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,23,15,13,8,2,8,19,42.1,11,160,36,22.5,66,71,23,13,6,0,7,3,26,28,0
790,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,27,1991,22.8,53,30,39,12,2,31,68,45.6,37,323,87,26.9,193,106,24,37,5,0,32,38,91,68,1
791,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,43,29,21,20,2,19,44,43.2,25,395,111,28.1,120,221,54,40,3,0,37,27,70,28,1
792,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,75,52,35,33,7,19,69,27.5,50,669,191,28.6,247,363,59,51,9,2,42,54,129,21,0
793,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,27,1991,16,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,1,0,0,1,1,1,1,0
794,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,31,1986,6,0,0,0,0,0,0,1,0,1,2,1,50,2,0,0,0,0,0,0,0,0,0,1
795,Borja Fernández\Borja-Fernandez,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,26,16,12,13,1,8,19,42.1,11,113,36,31.9,44,62,7,14,4,0,10,14,40,33,0
796,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,22,16,21,1,0,11,24,45.8,13,104,32,30.8,77,21,6,32,10,0,22,25,47,104,0
797,Joaquín Fernández\Joaquin-Fernandez,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,15,8,13,2,0,3,11,27.3,8,103,26,25.2,71,25,7,8,3,0,5,17,32,66,1
798,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,59,50,21,31,7,21,36,58.3,15,354,112,31.6,106,205,43,35,6,0,29,40,99,77,1
799,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,25,17,9,11,5,10,48,20.8,38,541,116,21.4,128,240,173,36,4,0,32,25,50,13,0
800,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6,16,8,8,7,1,6,11,54.5,5,55,21,38.2,33,21,1,10,4,0,6,10,26,29,0
801,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,es La Liga,30,1988,25.3,37,21,11,19,7,17,70,24.3,53,463,108,23.3,120,234,109,34,2,0,32,24,61,21,1
802,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FWMF,Espanyol,es La Liga,27,1991,2.3,4,3,0,2,2,0,1,0,1,40,5,12.5,2,23,15,1,0,0,1,0,4,5,0
803,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,47,35,16,23,8,19,51,37.3,32,478,111,23.2,131,281,66,29,1,0,28,19,66,16,0
804,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,4,4,3,0,1,1,4,25,3,34,8,23.5,15,16,3,4,2,0,2,1,5,4,0
805,Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,45,33,16,25,4,10,38,26.3,28,417,99,23.7,125,239,53,13,3,0,10,13,58,20,0
806,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,8,5,3,4,1,0,4,0,4,267,62,23.2,15,115,137,13,4,0,9,2,10,11,0
807,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29,33,29,5,17,11,5,36,13.9,31,733,210,28.6,75,344,314,40,3,0,37,6,39,14,1
808,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,21,1996,21.5,37,27,15,17,5,10,30,33.3,20,287,79,27.5,128,107,52,49,2,0,47,23,60,39,0
809,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5,7,5,2,4,1,0,2,0,2,95,24,25.3,26,62,7,7,3,0,4,5,12,10,0
810,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
811,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,9,5,0,4,5,1,9,11.1,8,234,54,23.1,25,107,102,13,4,0,9,1,10,4,0
812,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,36,19,19,12,5,15,45,33.3,30,320,71,22.2,177,105,38,38,7,0,31,42,78,68,1
813,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,7,7,1,2,4,0,9,0,9,117,33,28.2,11,48,58,4,0,0,4,3,10,1,0
814,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,2.1,6,4,2,4,0,1,3,33.3,2,73,16,21.9,23,44,6,2,1,0,1,2,8,2,0
815,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,5.3,18,11,5,8,5,3,11,27.3,8,144,26,18.1,35,89,20,7,0,0,7,3,21,9,0
816,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,30,18,16,13,1,16,50,32,34,406,104,25.6,151,193,62,34,8,1,26,34,64,15,1
817,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,12,6,10,2,0,7,15,46.7,8,26,8,30.8,20,6,0,2,0,0,2,4,16,14,0
818,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,28,19,6,18,4,7,28,25,21,260,65,25,104,139,17,12,0,0,12,14,42,9,0
819,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32,91,49,60,21,10,40,80,50,40,473,149,31.5,275,155,43,56,4,1,52,47,138,81,0
820,Thomas Fontaine\Thomas-Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,7,4,6,0,1,2,5,40,3,42,11,26.2,32,8,2,7,2,0,5,6,13,26,0
821,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,28,19,15,10,3,14,28,50,14,185,71,38.4,110,61,14,41,22,0,19,40,68,209,0
822,Rui Fonte\Rui-Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,7,23,15,3,11,9,7,18,38.9,11,170,42,24.7,11,88,71,7,0,0,7,2,25,6,0
823,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,47,30,16,24,7,16,68,23.5,52,798,169,21.2,156,422,220,49,4,0,45,24,71,20,0
824,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,14,6,1,10,3,6,18,33.3,12,239,77,32.2,35,122,82,13,1,0,12,3,17,7,0
825,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
826,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,3,3,3,0,0,0,0,,0,14,7,50,9,3,2,1,1,0,0,2,5,7,1
827,Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,5.1,6,2,2,3,1,4,16,25,12,117,35,29.9,42,62,13,8,0,0,8,7,13,7,0
828,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,0,0,0,0,0,0,6,0,6,6,3,50,6,0,0,0,0,0,0,1,1,6,1
829,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,18,7,15,3,0,4,7,57.1,3,118,36,30.5,83,23,12,18,6,1,12,12,30,18,0
830,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFFW,Getafe,es La Liga,25,1993,20,40,25,13,17,10,12,33,36.4,21,539,140,26,136,278,125,33,2,0,31,20,60,31,0
831,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,37,21,29,8,0,11,17,64.7,6,95,33,34.7,63,31,1,21,6,0,15,11,48,47,1
832,Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,10,5,5,4,1,1,8,12.5,7,77,18,23.4,27,31,19,17,3,0,14,11,21,8,0
833,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,22,13,15,7,0,5,20,25,15,147,37,25.2,90,45,12,27,8,0,19,19,41,57,0
834,Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,31,19,12,14,5,3,21,14.3,18,344,82,23.8,115,151,78,36,4,0,32,21,52,34,0
835,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,14,6,7,7,0,6,34,17.6,28,490,85,17.3,165,229,96,41,6,1,35,23,37,22,0
836,Pierluigi Frattali\Pierluigi-Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
837,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,37,25,15,20,2,8,29,27.6,21,340,90,26.5,108,195,37,32,2,0,30,16,53,6,1
838,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,31,17,27,4,0,16,30,53.3,14,170,37,21.8,121,40,9,31,4,1,27,14,45,56,0
839,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,100,70,43,40,17,42,110,38.2,68,809,250,30.9,228,438,143,81,10,0,71,41,141,49,0
840,Nicolas Frey\Nicolas-Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,4,2,1,3,0,1,4,25,3,29,7,24.1,12,14,3,7,3,0,4,7,11,16,0
841,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,13,8,7,3,3,7,15,46.7,8,86,31,36,47,30,9,14,5,0,9,12,25,27,0
842,Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,14,11,3,9,2,3,8,37.5,5,133,25,18.8,28,76,29,12,0,0,12,6,20,4,0
843,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,4,2,1,2,1,1,1,100,0,44,18,40.9,24,16,4,4,1,0,3,4,8,7,0
844,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,6,4,6,0,0,5,12,41.7,7,55,16,29.1,19,30,6,4,1,0,3,3,9,14,0
845,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,32,20,16,12,4,7,36,19.4,29,440,98,22.3,142,214,84,35,4,0,31,27,59,9,0
846,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,0,0,0,0,0,0,11,0,11,159,33,20.8,11,90,58,16,5,0,11,1,1,8,0
847,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Villarreal,es La Liga,27,1991,29.2,43,26,31,10,2,20,49,40.8,29,312,92,29.5,178,119,15,45,23,1,22,42,85,182,3
848,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,26,1991,5.3,5,2,1,4,0,1,4,25,3,79,18,22.8,16,36,27,6,0,0,6,3,8,5,0
849,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9,3,1,0,1,2,0,10,0,10,244,59,24.2,15,115,114,8,2,0,6,5,8,4,0
850,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,18.1,34,17,8,19,7,8,42,19,34,432,121,28,83,239,110,27,0,0,27,24,58,11,0
851,Gianluca Gaetano\Gianluca-Gaetano,it ITA,FW,Napoli,it Serie A,18,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0
852,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,29,23,12,12,5,9,32,28.1,23,290,79,27.2,76,164,50,24,4,0,20,17,46,26,0
853,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,64,38,43,19,2,25,75,33.3,50,426,123,28.9,307,93,26,79,33,1,46,65,129,207,4
854,Milan Gajić\Milan-Gajic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1,2,2,1,0,1,1,1,100,0,23,6,26.1,17,3,3,3,0,0,3,1,3,5,0
855,Javi Galán\Javi-Galan,es ESP,DFMF,Huesca,es La Liga,23,1994,16,67,38,43,20,4,28,57,49.1,29,356,110,30.9,192,127,37,37,1,0,36,19,86,51,0
856,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,0.4,0,0,0,0,0,0,0,,0,9,0,0,2,5,2,2,0,0,2,0,0,1,0
857,Álex Gallar\Alex-Gallar,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,15,13,6,5,4,6,25,24,19,197,62,31.5,45,101,51,9,1,0,8,9,24,5,0
858,Enric Gallego\Enric-Gallego,es ESP,FW,Huesca,es La Liga,31,1986,17.1,20,14,4,11,5,4,14,28.6,10,361,66,18.3,19,210,132,21,4,0,17,8,28,27,0
859,Álex Gálvez\Alex-Galvez,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,15.7,35,25,22,13,0,13,31,41.9,18,126,43,34.1,75,47,4,9,0,0,9,45,80,109,1
860,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,31,1987,17.9,11,9,3,5,3,3,17,17.6,14,400,76,19,37,209,154,15,3,0,12,5,16,5,0
861,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,eng Premier League,28,1989,31.4,135,97,73,59,3,30,78,38.5,48,794,252,31.7,340,383,71,58,10,0,48,74,209,50,1
862,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Nice,fr Ligue 1,19,1999,11.5,5,4,0,3,2,1,7,14.3,6,193,41,21.2,14,86,93,6,1,0,5,1,6,7,0
863,Cristian Ganea\Cristian-Ganea,ro ROU,MF,Athletic Club,es La Liga,26,1992,0.5,0,0,0,0,0,0,2,0,2,5,2,40,2,0,3,2,0,0,2,1,1,1,0
864,Ganso\Ganso,br BRA,MFFW,Amiens,fr Ligue 1,28,1989,5.8,12,9,2,8,2,7,25,28,18,118,29,24.6,19,72,27,11,2,0,9,6,18,0,0
865,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,31,1986,23.7,22,13,15,5,2,5,16,31.3,11,104,41,39.4,69,32,3,42,24,0,18,16,38,164,0
866,Borja Garcés\Borja-Garces,es ESP,FWMF,Atlético Madrid,es La Liga,18,1999,0.2,0,0,0,0,0,0,0,,0,8,4,50,0,8,0,0,0,0,0,0,0,0,0
867,Alberto García\Alberto-Garcia,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17,0,0,0,0,0,0,2,0,2,4,1,25,4,0,0,1,0,0,1,2,2,1,0
868,Aleix García\Aleix-Garcia,es ESP,MF,Girona,es La Liga,21,1997,18.5,34,20,15,16,3,15,41,36.6,26,472,91,19.3,145,261,66,28,7,0,21,21,55,23,0
869,Álvaro García\Alvaro-Garcia,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,19.6,23,16,12,5,6,6,30,20,24,332,69,20.8,102,145,85,28,0,0,28,19,42,24,0
870,Borja García\Borja-Garcia,es ESP,FWMF,Girona,es La Liga,27,1990,29.2,41,27,20,20,1,26,50,52,24,579,139,24,120,338,121,38,3,0,35,38,79,17,0
871,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,28,1990,27.5,59,40,25,31,3,23,76,30.3,53,439,119,27.1,125,263,51,36,8,0,28,48,107,72,1
872,Javi García\Javi-Garcia,es ESP,DFMF,Betis,es La Liga,31,1987,5.8,1,0,1,0,0,0,2,0,2,47,15,31.9,30,15,2,11,2,0,9,5,6,27,0
873,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,32,1986,25.9,86,45,34,39,13,28,89,31.5,61,590,130,22,182,326,82,38,4,0,34,23,109,74,0
874,Manu García\Manu-Garcia,es ESP,MF,Toulouse,fr Ligue 1,20,1998,20.5,36,22,15,16,5,13,51,25.5,38,482,104,21.6,134,259,89,23,1,0,22,15,51,5,0
875,Raúl García\Raul-Garcia,es ESP,DF,Leganés,es La Liga,29,1989,4.2,9,7,5,4,0,5,8,62.5,3,44,11,25,30,11,3,9,2,0,7,6,15,18,1
876,Raúl García\Raul-Garcia,es ESP,DF,Girona,es La Liga,29,1989,9.4,23,14,12,9,2,10,18,55.6,8,154,44,28.6,69,65,20,31,5,0,26,11,34,41,0
877,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,32,1986,26.3,69,44,13,42,14,21,71,29.6,50,663,166,25,76,362,225,51,1,0,50,21,90,30,0
878,Sergio García\Sergio-Garcia,es ESP,FWMF,Espanyol,es La Liga,35,1983,16.5,13,8,4,7,2,4,18,22.2,14,233,53,22.7,38,112,83,6,1,0,5,10,23,5,0
879,James Garner\James-Garner,eng ENG,MF,Manchester Utd,eng Premier League,17,2001,0,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0
880,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,57,29,34,19,4,23,56,41.1,33,428,100,23.4,201,164,63,59,11,0,48,42,99,101,0
881,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,1992,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
882,Marcello Gazzola\Marcello-Gazzola,it ITA,DFMF,Parma,it Serie A,33,1985,10.2,14,7,5,6,3,5,9,55.6,4,124,29,23.4,66,38,20,20,4,0,16,6,20,30,0
883,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,de Bundesliga,22,1995,29.7,46,32,30,12,4,13,51,25.5,38,588,143,24.3,226,294,68,43,7,0,36,35,81,39,0
884,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38,1,1,1,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,1,0,1,2,1
885,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,60,41,30,19,11,25,59,42.4,34,452,150,33.2,229,154,69,53,7,0,46,68,128,91,1
886,Dennis Geiger\Dennis-Geiger,de GER,MFFW,Hoffenheim,de Bundesliga,20,1998,2.7,1,1,0,1,0,0,5,0,5,62,13,21,21,26,15,3,0,0,3,4,5,1,0
887,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,21,1997,14.2,23,16,13,8,2,15,35,42.9,20,199,55,27.6,91,94,14,23,8,1,15,19,42,24,0
888,Romain Genevois\Romain-Genevois,ht HAI,DF,Caen,fr Ligue 1,30,1987,4,11,6,11,0,0,7,13,53.8,6,39,11,28.2,25,13,1,6,1,0,5,8,19,14,0
889,Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,de Bundesliga,32,1985,22.4,58,34,27,26,5,9,47,19.1,38,519,132,25.4,150,267,102,35,4,0,31,30,88,34,1
890,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,24,1994,27.3,57,34,23,22,12,16,48,33.3,32,523,147,28.1,161,255,107,40,7,0,33,31,88,35,0
891,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,28,1990,24.1,30,17,7,16,7,7,36,19.4,29,550,140,25.5,51,250,249,25,7,0,18,6,36,30,0
892,Gerson\Gerson,br BRA,MFFW,Fiorentina,it Serie A,21,1997,27,50,36,25,21,4,16,48,33.3,32,522,134,25.7,150,274,98,47,11,0,36,16,66,39,0
893,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,31,1987,25.6,16,10,7,5,4,3,15,20,12,440,74,16.8,118,191,131,11,1,0,10,11,27,2,0
894,Willem Geubbels\Willem-Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0
895,Lamine Ghezali\Lamine-Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,1,1,0,1,0,1,2,50,1,14,8,57.1,5,6,3,0,0,0,0,0,1,2,0
896,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,13,9,6,4,3,3,19,15.8,16,221,56,25.3,55,110,56,11,2,0,9,7,20,5,0
897,Paolo Ghiglione\Paolo-Ghiglione,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,12,7,8,3,1,10,23,43.5,13,84,17,20.2,34,32,18,7,0,0,7,4,16,18,0
898,Saman Ghoddos\Saman-Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,33,18,11,17,5,9,41,22,32,388,87,22.4,77,196,115,25,2,0,23,11,44,12,0
899,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,14,6,4,6,4,9,11,81.8,2,62,16,25.8,20,32,10,14,1,0,13,8,22,21,0
900,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,13,10,5,7,1,5,45,11.1,40,524,114,21.8,106,263,155,26,2,0,24,16,29,7,0
901,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,5,2,3,2,0,0,4,0,4,182,44,24.2,44,96,42,5,0,0,5,2,7,3,0
902,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,2,2,2,0,0,0,0,,0,11,7,63.6,4,5,2,1,1,0,0,0,2,3,0
903,Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1
904,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,56,34,36,12,8,21,61,34.4,40,415,93,22.4,250,117,48,50,6,0,44,38,94,75,0
905,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,11,9,7,4,0,5,19,26.3,14,221,58,26.2,20,120,81,19,2,0,17,5,16,16,0
906,Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,de Bundesliga,24,1994,26.4,23,16,10,13,0,9,19,47.4,10,132,46,34.8,78,44,10,43,17,0,26,21,44,99,1
907,Andrei Girotto\Andrei-Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,62,36,26,31,5,18,48,37.5,30,346,106,30.6,143,176,27,24,6,0,18,30,92,65,0
908,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,4,2,0,1,3,3,5,60,2,200,57,28.5,5,82,113,6,1,0,5,3,7,4,0
909,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33,40,23,33,6,1,12,41,29.3,29,204,81,39.7,135,62,7,40,18,0,22,61,101,232,0
