Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
1444,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,115,0,20,87,16,1,115,1,2,50,1,0,91,479,250,93,87,93.5,1,2
1445,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,2.5,106,0,15,59,46,5,105,2,5,40,3,0,80,685,424,79,71,89.9,6,12
1446,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,11.1,552,57,251,309,15,6,543,1,1,100,1,0,287,1472,569,273,266,97.4,1,0
1447,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,12.4,514,21,134,235,185,35,476,15,25,60,17,0,327,2657,1520,405,318,78.5,27,19
1448,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,776,119,497,275,33,22,774,1,2,50,1,0,303,1582,638,347,327,94.2,3,0
1449,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,635,27,61,235,367,86,616,6,12,50,6,1,347,2048,889,829,432,52.1,46,25
1450,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,1.8,81,1,13,36,37,6,81,4,9,44.4,5,1,61,597,335,68,54,79.4,5,6
1451,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,312,6,37,169,141,30,299,19,31,61.3,20,0,270,2006,1209,268,222,82.8,16,11
1452,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,976,840,967,10,0,0,799,0,0,,0,0,479,2233,1225,445,445,100,0,0
1453,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,1220,11,152,450,729,136,1197,46,82,56.1,57,5,920,7638,4650,1185,878,74.1,78,51
1454,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,951,62,324,385,284,7,783,5,15,33.3,7,0,532,2456,1234,514,455,88.5,8,11
1455,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,26,1245,48,178,549,606,143,1238,43,72,59.7,47,1,891,6381,3728,1206,926,76.8,49,52
1456,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,0.5,28,1,8,16,5,0,22,0,0,,0,0,12,49,15,10,9,90,1,1
1457,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1,52,1,18,21,19,1,44,1,1,100,1,0,26,151,59,36,29,80.6,3,0
1458,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,2228,253,1231,1050,92,23,2167,7,12,58.3,9,0,1434,8776,4408,1342,1308,97.5,7,9
1459,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,10.5,249,232,249,0,0,0,169,0,0,,0,0,109,688,405,72,72,100,0,0
1460,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,1.9,110,8,41,45,34,1,91,5,5,100,5,0,71,458,296,60,54,90,0,1
1461,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,727,50,267,340,166,6,616,5,10,50,5,1,411,2172,1185,401,374,93.3,12,8
1462,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,0.5,33,3,18,17,0,0,33,0,0,,0,0,21,82,34,20,19,95,0,0
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,568,19,37,274,281,78,532,13,24,54.2,14,1,340,1714,649,730,422,57.8,57,42
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,1517,12,295,954,381,17,1467,4,11,36.4,5,0,1193,6460,3448,1295,1229,94.9,12,9
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,762,686,761,3,1,1,553,0,0,,0,0,362,2031,1268,249,249,100,0,0
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,159,153,159,0,0,0,135,0,0,,0,0,103,382,219,87,86,98.9,0,0
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,27,0,5,8,18,4,25,0,1,0,0,0,17,186,114,16,12,75,3,1
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,1370,1139,1348,22,7,0,1026,2,2,100,2,0,683,4247,2248,593,591,99.7,2,0
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,2009,136,1018,1079,68,24,1987,1,1,100,1,0,1341,7749,4101,1404,1385,98.6,3,1
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,1035,68,389,449,260,3,865,3,6,50,3,0,530,3282,1599,559,527,94.3,10,9
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,1423,139,480,625,378,11,1187,11,18,61.1,13,0,662,3141,1529,649,619,95.4,9,9
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,181,1,17,100,87,25,180,9,14,64.3,9,0,132,1185,763,187,138,73.8,11,9
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,381,94,269,124,10,8,369,3,3,100,3,0,200,1188,702,204,202,99,1,0
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,1946,137,664,882,512,75,1787,38,58,65.5,39,1,1353,7717,4342,1263,1177,93.2,16,24
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,1442,34,211,608,780,167,1389,84,141,59.6,90,5,1214,10823,6935,1308,1005,76.8,70,104
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22,1399,156,728,696,70,11,1339,5,8,62.5,5,0,836,5314,2636,826,817,98.9,5,11
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,1338,58,399,671,367,32,1203,24,38,63.2,26,3,915,5341,3026,892,841,94.3,19,16
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1834,108,682,845,441,26,1615,29,41,70.7,32,0,1153,6749,3496,1108,1049,94.7,16,24
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,606,63,348,277,30,4,588,1,4,25,3,0,389,2922,1636,380,369,97.1,3,5
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,186,2,27,110,63,10,179,2,3,66.7,2,0,139,1099,520,164,127,77.4,7,3
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,312,13,84,208,44,2,306,9,13,69.2,10,2,223,1321,664,204,188,92.2,12,6
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,924,22,210,368,424,39,822,45,76,59.2,51,2,694,4470,2897,731,622,85.1,30,28
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,1059,29,60,444,624,157,1033,37,54,68.5,39,0,657,4116,2141,1459,861,59,71,52
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,124,13,77,53,0,0,123,0,0,,0,0,83,417,218,90,89,98.9,0,0
1485,Dodi Lukebakio\Dodi-Lukebakio,cd COD,MF,Watford,eng Premier League,19,1997,0.2,11,1,1,5,5,1,10,0,0,,0,0,7,32,17,8,6,75,1,0
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11,461,26,146,261,83,6,457,15,19,78.9,15,0,321,2330,1153,301,263,87.4,6,9
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27,1785,55,450,880,610,77,1624,56,84,66.7,58,4,1261,9233,5448,1317,1139,86.5,48,43
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,15,0,1,9,6,1,15,1,2,50,1,0,15,119,47,16,13,81.3,1,1
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,1141,104,442,487,285,22,959,17,21,81,17,1,679,4374,2170,633,571,90.2,12,14
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,123,3,29,63,45,0,122,7,8,87.5,7,0,94,515,254,96,86,89.6,6,6
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,1072,87,397,640,82,7,1047,3,4,75,3,0,596,2115,864,611,578,94.6,3,4
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,87,80,87,1,0,0,70,0,0,,0,0,53,260,113,44,44,100,0,0
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,208,40,128,94,1,1,199,5,6,83.3,5,0,119,1019,658,125,122,97.6,3,0
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,400,29,135,173,104,3,307,5,8,62.5,5,0,174,779,400,196,153,78.1,6,15
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,265,29,127,106,42,1,220,0,0,,0,0,121,529,206,129,117,90.7,0,3
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,24,18,24,0,0,0,19,0,0,,0,0,10,70,47,6,6,100,0,0
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,1420,71,471,925,134,3,1403,5,8,62.5,5,0,1036,5841,2447,1069,1050,98.2,5,6
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,84,2,19,35,37,6,83,6,10,60,8,1,58,572,354,73,48,65.8,5,6
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,1544,72,365,691,568,49,1339,42,65,64.6,49,0,930,5796,2900,902,787,87.3,40,39
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,544,18,137,294,136,4,447,4,10,40,4,1,296,1154,633,334,304,91,3,4
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,1936,117,453,1204,371,7,1791,10,17,58.8,11,2,1170,5190,2383,1151,1090,94.7,7,28
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,2156,246,1135,999,249,90,2119,24,32,75,28,0,1230,10798,5980,1161,1114,96,22,19
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,33,0,3,15,19,4,32,0,0,,0,0,29,388,293,31,24,77.4,4,1
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,1879,21,208,941,909,126,1680,72,132,54.5,86,3,1334,11512,6616,1585,1279,80.7,83,87
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,1979,74,573,1207,335,16,1935,33,46,71.7,35,1,1457,8707,4025,1410,1325,94,28,35
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,794,27,189,495,152,11,779,6,10,60,7,0,536,2967,1496,523,476,91,11,16
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,179,2,33,94,60,3,161,2,6,33.3,3,0,97,603,379,107,88,82.2,4,4
1508,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,278,25,148,138,11,1,267,3,3,100,3,0,190,833,520,186,183,98.4,1,1
1509,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,472,16,164,238,116,7,454,15,20,75,16,1,324,2645,1346,303,277,91.4,12,13
1510,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,33.7,1052,912,1049,7,1,0,881,10,10,100,10,0,588,3223,1904,473,472,99.8,0,1
1511,Linton Maina\Linton-Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,24,0,1,12,17,5,24,3,3,100,3,1,22,271,216,25,21,84,2,1
1512,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,737,34,249,288,240,21,680,19,24,79.2,20,0,487,2612,1410,507,471,92.9,20,16
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,145,3,19,82,59,7,145,11,18,61.1,12,0,136,1112,604,135,119,88.1,6,10
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,327,16,75,184,88,13,326,5,9,55.6,8,2,224,1285,771,235,205,87.2,7,4
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,68,6,30,44,1,0,66,0,0,,0,0,38,338,233,43,42,97.7,0,0
1516,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,31.7,1897,5,149,837,1131,108,1731,69,118,58.5,75,4,1490,13355,7675,1770,1448,81.8,72,54
1517,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,1426,51,474,678,429,35,1310,39,69,56.5,42,0,1033,8274,5486,992,906,91.3,42,40
1518,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,1159,17,172,644,481,82,1105,50,85,58.8,51,5,857,6907,4202,1053,844,80.2,49,50
1519,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,2473,137,771,1224,621,41,2203,19,36,52.8,24,1,1567,8702,4529,1615,1490,92.3,24,18
1520,Scott Malone\Scott-Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,826,43,297,282,301,22,688,15,29,51.7,18,1,421,3261,1935,416,395,95,14,10
1521,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,2009,93,718,910,505,25,1633,12,18,66.7,12,0,1079,6489,3660,1083,1005,92.8,25,15
1522,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,411,32,196,194,43,8,396,2,3,66.7,3,0,245,1525,748,229,222,96.9,4,2
1523,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,29.8,841,776,839,3,0,0,695,0,0,,0,0,467,2457,1310,418,418,100,0,0
1524,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,2423,247,1115,1330,124,16,2363,9,11,81.8,9,0,1729,8651,4768,1733,1695,97.8,8,6
1525,Georges Mandjeck\Georges-Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.7,538,17,138,369,75,7,535,3,11,27.3,6,0,291,1742,934,312,300,96.2,5,6
1526,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36,1734,86,461,1048,296,24,1671,11,16,68.8,11,0,959,3991,2069,980,867,88.5,22,18
1527,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,1254,48,213,554,551,124,1232,19,30,63.3,20,0,737,3816,1527,1202,920,76.5,40,26
1528,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,24.3,1310,12,104,545,799,154,1304,43,74,58.1,50,2,1008,8244,4481,1442,1068,74.1,78,43
1529,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,384,28,207,198,10,4,379,0,1,0,0,0,277,1714,963,282,279,98.9,0,1
1530,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,86,7,42,44,8,2,83,1,2,50,2,0,51,363,209,52,49,94.2,3,1
1531,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,468,19,87,312,98,2,464,17,24,70.8,17,0,348,1673,783,335,300,89.6,8,9
1532,Kader Mangane\Kader-Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,897,125,624,279,49,31,884,3,4,75,4,0,460,3305,1762,469,452,96.4,3,1
1533,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,2450,65,516,1401,695,36,2206,13,35,37.1,16,2,1555,8225,3262,1698,1575,92.8,35,43
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26,1609,161,735,916,53,16,1574,7,9,77.8,8,0,1031,6773,3573,1000,988,98.8,1,7
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,924,64,300,412,265,15,754,7,14,50,8,2,420,2745,1557,473,421,89,14,15
1536,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.3,495,77,301,203,9,6,482,1,1,100,1,0,239,1217,491,219,215,98.2,2,1
1537,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,796,9,140,465,281,25,782,37,53,69.8,39,2,685,4638,2293,722,586,81.2,30,22
1538,Harrison Manzala\Harrison-Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,912,23,189,471,358,63,898,36,69,52.2,41,0,679,5568,3458,799,637,79.7,43,30
1539,Myziane Maolida\Myziane-Maolida,fr FRA,FW,Lyon,fr Ligue 1,18,1999,3.7,195,0,16,80,117,21,190,10,17,58.8,14,0,160,1205,636,182,152,83.5,14,8
1540,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,10.7,391,6,45,185,205,12,376,9,31,29,11,1,271,2714,1763,361,278,77,18,27
1541,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,1154,54,398,597,237,11,1034,6,10,60,6,0,714,4404,2698,774,716,92.5,11,11
1542,Vincent Marcel\Vincent-Marcel,fr FRA,FW,Nice,fr Ligue 1,20,1997,0.5,26,0,3,12,15,2,26,0,1,0,0,0,23,96,75,24,21,87.5,3,2
1543,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,2532,282,1465,1201,62,34,2483,0,0,,0,0,1694,11116,5933,1662,1639,98.6,7,4
1544,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,2129,59,426,907,920,109,1976,39,63,61.9,40,1,1709,8522,5166,1696,1564,92.2,29,20
1545,Solly March\Solly-March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,1041,44,278,397,449,47,1007,46,71,64.8,49,4,739,5913,3091,822,664,80.8,42,43
1546,Gabriele Marchegiani\Gabriele-Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
1547,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,744,14,136,488,162,4,728,12,13,92.3,12,0,582,2427,1040,638,600,94,3,6
1548,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,1955,234,806,1244,42,24,1907,5,6,83.3,5,0,1304,7798,5357,1373,1361,99.1,5,5
1549,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,28,1989,18.4,1010,54,187,455,422,45,911,12,19,63.2,12,0,643,3305,1861,723,613,84.8,18,9
1550,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,962,155,549,396,60,26,914,5,9,55.6,5,0,542,2642,1148,538,510,94.8,5,2
1551,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,763,24,52,296,475,122,728,30,58,51.7,34,3,527,3757,2330,943,567,60.1,60,38
1552,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,1259,141,709,517,91,17,1205,4,7,57.1,4,0,666,3002,1458,688,660,95.9,4,4
1553,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,1146,35,285,694,225,17,1138,12,18,66.7,12,0,729,3215,1611,800,712,89,14,21
1554,Adrián Marín\Adrian-Marin,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,129,14,59,65,17,1,123,2,4,50,2,0,85,421,254,84,79,94,0,2
1555,João Mário\Joao-Mario,pt POR,MFFW,West Ham,eng Premier League,24,1993,11.4,605,5,80,264,320,37,560,13,20,65,15,2,430,3043,1492,587,426,72.6,29,21
1556,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,24,1993,6.2,465,7,46,229,242,29,440,15,23,65.2,16,0,355,2742,1514,412,351,85.2,13,11
1557,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,23,1994,17,631,141,426,225,19,10,618,6,7,85.7,6,0,301,1828,985,258,248,96.1,3,0
1558,Marlon\Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,1523,184,919,680,53,13,1501,6,7,85.7,6,0,1100,6230,3686,1141,1127,98.8,6,2
1559,Dominic Maroh\Dominic-Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,603,100,384,240,11,7,585,2,4,50,2,0,338,1602,713,328,322,98.2,0,2
1560,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,1787,202,961,906,46,24,1771,2,2,100,2,0,1256,7524,4362,1299,1281,98.6,4,1
1561,Bruno Martella\Bruno-Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,1722,159,584,772,477,25,1411,21,43,48.8,26,0,918,5643,3395,898,818,91.1,22,27
1562,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,26,1991,10.7,316,7,35,140,168,61,306,11,14,78.6,11,0,238,1473,773,413,235,56.9,29,14
1563,Anthony Martial\Anthony-Martial,fr FRA,FWMF,Manchester Utd,eng Premier League,21,1995,17.6,1037,12,89,429,619,138,1024,43,83,51.8,51,2,887,6873,4503,1022,841,82.3,42,71
1564,Aarón Martín\Aaron-Martin,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,1616,81,479,780,474,17,1368,40,49,81.6,44,0,992,6118,3459,954,855,89.6,22,30
1565,Jonas Martin\Jonas-Martin,fr FRA,MFFW,Strasbourg,fr Ligue 1,27,1990,33.6,2030,62,419,1210,540,45,1942,27,37,73,28,1,1427,8310,3880,1542,1391,90.2,38,42
1566,Cuco Martina\Cuco-Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,1274,95,472,556,292,10,1087,2,6,33.3,2,0,589,3035,1522,666,595,89.3,16,6
1567,Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,es La Liga,31,1986,0,6,0,1,3,2,0,5,0,0,,0,0,3,21,1,2,2,100,0,0
1568,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Getafe,es La Liga,24,1992,5,157,132,156,1,0,0,97,0,0,,0,0,59,402,273,36,36,100,0,0
1569,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,es La Liga,26,1991,11.7,853,64,386,457,93,17,799,4,5,80,4,0,556,4060,2579,549,520,94.7,4,2
1570,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,26,1991,16,939,93,468,491,64,25,900,3,4,75,3,1,544,3989,2289,514,500,97.3,4,2
1571,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,28,1988,17.9,1363,60,302,959,178,30,1350,5,7,71.4,5,0,897,3923,1888,986,943,95.6,11,12
1572,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,28,1989,23.5,1226,109,694,538,86,21,1166,3,5,60,3,0,729,4175,2269,694,674,97.1,6,8
1573,Roger Martínez\Roger-Martinez,co COL,FW,Villarreal,es La Liga,23,1994,2.6,93,1,6,34,57,17,92,6,9,66.7,6,0,80,500,231,127,80,63,4,3
1574,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,Stoke City,eng Premier League,25,1992,13.8,490,73,257,227,25,4,475,0,0,,0,0,232,1197,504,223,219,98.2,1,0
1575,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,12.6,827,52,277,365,222,10,716,7,10,70,8,0,481,2604,1354,485,462,95.3,9,9
1576,Christopher Martins\Christopher-Martins,lu LUX,MF,Lyon,fr Ligue 1,20,1997,0.8,45,1,11,33,5,0,45,1,1,100,1,0,30,151,47,35,32,91.4,3,1
1577,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,24,1992,28,1448,45,386,495,649,113,1247,30,64,46.9,32,5,961,5795,3592,1016,860,84.6,28,29
1578,Omar Mascarell\Omar-Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1993,8.6,566,8,112,429,57,5,551,10,13,76.9,11,1,348,2102,835,374,353,94.4,5,8
1579,Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,es La Liga,33,1984,6,487,62,228,293,4,1,481,0,0,,0,0,357,2639,1783,355,349,98.3,0,2
1580,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,31,1986,30.1,2274,202,1074,1150,197,30,2171,11,11,100,11,0,1390,7364,4017,1399,1382,98.8,9,6
1581,Adam Masina\Adam-Masina,it ITA,DF,Bologna,it Serie A,23,1994,31.4,2071,130,624,1071,516,48,1793,33,50,66,35,0,1142,6567,3945,1303,1166,89.5,40,31
1582,Eden Massouema\Eden-Massouema,cg CGO,MF,Dijon,fr Ligue 1,20,1997,2.1,86,5,24,44,24,2,86,1,2,50,2,0,59,286,111,66,59,89.4,2,1
1583,Arthur Masuaku\Arthur-Masuaku,cd COD,MFDF,West Ham,eng Premier League,23,1993,20.8,1177,80,329,500,484,27,1073,46,74,62.2,49,1,875,7556,4795,773,714,92.4,47,54
1584,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,29,1988,21.4,1474,18,132,661,760,101,1373,19,25,76,21,5,1062,5814,2653,1284,1117,87,18,19
1585,Christian Mathenia\Christian-Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,743,622,741,3,0,0,495,0,0,,0,0,340,1604,840,283,280,98.9,0,0
