Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
425,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,24,1993,30.3,1871,68,426,1041,556,37,1766,31,46,67.4,32,2,1312,8197,4468,1345,1213,90.2,32,27
426,Joel Campbell\Joel-Campbell,cr CRC,MFFW,Betis,es La Liga,25,1992,2.4,139,0,13,51,91,13,139,6,11,54.5,7,0,131,1014,537,131,109,83.2,7,10
427,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,eng Premier League,17,1999,0.9,33,1,2,11,21,5,32,0,0,,0,0,19,103,59,45,20,44.4,4,3
428,Emre Can\Emre-Can,de GER,MF,Liverpool,eng Premier League,23,1994,23.2,1806,48,445,1133,418,35,1788,16,26,61.5,18,0,1259,9178,5279,1331,1245,93.5,17,20
429,Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,es La Liga,26,1991,21.5,1542,14,169,766,752,63,1388,36,49,73.5,37,0,1215,8332,4140,1286,1121,87.2,35,36
430,João Cancelo\Joao-Cancelo,pt POR,DF,Inter,it Serie A,23,1994,20.6,1848,80,469,866,660,25,1620,52,84,61.9,57,8,1303,7557,4712,1345,1272,94.6,31,29
431,João Cancelo\Joao-Cancelo,pt POR,MF,Valencia,es La Liga,23,1994,1,63,0,6,27,37,13,63,2,5,40,2,0,54,435,352,53,47,88.7,4,1
432,Antonio Candreva\Antonio-Candreva,it ITA,FW,Inter,it Serie A,30,1987,28.2,1904,22,210,810,1070,98,1748,53,94,56.4,59,5,1495,10809,6315,1738,1484,85.4,43,30
433,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,36,1981,16,720,99,399,336,26,10,696,1,2,50,2,0,369,1881,1009,407,399,98,0,3
434,Ander Capa\Ander-Capa,es ESP,DF,Eibar,es La Liga,25,1992,25.1,1704,42,342,806,692,26,1411,28,45,62.2,31,0,1015,7200,4223,991,897,90.5,33,32
435,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFFW,Angers,fr Ligue 1,30,1987,20.9,1076,26,233,553,381,47,1041,33,45,73.3,35,2,753,5520,2836,782,674,86.2,34,36
436,Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Sampdoria,it Serie A,22,1995,2.4,151,8,32,93,32,1,141,0,0,,0,0,92,363,182,100,89,89,1,3
437,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,29,1988,17.1,1061,54,246,678,194,8,1039,12,19,63.2,13,0,644,3291,1455,669,622,93,6,16
438,Elio Capradossi\Elio-Capradossi,it ITA,DF,Roma,it Serie A,21,1996,0.9,71,16,44,30,0,0,66,0,0,,0,0,34,194,62,32,30,93.8,1,0
439,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,24,1993,20.1,1006,6,74,408,609,119,950,60,104,57.7,65,6,780,4745,2810,1023,760,74.3,56,57
440,Marco Capuano\Marco-Capuano,it ITA,DF,Cagliari,it Serie A,25,1991,7.7,452,36,157,238,79,4,385,6,8,75,6,1,263,1284,690,275,260,94.5,5,4
441,Marco Capuano\Marco-Capuano,it ITA,DF,Crotone,it Serie A,25,1991,15.6,779,126,397,411,9,5,757,0,1,0,0,0,399,2428,1372,394,390,99,0,4
442,Antonio Caracciolo\Antonio-Caracciolo,it ITA,DF,Hellas Verona,it Serie A,27,1990,31.7,1362,320,921,461,50,23,1337,6,7,85.7,6,0,712,3897,1661,756,719,95.1,2,8
443,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,237,222,237,0,0,0,185,0,0,,0,0,116,454,310,115,115,100,0,0
444,Diego Carlos\Diego-Carlos,br BRA,DF,Nantes,fr Ligue 1,24,1993,25.5,1202,208,730,475,76,30,1175,3,6,50,5,0,634,3509,1928,591,570,96.4,9,3
445,Lionel Carole\Lionel-Carole,fr FRA,DF,Sevilla,es La Liga,26,1991,6,410,21,140,196,96,6,373,7,11,63.6,8,0,287,1350,659,260,248,95.4,7,5
446,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,23,1993,10,504,4,66,224,279,49,481,33,59,55.9,40,6,434,3621,2189,474,339,71.5,35,30
447,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,36,1981,1.2,107,7,30,72,11,1,107,0,0,,0,0,80,323,143,80,77,96.3,0,2
448,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,28,1988,5.1,282,43,175,111,11,4,277,0,0,,0,0,170,1020,427,158,157,99.4,0,0
449,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,eng Premier League,26,1991,17.1,971,17,164,454,447,57,956,52,78,66.7,56,3,761,6042,3259,828,702,84.8,36,39
450,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,eng Premier League,26,1991,5,161,3,13,70,86,24,155,2,2,100,2,0,61,331,79,210,110,52.4,11,7
451,Guido Carrillo\Guido-Carrillo,ar ARG,FWMF,Monaco,fr Ligue 1,26,1991,4.7,139,6,9,52,82,27,138,2,2,100,2,1,60,287,69,172,96,55.8,6,4
452,Thomas Carrique\Thomas-Carrique,fr FRA,DF,Bordeaux,fr Ligue 1,18,1999,1,51,0,9,18,27,1,41,1,1,100,1,0,30,144,77,35,30,85.7,1,0
453,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,eng Premier League,28,1989,8.3,337,16,28,140,183,43,331,8,10,80,8,0,172,876,200,407,249,61.2,14,10
454,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,eng Premier League,25,1992,28.6,1759,35,300,956,623,26,1633,18,26,69.2,20,2,1188,6697,3019,1300,1215,93.5,32,16
455,Federico Cartabia\Federico-Cartabia,ar ARG,FWMF,La Coruña,es La Liga,24,1993,14.7,784,8,113,363,383,52,751,35,47,74.5,36,1,605,4830,2569,693,538,77.6,21,27
456,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,25,1992,24.7,2033,93,498,957,712,60,1867,25,38,65.8,26,3,1483,7529,3968,1471,1379,93.7,24,14
457,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,25,1992,28.8,2073,132,626,1222,327,32,2049,15,21,71.4,16,1,1487,6031,2822,1442,1366,94.7,17,22
458,Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10,238,208,237,1,1,0,198,0,0,,0,0,131,584,313,110,110,100,0,0
459,Francesco Cassata\Francesco-Cassata,it ITA,MF,Sassuolo,it Serie A,20,1997,5.1,188,2,34,100,67,4,179,8,14,57.1,8,0,137,822,334,143,112,78.3,7,5
460,Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,it Serie A,21,1995,16.7,1162,47,303,534,381,41,1026,18,31,58.1,22,1,756,3722,2092,796,703,88.3,19,10
461,Leandro Castán\Leandro-Castan,br BRA,DF,Cagliari,it Serie A,30,1986,12.7,656,66,357,318,23,8,631,5,10,50,6,1,388,2127,1064,392,387,98.7,2,2
462,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,1409,1216,1407,6,1,0,1058,0,0,,0,0,763,3812,1858,627,626,99.8,0,0
463,Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,es La Liga,29,1987,22.5,1275,93,421,681,260,16,1123,26,38,68.4,27,1,808,5407,3016,782,712,91,28,22
464,Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,es La Liga,29,1987,17.4,1186,43,371,765,104,4,1164,5,7,71.4,5,0,848,3394,1523,830,801,96.5,11,6
465,Samu Castillejo\Samu-Castillejo,es ESP,MFFW,Villarreal,es La Liga,22,1995,23,1352,38,225,700,571,76,1267,47,88,53.4,52,1,1048,8155,4616,1104,933,84.5,48,46
466,Chory Castro\Chory-Castro,uy URU,MFFW,Málaga,es La Liga,32,1984,22.8,1244,32,195,606,536,48,1144,19,31,61.3,20,1,864,5417,2974,968,808,83.5,36,35
467,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,de Bundesliga,30,1987,13.4,963,17,117,587,328,18,903,9,13,69.2,9,1,685,3144,1613,783,685,87.5,13,16
468,Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,es La Liga,23,1994,35.6,2397,119,791,1221,561,51,2164,27,48,56.3,30,0,1582,10218,5676,1495,1403,93.8,47,34
469,Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,it Serie A,28,1989,22.1,1364,51,250,788,432,72,1357,51,72,70.8,51,0,1017,5653,3330,1048,911,86.9,37,41
470,Rubén Castro\Ruben-Castro,es ESP,FW,Betis,es La Liga,36,1981,4,80,1,9,37,40,11,75,1,1,100,1,0,58,348,198,96,51,53.1,5,4
471,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Benevento,it Serie A,22,1994,25.4,1575,50,367,919,410,27,1501,26,43,60.5,31,4,1123,6739,2886,1194,1087,91,31,17
472,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,28,1989,5.8,239,37,150,91,9,5,236,1,1,100,1,0,134,714,354,121,121,100,0,1
473,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,30,1987,28.7,749,25,90,224,466,192,698,15,29,51.7,18,0,478,2305,1053,888,541,60.9,30,13
474,Marijan Ćavar\Marijan-Cavar,ba BIH,FWMF,Eint Frankfurt,de Bundesliga,19,1998,0.4,12,0,2,7,4,0,12,1,1,100,1,0,9,53,28,12,10,83.3,2,1
475,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,20,1996,4.5,424,6,65,248,139,10,417,10,16,62.5,10,0,372,2106,1021,350,338,96.6,9,5
476,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Crotone,it Serie A,25,1992,35.9,1724,298,938,818,79,31,1675,13,16,81.3,13,0,911,5716,3173,841,808,96.1,13,8
477,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MFDF,Málaga,es La Liga,20,1996,0.3,26,2,8,15,4,0,26,1,1,100,1,0,17,104,43,14,14,100,1,0
478,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,35,1982,33.8,993,862,988,6,0,0,837,2,3,66.7,2,0,548,2663,1439,435,435,100,0,0
479,Ricardo Centurión\Ricardo-Centurion,ar ARG,MFFW,Genoa,it Serie A,24,1993,0.6,29,1,4,14,14,1,29,1,4,25,1,0,27,193,134,28,20,71.4,1,4
480,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,27,1989,24.7,1464,226,850,667,35,18,1427,8,9,88.9,8,0,819,4923,2859,776,767,98.8,8,6
481,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Benevento,it Serie A,30,1987,0.6,22,0,1,12,10,4,21,0,2,0,0,0,17,74,16,31,16,51.6,2,2
482,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Hellas Verona,it Serie A,30,1987,18.2,694,9,77,301,392,70,633,27,56,48.2,31,2,525,4527,2996,775,506,65.3,31,45
483,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,35,1982,6.1,299,41,169,144,7,2,291,0,0,,0,0,153,875,523,166,165,99.4,0,1
484,Damir Ceter\Damir-Ceter,co COL,FWMF,Cagliari,it Serie A,19,1997,2.2,89,0,7,54,35,10,89,5,6,83.3,6,0,56,448,235,115,71,61.7,9,10
485,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,eng Premier League,27,1989,2.9,93,3,14,35,53,6,86,2,4,50,2,0,66,376,165,72,56,77.8,4,2
486,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,30,1986,17.9,1048,44,348,460,322,10,887,15,31,48.4,20,2,576,3753,2242,606,530,87.5,16,13
487,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,22,1994,5,237,11,58,131,68,10,233,6,13,46.2,6,1,152,938,538,163,141,86.5,2,3
488,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,22,1995,9.6,739,68,339,344,92,12,712,6,13,46.2,7,0,474,2444,1294,464,450,97,4,6
489,Nereo Champagne\Nereo-Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2,58,45,58,0,0,0,35,0,0,,0,0,29,94,66,23,23,100,0,0
490,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,27,1990,21,1108,39,246,526,398,52,913,3,8,37.5,5,0,591,3716,2015,733,601,82,14,14
491,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,23,1994,23.7,1011,20,174,372,546,83,947,25,49,51,28,0,686,5411,2840,964,659,68.4,50,42
492,Charles\Charles,br BRA,FW,Eibar,es La Liga,33,1984,17.5,580,7,32,243,334,107,558,8,12,66.7,8,0,326,1368,612,755,411,54.4,29,14
493,Charly Charrier\Charly-Charrier,fr FRA,MF,Amiens,fr Ligue 1,31,1986,1.2,87,0,11,49,30,6,87,0,1,0,0,0,64,417,154,75,67,89.3,4,6
494,Pape Cheikh Diop\Pape-Cheikh-Diop,es ESP,MF,Lyon,fr Ligue 1,19,1997,0.1,10,0,3,7,1,0,10,0,0,,0,0,9,61,35,10,10,100,0,0
495,Chema\Chema,es ESP,DF,Levante,es La Liga,25,1992,22.4,900,162,497,397,24,13,874,2,3,66.7,3,0,484,2181,810,459,452,98.5,3,5
496,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Villarreal,es La Liga,26,1990,10.3,503,18,99,238,221,46,499,13,24,54.2,15,1,364,2955,1998,424,331,78.1,20,21
497,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Benevento,it Serie A,24,1993,11.6,543,28,143,332,100,12,533,18,27,66.7,19,1,413,2397,1094,425,377,88.7,13,19
498,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,1110,903,1108,5,1,0,917,6,6,100,6,0,684,3693,2107,536,535,99.8,0,0
499,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,32,1984,24,2014,251,979,1056,115,15,1976,2,3,66.7,2,0,1356,7515,4563,1430,1417,99.1,6,5
500,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,19,1997,33.5,1573,17,214,653,878,183,1514,79,143,55.2,88,4,1271,10666,7010,1381,1092,79.1,77,97
501,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,20,1996,20.6,1405,60,388,643,511,21,1232,24,45,53.3,28,0,831,6848,3999,935,803,85.9,35,18
502,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,27,1989,6.5,630,40,210,454,16,3,617,1,2,50,1,0,470,2796,1812,469,467,99.6,1,3
503,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,19,1997,4.2,218,9,70,134,25,0,213,0,1,0,0,0,127,811,330,129,125,96.9,2,2
504,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,21,1996,23.2,1537,168,831,757,46,18,1518,1,1,100,1,0,1009,5665,3100,1016,1008,99.2,2,4
505,Chuca\Chuca,es ESP,MF,Villarreal,es La Liga,20,1997,1,63,2,8,29,32,3,57,0,1,0,0,0,48,226,98,51,48,94.1,1,0
506,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,eng Premier League,29,1988,1.5,95,0,13,40,45,5,91,1,1,100,1,0,65,426,86,80,67,83.8,3,5
507,Amato Ciciretti\Amato-Ciciretti,it ITA,MFFW,Benevento,it Serie A,23,1993,9,464,7,66,193,245,32,430,15,21,71.4,17,0,347,2543,1448,407,322,79.1,22,14
508,Cifu\Cifu,es ESP,DF,Málaga,es La Liga,26,1990,1.2,98,5,14,48,41,0,83,3,6,50,3,0,60,296,195,56,55,98.2,2,1
509,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,31,1986,22.5,1823,53,427,1118,360,10,1601,15,18,83.3,15,1,1082,4180,2323,1128,1083,96,14,23
510,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,24.3,1350,34,329,908,183,2,1315,13,17,76.5,15,0,847,4416,1683,838,792,94.5,17,10
511,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1,32,32,32,0,0,0,23,0,0,,0,0,14,34,10,14,14,100,0,0
512,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,31,1986,15,934,102,463,477,82,7,894,11,13,84.6,12,0,587,4305,2649,554,538,97.1,2,10
513,Saliou Ciss\Saliou-Ciss,sn SEN,DFFW,Angers,fr Ligue 1,27,1989,1.6,71,2,27,32,21,3,71,2,5,40,2,3,61,508,303,65,55,84.6,3,2
514,Karamoko Cissé\Karamoko-Cisse,gn GUI,FWDF,Benevento,it Serie A,28,1988,0.2,8,0,1,1,6,4,8,0,0,,0,0,6,44,27,10,7,70,0,0
515,Issa Cissokho\Issa-Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,18.1,988,86,447,440,169,3,841,4,6,66.7,5,1,478,3221,1858,485,460,94.8,14,8
516,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27,1989,19.4,919,144,597,322,60,24,896,3,7,42.9,4,1,468,2815,1418,450,435,96.7,6,2
517,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,25,1991,7.2,321,9,63,148,136,20,296,5,17,29.4,8,0,215,1417,871,255,197,77.3,12,7
518,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,21.1,1358,22,258,721,467,20,1252,2,5,40,2,0,852,4310,2102,941,845,89.8,13,20
519,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,eng Premier League,26,1990,22.7,1038,33,237,554,311,36,970,5,9,55.6,5,0,627,3895,1819,784,637,81.3,24,13
520,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,eng Premier League,26,1991,1.9,147,1,22,73,57,3,126,0,2,0,0,0,88,408,170,102,85,83.3,3,2
521,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1996,17.6,881,16,117,389,466,63,874,25,49,51,27,0,636,5549,2878,793,617,77.8,42,46
522,Massimo Coda\Massimo-Coda,it ITA,FW,Benevento,it Serie A,28,1988,15.7,545,16,47,252,286,68,507,22,39,56.4,24,2,373,2495,1407,694,405,58.4,56,25
523,Isaac Cofie\Isaac-Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,6.6,371,8,94,247,43,4,363,6,6,100,6,0,233,869,403,211,206,97.6,1,6
524,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,36.6,2480,101,541,1405,714,33,2423,25,45,55.6,26,0,1528,9343,4770,1721,1513,87.9,50,42
525,Coke\Coke,es ESP,MF,Schalke 04,de Bundesliga,30,1987,0,2,0,0,1,1,0,2,1,1,100,1,0,3,32,2,3,2,66.7,0,0
526,Coke\Coke,es ESP,DF,Levante,es La Liga,30,1987,15.4,923,74,342,377,273,33,794,20,26,76.9,21,2,528,3346,1986,528,475,90,19,20
527,Emre Çolak\Emre-Colak,tr TUR,MFFW,La Coruña,es La Liga,26,1991,16.1,1018,9,103,550,446,33,972,36,46,78.3,36,1,828,4486,2033,894,758,84.8,33,34
528,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,11.5,603,46,207,238,211,17,510,11,18,61.1,12,0,340,2926,1584,352,314,89.2,11,14
529,James Collins\James-Collins,wal WAL,DF,West Ham,eng Premier League,33,1983,11.7,556,96,324,232,25,12,539,1,1,100,1,0,220,1307,618,256,241,94.1,2,0
530,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,21,1995,6.9,487,16,145,254,126,8,451,11,14,78.6,12,0,339,2473,1577,322,310,96.3,8,7
531,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,21,1996,12.8,789,3,61,319,485,98,783,56,76,73.7,59,1,727,5965,3928,791,644,81.4,39,37
532,Marvin Compper\Marvin-Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,1,69,7,38,33,1,0,69,0,0,,0,0,42,231,71,43,42,97.7,0,0
533,Alois Confais\Alois-Confais,fr FRA,MF,Troyes,fr Ligue 1,20,1996,6.8,316,13,95,178,57,6,310,0,0,,0,0,200,1060,424,216,198,91.7,5,3
534,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,29.3,1503,130,733,729,145,24,1476,7,9,77.8,8,0,885,5096,2766,904,880,97.3,9,3
535,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,36.8,1186,1031,1180,12,0,0,794,0,0,,0,0,482,2566,1440,373,373,100,0,0
536,Diego Contento\Diego-Contento,de GER,DFFW,Bordeaux,fr Ligue 1,27,1990,1.2,48,6,22,23,7,3,44,1,1,100,1,0,27,169,95,28,24,85.7,2,0
537,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,23,1994,1.7,116,6,23,57,40,3,102,1,1,100,1,0,75,346,214,81,70,86.4,0,0
538,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,24.9,1517,53,406,901,336,16,1484,50,60,83.3,54,3,1072,7480,4082,1010,961,95.1,27,35
539,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,30.7,1769,272,1119,632,137,40,1688,1,2,50,1,0,839,6345,3132,844,822,97.4,9,8
540,Duje Čop\Duje-Cop,hr CRO,FW,Cagliari,it Serie A,27,1990,1.1,33,0,2,19,15,4,32,0,0,,0,0,25,76,47,51,27,52.9,5,1
541,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,eng Premier League,26,1991,1.9,106,3,36,60,17,1,106,0,0,,0,0,76,472,200,84,77,91.7,1,2
542,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Valencia,es La Liga,26,1991,7.3,390,24,101,243,71,9,387,12,21,57.1,14,1,283,1466,739,253,227,89.7,6,6
543,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,9.1,489,33,120,247,153,11,435,7,14,50,10,0,301,1725,900,306,271,88.6,5,6
544,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38,1259,1022,1241,24,0,0,766,0,0,,0,0,461,3158,2055,323,322,99.7,0,0
545,Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,20,1997,16.2,796,16,125,378,384,47,791,35,65,53.8,41,5,636,5079,3096,683,532,77.9,38,43
546,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,de Bundesliga,24,1993,10.6,364,9,19,165,209,62,346,9,16,56.3,10,0,258,1800,971,467,264,56.5,38,27
547,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,de Bundesliga,19,1997,6.5,252,6,21,121,133,29,246,8,15,53.3,10,0,188,1300,692,327,186,56.9,25,17
548,Jérémy Cordoval\Jeremy-Cordoval,GPE,DF,Troyes,fr Ligue 1,27,1990,10.2,497,36,202,194,127,6,402,8,10,80,8,1,268,1548,794,236,218,92.4,5,5
549,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,30,1987,15.3,768,14,120,391,315,46,737,16,30,53.3,19,0,449,2914,1516,660,531,80.5,33,22
550,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38,1977,79,453,1254,402,20,1960,26,37,70.3,29,0,1283,7732,3176,1253,1154,92.1,39,42
551,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,10.4,468,8,31,204,254,103,450,16,26,61.5,17,0,308,1792,651,648,373,57.6,42,32
552,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,Lyon,fr Ligue 1,20,1996,14.1,721,4,80,293,412,64,700,24,46,52.2,27,2,524,4492,2943,681,530,77.8,30,46
553,Quentin Cornette\Quentin-Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,23,1994,5,210,4,57,111,74,12,206,12,17,70.6,12,1,155,1345,964,161,130,80.7,14,10
554,Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,22,1995,24.9,1336,32,200,553,689,138,1330,59,103,57.3,64,1,1133,6750,4023,1245,957,76.9,95,79
555,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Sevilla,es La Liga,22,1994,13.2,688,10,88,315,350,63,673,37,59,62.7,41,1,574,4062,2486,662,523,79,33,34
556,Andrea Cossu\Andrea-Cossu,it ITA,MFFW,Cagliari,it Serie A,37,1980,2.7,145,1,15,67,72,6,124,8,11,72.7,8,0,107,647,225,100,91,91,4,1
557,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,33,1983,4,176,148,173,3,0,0,128,0,0,,0,0,92,354,243,74,73,98.6,0,0
558,Andrea Costa\Andrea-Costa,it ITA,DF,Benevento,it Serie A,31,1986,15.3,879,117,510,413,28,10,838,0,0,,0,0,518,3367,2164,532,522,98.1,2,1
559,Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,de Bundesliga,24,1993,13.4,866,35,191,440,273,26,736,8,17,47.1,9,0,452,2239,1180,551,482,87.5,19,16
560,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.5,483,8,26,214,281,71,478,21,31,67.7,24,0,391,2631,1268,656,388,59.1,42,27
561,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,26,1990,19.9,1263,15,124,586,682,95,1231,83,117,70.9,90,4,1119,9027,5289,1192,1037,87,46,37
562,Filippo Costa\Filippo-Costa,it ITA,DFMF,SPAL,it Serie A,22,1995,16.4,932,48,266,402,320,14,731,25,32,78.1,26,0,546,3117,1780,557,511,91.7,15,23
563,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,29,1988,28.3,1840,110,564,925,465,33,1661,20,22,90.9,20,1,1217,6707,3819,1191,1128,94.7,15,13
564,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,26,1991,19.2,686,8,105,291,357,92,683,48,85,56.5,58,9,475,3872,2438,635,428,67.4,55,41
565,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,1105,946,1099,8,0,0,836,3,3,100,3,0,569,3281,1883,466,466,100,0,0
566,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,144,5,7,49,95,14,143,1,4,25,1,0,91,648,276,162,105,64.8,15,12
567,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,434,15,87,234,157,29,433,11,25,44,11,1,320,2385,1274,346,294,85,12,9
568,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35,1131,1037,1129,4,1,0,943,0,0,,0,0,628,3345,1472,605,604,99.8,0,0
