Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
19,Ali Adnan Kadhim\Ali-Adnan-Kadhim,iq IRQ,DFMF,Udinese,it Serie A,23,1993,23,18,1674,0,1,0,0,4,0
20,Adrián\Adrian,es ESP,GK,West Ham,eng Premier League,30,1987,19,19,1710,0,0,0,0,2,0
21,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,es La Liga,36,1981,33,21,2155,9,3,3,5,5,0
22,Ibrahim Afellay\Ibrahim-Afellay,nl NED,MF,Stoke City,eng Premier League,31,1986,6,1,166,0,0,0,0,1,0
23,Benik Afobe\Benik-Afobe,cd COD,FWMF,Bournemouth,eng Premier League,24,1993,17,5,611,0,0,0,0,0,0
24,Martin Agirregabiria\Martin-Agirregabiria,es ESP,DF,Alavés,es La Liga,21,1996,21,20,1827,0,4,0,0,4,0
25,Imanol Agirretxe\Imanol-Agirretxe,es ESP,FW,Real Sociedad,es La Liga,30,1987,11,2,238,0,0,0,0,0,0
26,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,eng Premier League,29,1988,25,22,1963,21,6,4,4,2,0
27,Ruben Aguilar\Ruben-Aguilar,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,31,27,2459,0,3,0,0,2,0
28,Matías Aguirregaray\Matias-Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28,1989,15,14,1152,0,0,0,0,3,0
29,Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,23,1994,35,35,3006,5,0,0,0,4,0
30,Ailton\Ailton,br BRA,DFFW,Stuttgart,de Bundesliga,22,1995,5,1,108,0,0,0,0,0,0
31,Youssef Aït Bennasser\Youssef-Ait-Bennasser,ma MAR,MF,Caen,fr Ligue 1,21,1996,27,25,2048,0,0,0,0,4,0
32,Arlind Ajeti\Arlind-Ajeti,al ALB,DFMF,Crotone,it Serie A,23,1993,21,15,1271,0,1,0,0,7,0
33,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,11,10,904,0,0,0,0,2,0
34,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,eng Premier League,22,1995,38,37,3353,2,3,0,0,5,0
35,Ager Aketxe\Ager-Aketxe,es ESP,MF,Athletic Club,es La Liga,23,1993,3,0,41,0,0,0,0,1,0
36,Chadrac Akolo\Chadrac-Akolo,cd COD,FWMF,Stuttgart,de Bundesliga,22,1995,22,13,1102,5,0,0,1,2,0
37,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hoffenheim,de Bundesliga,22,1995,22,17,1690,0,1,0,0,1,0
38,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,23,17,1551,2,2,0,0,1,0
39,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,23,17,1550,9,4,1,2,4,1
40,David Alba\David-Alba,es ESP,DF,Getafe,es La Liga,18,1999,1,1,61,0,0,0,0,0,0
41,Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,es La Liga,28,1989,33,30,2741,2,6,0,0,7,0
42,Raúl Albentosa\Raul-Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,20,19,1747,1,0,0,0,5,0
43,Luis Alberto\Luis-Alberto,es ESP,MFFW,Lazio,it Serie A,24,1992,34,32,2669,11,14,1,2,5,0
44,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,31,1985,31,30,2742,3,1,0,0,7,0
45,Miiko Albornoz\Miiko-Albornoz,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,10,7,703,0,0,0,0,1,0
46,Marc Albrighton\Marc-Albrighton,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,34,30,2538,2,7,0,0,5,1
47,Paco Alcácer\Paco-Alcacer,es ESP,FWMF,Barcelona,es La Liga,23,1993,17,8,698,4,2,0,0,0,0
48,Pedro Alcalá\Pedro-Alcala,es ESP,DF,Girona,es La Liga,28,1989,8,8,688,1,0,0,0,4,0
49,Thiago Alcántara\Thiago-Alcantara,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,19,12,1247,2,2,0,0,3,0
50,David Alcibiade\David-Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,3,2,208,0,0,0,0,0,0
51,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,14,13,1178,0,0,0,0,3,0
52,Steve Aldo One\Steve-Aldo-One,es ESP,DF,La Coruña,es La Liga,22,1995,1,1,90,0,0,0,0,0,0
53,Álex Alegría\Alex-Alegria,es ESP,FW,Levante,es La Liga,24,1992,9,8,625,0,1,0,0,1,0
54,Iván Alejo\Ivan-Alejo,es ESP,FWMF,Eibar,es La Liga,22,1995,22,14,1127,1,3,0,0,5,0
55,Alexander\Alexander,ar ARG,FWMF,Leganés,es La Liga,28,1988,13,13,1056,2,2,1,1,1,0
56,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,19,18,1573,1,1,0,0,3,0
57,Alexis\Alexis,es ESP,DF,Alavés,es La Liga,31,1985,28,25,2183,1,0,0,0,6,0
58,Alisson\Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,37,3330,0,0,0,0,1,0
59,Allan\Allan,br BRA,MF,Napoli,it Serie A,26,1991,38,32,2850,4,5,0,0,2,0
60,Joe Allen\Joe-Allen,wal WAL,MF,Stoke City,eng Premier League,27,1990,36,36,3139,2,6,0,0,8,0
61,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,36,34,2958,9,10,0,0,7,0
62,José Alonso Lara\Jose-Alonso-Lara,es ESP,FW,Sevilla,es La Liga,17,2000,1,0,9,0,0,0,0,0,0
63,Júnior Alonso\Junior-Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,34,30,2782,2,0,0,0,3,0
64,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,33,33,2855,7,2,0,0,6,0
65,Ricky Álvarez\Ricky-Alvarez,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,12,2,267,1,1,0,0,0,0
66,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,17,16,1479,0,0,0,0,0,0
67,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,8,7,675,0,0,0,0,2,0
68,Dani Alves\Dani-Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,25,23,2065,1,4,0,0,7,1
69,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,30,30,2405,0,0,0,0,3,0
70,Eloi Amagat\Eloi-Amagat,es ESP,FWMF,Girona,es La Liga,32,1985,2,0,17,0,0,0,0,0,0
71,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,32,1985,14,10,747,0,0,0,0,2,3
72,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,33,31,2703,0,1,0,0,5,0
73,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,8,6,487,0,0,0,0,1,2
74,Jordi Amat\Jordi-Amat,es ESP,DFMF,Betis,es La Liga,25,1992,25,24,2047,0,0,0,0,7,3
75,Amath\Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,37,36,2835,3,0,0,0,9,0
76,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,27,24,2193,0,3,0,0,7,0
77,Stephan Ambrosius\Stephan-Ambrosius,de GER,DF,Hamburger SV,de Bundesliga,18,1998,1,1,45,0,0,0,0,0,0
78,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,36,35,3154,1,1,0,0,3,1
79,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,28,19,1744,2,3,0,0,4,0
80,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Chelsea,eng Premier League,16,2000,1,0,11,0,0,0,0,0,0
81,Nordin Amrabat\Nordin-Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,3,3,198,0,0,0,0,0,0
82,Nordin Amrabat\Nordin-Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,30,17,1622,2,1,0,0,6,2
83,Jon Ander Serantes\Jon-Ander-Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,1,90,0,0,0,0,0,0
84,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,7,6,546,0,0,0,0,0,0
85,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,Lazio,it Serie A,24,1993,21,9,1162,4,6,0,0,0,0
86,Florin Andone\Florin-Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,29,16,1636,7,3,0,0,6,0
87,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,36,3240,0,0,0,0,2,1
88,Benjamin André\Benjamin-Andre,fr FRA,MF,Rennes,fr Ligue 1,26,1990,34,34,3012,3,2,0,0,11,2
89,Marco Andreolli\Marco-Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,23,20,1829,0,0,0,0,5,0
90,Yoann Andreu\Yoann-Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,23,2070,1,2,0,0,4,0
91,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,22,15,1445,4,3,0,1,3,0
92,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,9,763,0,0,0,0,0,0
93,Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Getafe,es La Liga,19,1998,1,0,29,0,0,0,0,0,0
94,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,27,1989,30,28,2423,0,7,0,0,4,0
95,Gabriele Angella\Gabriele-Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,9,893,0,0,0,0,3,0
96,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,30,1986,25,20,1872,1,3,0,0,6,2
97,Luca Antei\Luca-Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,8,592,0,0,0,0,1,1
98,Mirco Antenucci\Mirco-Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,33,28,2571,11,4,5,5,1,0
99,Waldemar Anton\Waldemar-Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,26,2278,1,0,0,0,1,0
100,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Milan,it Serie A,30,1987,6,1,144,0,0,0,0,1,0
101,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,eng Premier League,27,1990,21,16,1354,3,1,0,0,1,0
102,Mirko Antonucci\Mirko-Antonucci,it ITA,FW,Roma,it Serie A,18,1999,2,0,31,0,1,0,0,0,0
103,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,31,2801,0,2,0,1,14,0
104,Dennis Aogo\Dennis-Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,22,1954,0,6,0,0,5,0
105,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,27,2430,6,4,0,0,1,0
106,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,21,15,1298,0,0,0,0,4,0
107,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,27,26,2125,1,2,0,0,9,2
108,Guilherme Arana\Guilherme-Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,2,193,0,0,0,0,0,0
109,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,27,27,2302,1,3,0,0,4,0
110,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,34,24,2017,5,2,0,0,5,0
111,Sergio Araujo\Sergio-Araujo,ar ARG,FWMF,Las Palmas,es La Liga,25,1992,2,0,40,0,0,0,0,0,0
112,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,26,2416,2,1,0,0,8,0
113,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,34,3060,0,0,0,0,0,0
114,Scott Arfield\Scott-Arfield,ca CAN,FWMF,Burnley,eng Premier League,28,1988,18,15,1333,2,1,0,0,3,0
115,Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,9,5,429,1,0,0,0,1,0
116,Yoël Armougom\Yoel-Armougom,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,4,1,139,0,0,0,0,0,0
117,José Arnaiz\Jose-Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,1,0,6,0,0,0,0,0,0
118,Marko Arnautović\Marko-Arnautovic,at AUT,FWMF,West Ham,eng Premier League,28,1989,31,28,2313,11,6,0,0,5,1
119,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,29,28,2454,2,0,0,1,9,1
120,Jann-Fiete Arp\Jann-Fiete-Arp,de GER,FW,Hamburger SV,de Bundesliga,17,2000,18,8,850,2,0,0,0,1,0
121,Alejandro Arribas\Alejandro-Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,3,270,0,0,0,0,0,0
122,Sergio Arribas\Sergio-Arribas,es ESP,FW,Leganés,es La Liga,22,1995,1,0,24,0,0,0,0,0,0
123,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,30,2700,0,0,0,0,4,0
124,Harry Arter\Harry-Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,13,11,960,1,0,0,0,4,0
125,Aythami Artiles\Aythami-Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,2,185,0,0,0,0,0,0
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,18,1568,0,0,0,0,4,0
127,Takuma Asano\Takuma-Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,15,7,721,1,0,0,0,1,0
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,29,27,2381,0,1,0,0,11,1
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,23,2070,0,0,0,0,3,0
130,Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,32,19,1845,6,4,0,0,2,0
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,34,33,2933,22,5,2,3,9,0
132,Benoît Assou-Ekotto\Benoit-Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,13,1053,0,0,0,0,2,3
133,Simon Asta\Simon-Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,1,0,11,0,0,0,0,0,0
134,Davide Astori\Davide-Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,25,2250,1,1,0,0,5,0
135,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,25,1992,28,19,1784,2,2,0,0,1,0
136,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,13,12,1057,10,4,1,2,0,0
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,16,16,1416,13,3,3,4,1,1
138,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,25,14,1266,9,5,1,2,1,0
139,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,29,29,2532,1,1,0,0,3,0
140,Yann Aurel Bisseck\Yann-Aurel-Bisseck,de GER,DFFW,Köln,de Bundesliga,16,2000,3,1,156,0,0,0,0,0,0
141,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,16,1429,2,2,0,0,2,2
142,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,24,10,1037,7,0,1,1,2,0
143,Danilo Avelar\Danilo-Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,21,20,1727,1,0,0,0,2,0
144,Felipe Avenatti\Felipe-Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,11,4,468,0,0,0,0,1,0
145,Durel Avounou\Durel-Avounou,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,9,8,651,0,0,0,0,1,0
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,22,16,1512,1,0,0,0,2,1
147,André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,12,10,950,0,2,0,0,3,0
148,André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,eng Premier League,27,1989,18,9,895,3,2,0,1,2,0
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,36,33,2852,7,2,1,1,2,1
150,Karim Azamoum\Karim-Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,30,26,2278,1,0,0,0,5,1
151,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,37,3330,2,6,0,0,1,0
152,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,17,14,1159,0,1,0,0,0,0
153,Khouma Babacar\Khouma-Babacar,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,16,1,448,4,1,2,2,1,0
154,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,13,8,750,2,1,1,1,0,0
155,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,30,1986,35,30,2477,15,5,1,1,9,0
156,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,27,27,2351,2,1,0,0,9,2
157,Holger Badstuber\Holger-Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,27,24,2173,2,0,0,0,2,0
158,Dylan Bahamboula\Dylan-Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,4,0,30,0,0,0,0,0,0
159,Farès Bahlouli\Fares-Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,11,2,307,1,0,0,0,2,0
160,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,26,19,1663,7,1,0,0,5,0
161,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,29,29,2538,0,2,0,0,6,0
162,Leon Bailey\Leon-Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,30,25,2215,9,6,0,0,2,0
163,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,13,11,1001,1,0,0,0,2,0
164,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,32,1984,22,22,1909,2,3,2,2,1,0
165,Riad Bajić\Riad-Bajic,ba BIH,FWMF,Udinese,it Serie A,23,1994,5,0,80,0,0,0,0,0,0
166,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,28,23,2055,0,1,0,0,4,0
167,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,15,15,1258,9,0,1,1,5,0
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,29,24,2126,2,2,0,0,4,2
169,Zakaria Bakkali\Zakaria-Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,23,10,914,0,0,0,0,5,0
170,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,3,3,233,2,0,0,0,1,0
171,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,23,19,1470,8,5,0,0,3,2
172,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,eng Premier League,28,1989,2,0,32,0,0,0,0,0,0
173,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,28,1989,26,20,1794,16,4,1,1,5,0
174,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,18,18,1547,0,2,0,0,1,0
175,Andrija Balić\Andrija-Balic,hr CRO,MF,Udinese,it Serie A,19,1997,21,11,1083,0,1,0,0,2,0
176,Iván Balliu\Ivan-Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,25,22,1951,0,1,0,0,6,0
177,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,20,1997,27,25,2055,0,0,0,0,5,1
178,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,21,9,860,1,2,0,0,3,0
179,Leon Balogun\Leon-Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,14,14,1173,0,0,0,0,5,1
180,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,28,26,2272,18,1,6,7,11,1
181,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,18,17,1533,0,0,0,0,2,0
182,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,21,1996,34,27,2571,7,6,4,4,1,0
183,Yacine Bammou\Yacine-Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,16,10,727,3,0,0,0,2,2
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,31,25,2399,3,3,3,3,9,1
185,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,23,1993,16,15,1317,0,0,0,0,5,1
186,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,eng Premier League,18,1998,8,1,198,0,0,0,0,1,0
187,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,24,1992,36,31,2672,8,3,0,0,4,0
188,Sekou Baradji\Sekou-Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,1,0,7,0,0,0,0,0,0
189,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,22,1994,34,31,2713,7,3,0,0,5,0
190,Andrea Barberis\Andrea-Barberis,it ITA,MF,Crotone,it Serie A,23,1993,38,34,3029,2,1,0,0,1,0
191,Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,13,12,1125,0,0,0,0,0,0
192,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,26,16,1582,9,1,0,0,9,0
193,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,32,1985,13,13,1125,0,0,0,0,5,0
194,Nicolò Barella\Nicolo-Barella,it ITA,MF,Cagliari,it Serie A,20,1997,34,34,2955,6,2,3,3,14,2
195,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,27,23,1859,1,1,0,0,5,0
196,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,eng Premier League,23,1993,2,2,129,0,0,0,0,0,0
197,Aymen Barkok\Aymen-Barkok,de GER,MFFW,Eint Frankfurt,de Bundesliga,19,1998,9,2,314,0,1,0,0,1,0
198,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,27,1989,36,21,2165,9,0,0,0,10,0
199,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,19,1997,3,0,10,0,0,0,0,0,0
200,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,30,1987,29,28,2370,0,7,0,0,7,0
201,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Torino,it Serie A,22,1995,9,3,468,0,0,0,0,0,1
202,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,28,24,1965,1,2,0,0,5,2
203,Barri\Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,2,1,115,0,0,0,0,0,0
204,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,18,1998,12,5,443,3,1,0,0,0,0
205,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,25,22,1923,1,1,0,0,4,0
206,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,14,14,1121,2,3,0,0,0,0
207,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,5,2,235,0,0,0,0,2,0
