Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,24,20,1591,1,1,0,0,4,0
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,2,0,11,0,0,0,0,0,0
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,30,26,2108,11,7,0,0,1,0
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,30,22,1654,3,1,1,1,4,0
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,11,7,664,8,0,0,0,1,2
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,14,5,587,0,1,0,0,1,0
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,2,1,69,0,0,0,0,0,0
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,29,26,2240,1,1,0,0,8,2
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,22,10,851,2,2,0,0,2,1
664,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,fr Ligue 1,20,1996,12,8,728,1,0,0,0,2,0
665,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Mainz 05,de Bundesliga,21,1996,27,27,2415,2,1,0,0,5,0
666,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,3,270,0,0,0,0,0,0
667,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,22,1995,1,0,15,0,0,0,0,0,0
668,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,26,16,1382,5,0,0,0,7,0
669,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,31,23,2041,2,0,0,0,3,0
670,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,10,8,606,0,0,0,0,4,0
671,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,18,5,655,1,0,0,0,1,0
672,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,eng Premier League,17,1999,5,0,55,0,0,0,0,0,0
673,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,32,31,2778,1,2,0,0,4,0
674,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,30,26,2237,9,5,0,0,4,0
675,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,9,810,0,0,0,0,0,0
676,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,23,21,1620,2,1,0,0,4,0
677,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,es La Liga,21,1996,6,6,435,0,0,0,0,5,0
678,Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,22,22,1868,0,3,0,0,4,0
679,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,34,32,2824,0,2,0,0,4,0
680,Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,12,8,709,0,1,0,0,2,0
681,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14,14,1260,0,0,0,0,1,0
682,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,12,11,994,0,0,0,0,0,0
683,Landry Dimata\Landry-Dimata,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,21,9,902,0,1,0,0,1,1
684,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,fr Ligue 1,26,1991,14,14,1167,0,0,0,0,4,0
685,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,11,8,711,0,1,0,0,1,1
686,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,16,11,932,0,0,0,0,0,0
687,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,34,3060,3,0,0,0,8,0
688,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,31,1986,15,12,937,0,0,0,0,5,0
689,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,5,3,262,0,0,0,0,2,0
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,25,17,1345,1,0,0,0,4,0
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36,36,3238,1,0,0,0,9,0
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,29,27,2416,0,0,0,0,2,0
693,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,22,1994,28,28,2520,0,0,0,0,10,0
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,30,2700,0,0,0,0,4,1
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,30,2700,0,1,0,0,2,0
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36,36,3240,0,0,0,0,1,0
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,17,9,880,1,1,0,0,1,0
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5,5,450,0,0,0,0,2,0
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,1,0,29,0,0,0,0,0,0
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,29,26,2284,0,3,0,0,3,2
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,3,0,19,0,0,0,0,0,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,18,11,949,2,2,0,0,1,0
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,0,0,0,0,2,0
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,28,20,1794,2,1,0,0,3,0
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,3,1,77,0,0,0,0,0,0
706,Niklas Dorsch\Niklas-Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,1,90,1,0,0,0,0,0
707,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,1,0,84,0,0,0,0,1,0
708,Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,es La Liga,28,1989,14,10,986,0,0,0,0,3,0
709,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,30,30,2509,1,10,0,0,2,0
710,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,24,1993,37,37,3324,7,3,0,0,10,0
711,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,24,1992,19,12,1021,1,0,0,0,4,0
712,Mohamed Dräger\Mohamed-Drager,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,2,0,52,0,0,0,0,0,0
713,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,eng Premier League,26,1991,11,7,769,0,0,0,0,2,0
714,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,26,1991,1,0,45,0,0,0,0,0,0
715,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,0,0,0,0,0,0
716,Boukary Dramé\Boukary-Drame,sn SEN,DFMF,SPAL,it Serie A,32,1985,5,1,95,0,0,0,0,0,0
717,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,30,19,1702,4,5,0,0,1,0
718,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,12,5,527,1,0,0,0,0,0
719,Josip Drmić\Josip-Drmic,ch SUI,FW,M'gladbach,de Bundesliga,24,1992,13,4,467,4,1,0,0,1,0
720,Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,18,16,1440,0,0,0,0,4,0
721,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,11,990,0,0,0,0,1,0
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,24,24,2138,0,2,0,0,9,2
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,34,34,3020,3,3,0,0,6,0
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,12,1080,0,0,0,0,0,0
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,17,9,744,1,0,0,0,3,0
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,37,37,3292,0,1,0,0,8,0
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,20,19,1602,0,0,0,0,1,0
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,26,23,1947,0,2,0,0,4,0
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,38,3420,1,1,0,0,7,0
730,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,1,90,0,0,0,0,0,0
731,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,20,12,1030,3,3,3,4,5,0
732,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,es La Liga,23,1994,24,23,2080,2,2,0,0,4,0
733,Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,es La Liga,17,1999,2,0,22,0,0,0,0,0,0
734,Noë Dussenne\Noe-Dussenne,be BEL,DF,Crotone,it Serie A,25,1992,1,0,84,0,0,0,0,1,0
735,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,33,26,2353,22,3,3,5,0,0
736,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,24,16,1307,0,0,0,0,2,0
737,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,31,1986,36,33,3018,16,3,0,0,6,0
738,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,31,1986,15,14,1193,1,0,0,0,4,0
739,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,23,16,1522,1,0,0,0,2,0
740,Éder\Eder,it ITA,FWMF,Inter,it Serie A,30,1986,29,4,800,3,0,0,0,4,0
741,Simone Edera\Simone-Edera,it ITA,FW,Torino,it Serie A,20,1997,14,2,327,1,1,0,0,0,0
742,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,3194,0,0,0,0,1,0
743,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,eng Premier League,18,1999,6,6,481,0,0,0,0,0,0
744,Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'gladbach,de Bundesliga,19,1997,1,0,11,0,0,0,0,0,0
745,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,7,0,99,0,0,0,0,0,0
746,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,33,31,2692,2,3,0,0,3,0
747,Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,19,12,1108,0,1,0,0,3,0
748,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,11,9,774,0,0,0,0,1,0
749,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,16,1440,0,0,0,0,0,0
750,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,13,11,867,0,1,0,0,3,1
751,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,19,18,1594,3,2,0,0,1,0
752,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,20,1996,33,33,2914,2,2,0,0,6,0
753,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,23,1993,31,30,2691,1,1,0,0,11,2
754,Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,21,9,919,3,0,0,0,4,0
755,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,25,16,1601,4,0,0,1,2,2
756,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,27,1990,19,14,1332,3,1,1,1,2,0
757,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,34,31,2527,4,3,0,0,4,0
758,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,37,37,3218,10,10,0,0,0,0
759,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,28,16,1574,1,0,0,0,3,0
760,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,27,26,2333,0,2,0,0,10,0
761,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,28,1989,34,32,2868,0,3,0,0,7,0
762,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,3,270,0,0,0,0,0,0
763,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,16,6,617,2,1,0,0,0,0
764,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,14,14,1215,0,0,0,0,3,0
765,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,24,12,1125,0,2,0,0,3,0
766,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,5,5,375,1,0,0,0,2,0
767,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,28,26,2270,2,2,0,0,7,0
768,Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,2,2,110,0,0,0,0,0,0
769,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,eng Premier League,36,1981,5,3,228,0,0,0,0,0,0
770,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,4,4,349,0,0,0,0,2,0
771,Edu Expósito\Edu-Exposito,es ESP,MF,La Coruña,es La Liga,20,1996,3,0,97,0,0,0,0,1,0
772,Erik Expósito\Erik-Exposito,es ESP,FW,Las Palmas,es La Liga,21,1996,10,4,473,1,0,0,0,0,0
773,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,fr Ligue 1,25,1992,1,1,90,0,0,0,0,0,0
774,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,21,8,706,1,1,0,0,2,0
775,Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,10,5,467,0,0,0,0,0,0
776,Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,7,3,422,1,0,0,0,0,0
777,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,eng Premier League,32,1985,38,38,3420,0,0,0,0,0,0
778,Fabinho\Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,34,3060,7,3,4,4,8,0
779,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,30,1987,32,25,2307,2,4,0,0,5,2
780,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,34,34,3015,0,0,0,0,1,0
781,Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,31,26,2387,1,2,0,1,7,0
782,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,26,25,2128,18,2,3,4,1,0
783,Diego Falcinelli\Diego-Falcinelli,it ITA,FWMF,Fiorentina,it Serie A,26,1991,12,3,440,0,0,0,0,0,0
784,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,20,15,1314,2,1,0,0,2,0
785,Simon Falette\Simon-Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,1,90,0,0,0,0,0,0
786,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,27,25,2211,1,0,0,0,10,1
787,Cesar Falletti\Cesar-Falletti,uy URU,FWMF,Bologna,it Serie A,24,1992,13,1,321,1,0,0,0,1,0
788,Iago Falque\Iago-Falque,es ESP,FW,Torino,it Serie A,27,1990,37,34,2821,12,8,0,0,2,0
789,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,24,1993,35,25,2457,2,4,0,0,2,0
790,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,7,1,162,0,0,0,0,0,0
791,Davide Faraoni\Davide-Faraoni,it ITA,DF,Crotone,it Serie A,25,1991,28,18,1754,2,4,0,0,3,0
792,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,30,29,2604,0,1,0,0,12,0
793,Diego Farias\Diego-Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,28,14,1609,1,4,0,1,4,0
794,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,30,1987,34,32,2922,2,1,0,0,6,0
795,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,28,1989,15,14,1258,3,0,0,0,7,0
796,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,30,28,2477,18,7,3,4,8,0
797,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,6,6,457,0,0,0,0,0,0
798,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,20,1997,18,12,1168,0,1,0,0,6,0
799,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,19,17,1560,1,0,0,0,2,1
800,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,16,5,683,4,0,0,0,1,0
801,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,eng Premier League,26,1991,23,19,1713,1,1,0,0,2,0
802,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,20,15,1397,1,1,0,0,5,0
803,Julien Féret\Julien-Feret,fr FRA,MF,Caen,fr Ligue 1,35,1982,37,36,3058,0,1,0,0,3,0
804,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,eng Premier League,21,1996,14,9,845,0,1,0,0,1,0
805,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,19,12,1036,0,0,0,0,4,0
806,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,30,1986,3,3,225,0,0,0,0,0,0
807,Augusto Fernández\Augusto-Fernandez,ar ARG,MFFW,Atlético Madrid,es La Liga,31,1986,5,1,110,0,0,0,0,1,0
808,Brian Fernández\Brian-Fernandez,ar ARG,FW,Metz,fr Ligue 1,22,1994,7,0,128,0,0,0,0,0,0
809,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,es La Liga,21,1996,2,2,135,1,0,0,0,0,0
810,Enzo Fernández\Enzo-Fernandez,es ESP,MF,Alavés,es La Liga,22,1995,2,1,70,0,0,0,0,0,0
811,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,eng Premier League,28,1989,30,30,2676,1,1,0,0,5,0
812,Raúl Fernández\Raul-Fernandez,es ESP,GK,Levante,es La Liga,29,1988,11,11,990,0,0,0,0,0,0
813,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,34,33,2881,5,3,0,0,7,0
814,Alex Ferrari\Alex-Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,25,25,2136,1,0,0,0,5,0
815,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,24,4,640,0,0,0,0,4,0
816,Sam Field\Sam-Field,eng ENG,MF,West Brom,eng Premier League,19,1998,10,7,537,1,0,0,0,3,0
817,Afonso Figueiredo\Afonso-Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,5,1,223,0,0,0,0,1,0
818,Gian Filippo Felicioli\Gian-Filippo-Felicioli,it ITA,FWDF,Hellas Verona,it Serie A,19,1997,6,2,277,0,0,0,0,1,0
819,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,22,22,1814,12,3,3,3,2,0
820,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,37,32,2763,15,7,1,1,1,0
821,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,20,1996,14,14,1189,2,2,0,0,4,0
822,Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,10,3,336,0,0,0,0,1,0
823,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,8,6,481,0,0,0,0,2,2
824,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,eng Premier League,33,1984,27,25,2219,1,1,0,0,0,0
825,Sergio Floccari\Sergio-Floccari,it ITA,FWMF,SPAL,it Serie A,35,1981,20,9,883,3,0,0,0,0,0
826,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Roma,it Serie A,26,1991,32,26,2387,1,3,0,1,2,0
827,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,17,2000,5,0,49,0,1,0,0,0,0
828,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,24,1992,16,7,745,0,0,0,0,3,1
829,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,27,22,1868,3,0,1,1,4,1
830,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Celta Vigo,es La Liga,27,1989,12,9,884,0,1,0,0,2,0
831,José Fonte\Jose-Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,8,8,688,0,1,0,0,0,0
832,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,35,30,2615,3,9,0,0,4,0
833,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,25,1991,21,15,1370,2,2,1,1,0,1
834,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,20,1800,0,0,0,0,0,0
835,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,2,1,155,0,0,0,0,1,0
836,Marco Fossati\Marco-Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,17,11,1101,0,0,0,0,5,0
837,Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,19,13,1306,1,1,0,0,0,0
838,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,37,3330,0,0,0,0,2,0
839,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,21,17,1596,0,0,0,0,2,0
840,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,16,13,1241,0,2,0,0,2,0
841,Lilian Fournier\Lilian-Fournier,fr FRA,MF,Metz,fr Ligue 1,19,1998,1,0,15,0,0,0,0,0,0
842,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,9,7,696,0,0,0,0,3,0
843,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,32,31,2705,0,1,0,0,9,2
844,Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,15,12,1041,0,1,0,0,0,0
845,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,eng Premier League,23,1994,26,23,2004,5,3,0,0,0,0
846,Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,11,10,802,1,0,0,0,1,0
847,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,25,1992,35,33,3006,5,2,0,0,4,1
848,Marco Friedl\Marco-Friedl,at AUT,DF,Bayern Munich,de Bundesliga,19,1998,1,0,45,0,0,0,0,0,0
849,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,19,1998,9,6,600,0,0,0,0,0,0
850,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,31,1986,25,21,1921,0,1,0,0,1,0
851,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,33,1984,11,6,541,0,0,0,0,2,0
852,Javi Fuego\Javi-Fuego,es ESP,MF,Espanyol,es La Liga,33,1984,17,17,1336,0,0,0,0,6,0
853,Chris Führich\Chris-Fuhrich,de GER,MFFW,Köln,de Bundesliga,19,1998,2,1,95,0,0,0,0,0,0
854,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,20,1996,29,16,1528,3,4,0,0,4,0
855,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,24,1993,34,26,2387,14,3,3,4,2,0
856,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,eng Premier League,23,1994,2,0,19,0,0,0,0,1,0
857,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,eng Premier League,26,1991,4,1,121,0,0,0,0,1,0
858,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,25,1991,28,11,1081,5,0,1,1,2,0
859,Gabi\Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,34,25,2354,0,0,0,0,8,0
860,Gabriel\Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,29,28,2370,5,2,1,1,6,0
861,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,de Bundesliga,22,1995,29,22,1815,1,3,0,0,4,0
