Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,1,0,0,30,22,16,8,2,8,1,1,0,54,28,81,25.7
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,2,0,0,33,20,1,43,7,18,0,0,0,135,2,5,28.6
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,2,0,0,2,5,0,0,2,0,0,0,0,124,0,0,
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,0,0,0,0,0,1,5,1,1,0,0,0,8,0,2,0
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,1,0,0,0,6,0,1,4,0,0,0,1,206,0,0,
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,4,0,0,15,7,1,4,40,11,0,1,0,311,61,28,68.5
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,1,0,0,13,8,0,72,36,12,0,1,0,154,10,8,55.6
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,1,0,0,19,18,1,73,44,27,0,0,0,267,16,16,50
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,0,0,0,18,10,4,9,3,3,0,0,0,21,5,13,27.8
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,1,0,0,2,3,1,0,7,8,0,0,1,76,9,4,69.2
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,11,0,0,35,45,6,93,55,37,2,0,0,292,14,15,48.3
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,7,2,1,28,43,9,146,24,17,2,0,0,208,5,19,20.8
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22,3,0,0,33,14,0,8,36,41,0,0,0,246,56,33,62.9
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,4,0,0,17,27,1,43,39,40,0,1,0,159,9,6,60
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,12,0,0,43,49,2,88,59,48,0,0,0,257,13,14,48.1
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,4,1,0,13,15,0,1,24,8,0,0,0,107,8,12,40
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,4,0,0,11,8,0,8,5,8,0,0,0,34,1,5,16.7
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,5,0,0,0,12,0,1,7,16,0,0,0,65,1,6,14.3
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,2,0,0,18,5,6,72,14,19,0,0,0,102,6,14,30
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,4,0,0,31,16,19,36,3,3,0,0,0,84,65,60,52
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,0,0,,2,,,,,2,0,0,,21,3,4,42.9
1485,Dodi Lukebakio\Dodi-Lukebakio,cd COD,MF,Watford,eng Premier League,19,1997,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11,4,0,0,25,16,0,7,17,12,0,0,0,105,4,6,40
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27,7,2,1,44,47,9,90,39,36,1,0,1,274,23,18,56.1
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,5,0,0,21,15,3,59,36,25,0,0,0,190,3,7,30
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,0,0,0,2,3,0,0,1,7,0,0,0,13,0,0,
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,3,0,0,19,34,0,3,31,25,0,1,0,245,36,27,57.1
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,0,0,0,3,7,0,0,7,9,0,0,0,38,9,3,75
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,2,0,0,9,13,0,30,18,4,0,0,0,66,22,11,66.7
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,2,0,0,10,3,0,4,7,3,0,0,0,43,4,0,100
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,1,0,0,11,20,0,5,31,12,0,0,0,180,8,5,61.5
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,2,0,0,8,2,0,7,2,4,0,0,0,15,0,3,0
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,11,0,0,29,35,2,112,50,43,1,1,0,296,35,28,55.6
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,0,0,0,5,15,0,16,13,13,1,0,0,66,20,13,60.6
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,11,4,2,39,68,0,38,61,36,0,0,0,443,27,22,55.1
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,7,0,0,34,29,4,15,60,40,0,1,0,579,79,33,70.5
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,0,0,0,1,0,0,1,3,1,0,0,0,4,1,1,50
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,2,0,0,23,56,11,160,22,24,0,0,0,249,15,25,37.5
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,3,2,1,30,22,1,8,56,32,0,1,0,319,10,8,55.6
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,1,0,0,4,10,0,9,31,18,1,0,0,181,10,20,33.3
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,0,0,0,5,1,0,13,4,5,0,1,0,42,3,5,37.5
1508,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,1,0,0,5,3,0,1,10,3,0,0,0,50,6,4,60
1509,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,2,0,0,22,9,0,16,17,17,0,0,0,88,4,7,36.4
1510,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,33.7,0,1,0,0,9,0,0,0,0,0,0,0,176,0,1,0
1511,Linton Maina\Linton-Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
1512,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,1,0,0,10,5,0,20,14,15,0,1,0,88,2,9,18.2
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,1,0,0,4,4,0,5,2,1,0,0,0,15,3,3,50
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,1,0,0,5,3,0,6,15,11,0,0,0,57,9,12,42.9
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,0,0,0,1,0,0,0,1,1,0,0,0,15,1,1,50
1516,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,31.7,2,0,0,23,92,10,190,15,9,1,0,0,154,7,26,21.2
1517,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,2,0,0,13,31,5,66,41,23,1,0,1,204,4,7,36.4
1518,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,3,0,0,14,44,3,46,19,14,0,1,0,168,6,29,17.1
1519,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,12,0,0,45,30,6,113,67,39,0,0,0,394,41,21,66.1
1520,Scott Malone\Scott-Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,3,0,0,19,9,0,45,26,22,0,1,0,144,5,8,38.5
1521,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,0,0,0,25,29,1,63,35,36,0,1,0,342,11,16,40.7
1522,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,5,2,1,14,7,3,3,16,9,0,0,0,98,15,7,68.2
1523,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,29.8,0,1,0,1,3,0,0,0,0,0,0,0,119,0,0,
1524,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,9,1,0,32,25,1,3,71,27,0,0,0,298,37,32,53.6
1525,Georges Mandjeck\Georges-Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.7,5,0,0,27,16,0,1,20,13,0,1,0,152,16,9,64
1526,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36,8,0,0,55,61,2,42,75,51,0,1,0,489,74,62,54.4
1527,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,4,2,1,26,33,13,19,24,25,0,0,0,163,71,49,59.2
1528,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,24.3,3,1,0,24,50,13,32,13,20,0,0,0,137,17,31,35.4
1529,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,0,0,0,2,1,0,0,6,5,0,0,0,55,4,9,30.8
1530,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,0,0,0,1,0,0,0,1,1,0,0,0,19,2,3,40
1531,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,2,0,0,17,12,0,3,21,15,0,1,0,85,3,11,21.4
1532,Kader Mangane\Kader-Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,4,0,0,22,8,2,1,25,23,0,0,0,214,15,11,57.7
1533,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,7,0,0,44,30,2,182,38,51,0,0,0,333,11,27,28.9
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26,0,0,0,20,18,2,0,51,21,0,2,0,312,58,22,72.5
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,2,0,0,22,12,2,29,22,15,0,1,0,169,14,13,51.9
1536,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.3,3,0,0,17,16,1,1,24,5,0,1,0,169,21,11,65.6
1537,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,1,0,0,6,34,1,24,12,8,0,1,0,109,3,3,50
1538,Harrison Manzala\Harrison-Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,3,0,0,15,23,3,55,17,15,0,0,0,136,3,11,21.4
1539,Myziane Maolida\Myziane-Maolida,fr FRA,FW,Lyon,fr Ligue 1,18,1999,3.7,0,0,0,2,1,2,5,0,2,0,0,0,17,1,2,33.3
1540,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,10.7,1,0,0,13,15,1,33,4,4,0,0,0,46,1,1,50
1541,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,1,0,0,17,25,1,27,28,16,0,1,0,150,15,10,60
1542,Vincent Marcel\Vincent-Marcel,fr FRA,FW,Nice,fr Ligue 1,20,1997,0.5,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,
1543,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,5,1,0,32,8,1,2,61,17,0,0,1,446,62,21,74.7
1544,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,3,1,0,27,42,3,157,30,32,1,0,0,204,4,21,16
1545,Solly March\Solly-March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,3,0,0,29,23,7,99,15,32,1,0,0,173,10,18,35.7
1546,Gabriele Marchegiani\Gabriele-Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1547,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,1,0,0,7,3,0,4,4,15,0,0,0,77,4,1,80
1548,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,4,0,0,18,11,0,2,30,7,0,1,0,282,58,26,69
1549,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,28,1989,18.4,5,0,0,17,10,4,59,17,16,1,0,0,152,12,11,52.2
1550,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,6,0,0,19,18,3,2,33,13,0,0,0,193,43,9,82.7
1551,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,6,0,0,34,13,24,5,3,6,1,0,0,83,18,26,40.9
1552,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,4,0,0,32,16,0,4,46,17,0,0,0,300,42,31,57.5
1553,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,5,0,0,22,16,1,12,38,40,0,1,0,212,4,15,21.1
1554,Adrián Marín\Adrian-Marin,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,1,0,0,4,0,0,3,2,2,0,0,0,16,2,1,66.7
1555,João Mário\Joao-Mario,pt POR,MFFW,West Ham,eng Premier League,24,1993,11.4,0,0,0,14,20,0,50,10,10,0,0,0,75,4,18,18.2
1556,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,24,1993,6.2,0,0,0,6,12,2,30,5,5,1,0,0,53,3,11,21.4
1557,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,23,1994,17,4,0,0,14,4,0,0,39,13,0,0,0,153,19,14,57.6
1558,Marlon\Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,5,2,1,21,11,0,2,19,16,0,1,1,143,17,14,54.8
1559,Dominic Maroh\Dominic-Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,0,0,0,5,10,1,0,24,11,0,0,0,127,23,12,65.7
1560,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,1,0,0,11,8,0,1,18,14,0,0,0,220,22,8,73.3
1561,Bruno Martella\Bruno-Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,3,0,0,7,9,1,118,51,10,0,0,0,321,42,34,55.3
1562,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,26,1991,10.7,4,0,0,17,14,5,6,1,3,0,0,0,35,5,10,33.3
1563,Anthony Martial\Anthony-Martial,fr FRA,FWMF,Manchester Utd,eng Premier League,21,1995,17.6,1,0,0,17,28,8,49,4,9,1,0,0,117,11,14,44
1564,Aarón Martín\Aaron-Martin,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,6,0,0,29,20,0,149,53,23,0,0,0,289,10,24,29.4
1565,Jonas Martin\Jonas-Martin,fr FRA,MFFW,Strasbourg,fr Ligue 1,27,1990,33.6,6,0,0,53,40,3,48,33,42,1,0,0,304,26,33,44.1
1566,Cuco Martina\Cuco-Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,2,0,0,26,10,1,45,46,38,0,0,0,233,19,29,39.6
1567,Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,es La Liga,31,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
1568,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Getafe,es La Liga,24,1992,5,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,
1569,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,es La Liga,26,1991,11.7,0,0,0,12,17,3,14,21,5,0,1,0,175,19,14,57.6
1570,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,26,1991,16,5,0,0,16,18,1,5,31,15,0,0,0,206,24,12,66.7
1571,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,28,1988,17.9,1,0,0,16,18,0,6,42,14,0,0,0,239,54,26,67.5
1572,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,28,1989,23.5,4,0,0,23,28,1,13,50,27,0,2,0,232,23,20,53.5
1573,Roger Martínez\Roger-Martinez,co COL,FW,Villarreal,es La Liga,23,1994,2.6,1,0,0,5,10,2,2,0,0,0,0,0,5,2,2,50
1574,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,Stoke City,eng Premier League,25,1992,13.8,3,0,0,12,6,1,4,19,7,0,0,0,119,15,9,62.5
1575,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,12.6,2,0,0,15,17,0,35,34,15,0,0,0,126,11,5,68.8
1576,Christopher Martins\Christopher-Martins,lu LUX,MF,Lyon,fr Ligue 1,20,1997,0.8,1,0,0,2,0,0,0,1,2,0,0,0,7,0,0,
1577,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,24,1992,28,3,1,0,25,16,6,101,33,20,1,0,0,249,21,9,70
1578,Omar Mascarell\Omar-Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1993,8.6,4,0,0,18,9,0,3,23,18,0,0,0,124,15,13,53.6
1579,Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,es La Liga,33,1984,6,0,0,0,9,1,0,0,9,9,0,0,0,48,2,3,40
1580,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,31,1986,30.1,5,0,0,23,10,5,6,80,36,0,0,0,424,53,24,68.8
1581,Adam Masina\Adam-Masina,it ITA,DF,Bologna,it Serie A,23,1994,31.4,8,1,0,53,23,4,44,56,61,0,2,0,288,112,39,74.2
1582,Eden Massouema\Eden-Massouema,cg CGO,MF,Dijon,fr Ligue 1,20,1997,2.1,1,0,0,5,2,0,0,4,0,0,0,0,9,2,1,66.7
1583,Arthur Masuaku\Arthur-Masuaku,cd COD,MFDF,West Ham,eng Premier League,23,1993,20.8,5,0,0,30,30,2,100,27,36,0,0,0,193,13,13,50
1584,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,29,1988,21.4,1,0,0,12,20,18,112,14,8,0,0,0,165,0,3,0
1585,Christian Mathenia\Christian-Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,2,0,0,1,2,0,0,0,0,0,0,0,111,0,0,
1586,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,28,1988,34.6,6,0,0,33,22,2,18,67,50,0,0,0,484,28,19,59.6
1587,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,25,1991,22.2,3,0,0,19,11,1,0,39,23,0,0,0,286,34,15,69.4
1588,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,24,1993,1.9,0,0,0,1,3,0,3,2,0,0,0,0,18,2,3,40
1589,Ryder Matos\Ryder-Matos,br BRA,FWMF,Hellas Verona,it Serie A,24,1993,10.9,1,0,0,10,31,9,19,4,12,0,0,0,55,9,27,25
1590,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,32,1984,10.2,1,0,0,6,17,13,6,0,1,3,0,0,29,9,19,32.1
1591,Ville Matti Steinmann\Ville-Matti-Steinmann,de GER,MF,Hamburger SV,de Bundesliga,22,1995,6.6,2,0,0,14,10,0,0,17,12,0,0,0,116,17,14,54.8
1592,Federico Mattiello\Federico-Mattiello,it ITA,DF,SPAL,it Serie A,22,1995,24.5,7,2,1,41,43,2,53,67,45,0,0,0,194,19,22,46.3
1593,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,30,1987,0.3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,
1594,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,30,1987,26.2,3,0,0,43,24,4,23,30,36,0,0,0,184,33,32,50.8
1595,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1596,Maurício\Mauricio,br BRA,DF,Lazio,it Serie A,28,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1597,Mërgim Mavraj\Mergim-Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,31,1986,16.1,3,1,1,20,11,0,4,33,19,0,0,0,247,61,41,59.8
1598,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DFMF,Arsenal,eng Premier League,19,1997,2.2,0,1,0,2,3,0,0,7,1,0,0,0,17,1,4,20
1599,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Swansea City,eng Premier League,23,1994,38,3,0,0,19,11,1,3,43,22,0,0,0,438,75,45,62.5
1600,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,23,1993,32.9,5,0,0,28,16,3,315,40,31,0,0,0,298,22,34,39.3
1601,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Stoke City,eng Premier League,28,1989,25.7,3,0,0,22,24,14,38,23,23,0,0,0,153,33,44,42.9
1602,Alexandru Maxim\Alexandru-Maxim,ro ROU,MFFW,Mainz 05,de Bundesliga,27,1990,10.6,4,0,0,19,16,1,75,9,10,0,0,0,77,4,16,20
1603,Florian Mayer\Florian-Mayer,de GER,DF,M'gladbach,de Bundesliga,19,1998,0.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
1604,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,20,1997,3.9,0,0,0,2,5,7,0,0,4,0,0,0,22,4,2,66.7
1605,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,23,1994,0.9,0,0,0,1,0,0,3,3,0,0,0,0,8,1,0,100
1606,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,21,1995,11.3,4,0,0,32,19,0,16,26,17,0,1,0,119,19,29,39.6
1607,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,18,1998,23.3,2,0,0,9,37,23,42,0,4,1,0,0,98,1,4,20
1608,Kylian Mbappé\Kylian-Mbappe,fr FRA,FWMF,Monaco,fr Ligue 1,18,1998,0.8,0,0,0,0,1,2,2,0,1,0,0,0,3,0,0,
1609,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,22,1994,19.6,4,2,1,28,31,2,16,29,32,0,1,1,197,34,24,58.6
1610,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,22,1994,7.5,0,0,0,5,4,0,7,15,12,0,0,0,73,15,13,53.6
1611,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,fr Ligue 1,23,1993,17.7,2,1,0,35,24,0,91,22,31,0,0,0,201,11,4,73.3
1612,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Montpellier,fr Ligue 1,21,1996,23.3,4,0,0,12,21,14,121,5,15,0,0,0,98,3,2,60
1613,Bryan Mbeumo\Bryan-Mbeumo,fr FRA,FWMF,Troyes,fr Ligue 1,17,1999,0.7,0,0,0,1,4,0,2,0,0,0,0,0,7,3,1,75
1614,Jordi Mboula\Jordi-Mboula,es ESP,MFFW,Monaco,fr Ligue 1,18,1999,0.3,0,0,0,1,2,0,5,0,0,0,0,0,3,0,1,0
1615,James McArthur\James-McArthur,sco SCO,MFFW,Crystal Palace,eng Premier League,29,1987,27,5,0,0,45,29,0,11,43,37,0,0,0,291,22,23,48.9
1616,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,eng Premier League,37,1979,5.1,0,0,0,2,2,0,1,11,4,0,0,0,65,10,7,58.8
1617,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,eng Premier League,21,1996,3.1,0,0,0,4,4,0,3,1,2,0,0,0,15,20,20,50
1618,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,27,1989,18,2,0,0,0,1,0,0,1,0,0,0,0,72,0,0,
1619,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,26,1990,2.3,0,0,0,3,2,0,2,6,8,0,0,0,38,2,3,40
1620,James McClean\James-McClean,ie IRL,MFFW,West Brom,eng Premier League,28,1989,15.6,7,0,0,35,13,5,88,20,22,0,0,1,123,6,17,26.1
1621,Weston McKennie\Weston-McKennie,us USA,MF,Schalke 04,de Bundesliga,18,1998,14,3,0,0,37,9,0,3,24,20,0,0,0,185,21,17,55.3
1622,Sam McQueen\Sam-McQueen,eng ENG,DFFW,Southampton,eng Premier League,22,1995,1.6,0,0,0,0,0,1,4,3,3,0,0,0,19,0,1,0
1623,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,20,1996,7,2,0,0,7,15,0,4,15,11,0,0,0,60,6,6,50
1624,Iuri Medeiros\Iuri-Medeiros,pt POR,FWMF,Genoa,it Serie A,23,1994,7.1,1,0,0,3,10,4,33,3,3,0,0,0,37,2,11,15.4
