Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
1245,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1619,142,636,934,144,20,1559,5,6,83.3,5,0,1110,5375,3212,1177,1150,97.7,6,9
1246,Jules Keita\Jules-Keita,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,5.1,230,3,18,74,164,42,225,26,44,59.1,27,1,217,1932,1346,234,173,73.9,19,20
1247,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,23,1995,15.4,1227,31,140,777,414,54,1215,26,43,60.5,30,2,1023,6202,3701,1059,958,90.5,33,28
1248,Keko\Keko,es ESP,MFFW,Valladolid,es La Liga,26,1991,17,757,21,129,324,370,55,733,33,51,64.7,35,1,562,4221,2522,752,489,65,36,29
1249,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,505,109,318,209,12,8,494,0,0,,0,0,258,1684,942,247,242,98,1,1
1250,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,1326,159,651,692,64,19,1287,4,6,66.7,4,0,737,4442,2493,736,715,97.1,4,5
1251,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,eng Premier League,22,1996,15,777,24,177,383,288,33,730,42,62,67.7,46,3,562,3740,1857,551,435,78.9,21,31
1252,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,675,37,177,323,191,4,545,7,13,53.8,10,1,377,1463,773,384,346,90.1,8,8
1253,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,1120,151,628,511,41,11,1067,1,2,50,1,0,565,2988,1805,527,522,99.1,1,5
1254,Sebastian Kerk\Sebastian-Kerk,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,13.1,605,29,155,242,239,20,504,7,13,53.8,7,1,335,1728,939,444,335,75.5,11,11
1255,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,21,1996,33.5,2105,86,408,1200,667,120,2068,46,68,67.6,50,2,1658,9438,4899,1816,1566,86.2,59,43
1256,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,15,637,6,75,406,187,20,610,27,45,60,28,1,456,2319,1244,535,417,77.9,31,23
1257,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,31.3,1538,5,89,690,847,154,1289,44,79,55.7,50,1,1078,6674,3889,1452,1007,69.4,91,75
1258,Rani Khedira\Rani-Khedira,de GER,DFMF,Augsburg,de Bundesliga,24,1994,29.2,1581,169,850,698,125,28,1548,3,5,60,3,0,930,4517,2185,954,913,95.7,8,11
1259,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,419,14,70,249,119,31,412,2,2,100,2,1,303,1306,565,354,312,88.1,6,3
1260,Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Leverkusen,de Bundesliga,26,1992,2,62,4,7,31,26,6,61,0,0,,0,0,30,58,11,96,49,51,5,5
1261,Kike\Kike,es ESP,FW,Eibar,es La Liga,28,1989,14.4,613,4,25,227,380,103,597,11,16,68.8,11,0,387,1679,584,916,478,52.2,58,29
1262,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
1263,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34,3331,91,732,1708,1122,69,2904,40,56,71.4,43,3,2438,14275,7379,2486,2353,94.7,36,34
1264,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,1665,115,621,1066,102,6,1626,6,13,46.2,7,0,1223,7074,4055,1239,1227,99,4,11
1265,Joshua King\Joshua-King,no NOR,FW,Bournemouth,eng Premier League,26,1992,32.9,1360,27,162,618,703,190,1330,73,119,61.3,79,5,1067,8874,5257,1614,1002,62.1,114,113
1266,Sofian Kiyine\Sofian-Kiyine,be BEL,MFDF,Chievo,it Serie A,20,1997,9.1,504,19,104,280,169,17,465,36,52,69.2,37,3,405,2898,1834,403,339,84.1,19,24
1267,Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,1166,206,712,470,30,21,1136,3,3,100,3,0,649,2949,1424,666,643,96.5,4,1
1268,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,1593,65,297,829,546,50,1549,22,30,73.3,22,1,989,3936,1712,1186,983,82.9,41,23
1269,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,4.9,206,3,34,84,101,26,203,2,8,25,3,0,139,908,517,223,139,62.3,9,8
1270,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,748,109,401,378,24,3,726,2,2,100,2,0,454,3267,1840,463,459,99.1,1,3
1271,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,89,5,11,49,34,8,86,5,6,83.3,5,0,68,306,161,95,66,69.5,8,4
1272,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,1259,72,367,575,391,36,1062,11,13,84.6,11,0,639,4005,2195,678,600,88.5,12,15
1273,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,667,8,81,258,386,70,649,30,62,48.4,31,1,520,4445,2741,695,480,69.1,41,25
1274,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,331,21,98,177,88,6,284,12,16,75,13,1,200,1874,1039,175,166,94.9,4,7
1275,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31,2306,240,1377,1066,61,24,2242,7,7,100,7,0,1629,10475,6341,1618,1603,99.1,3,11
1276,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,eng Premier League,26,1991,20.4,960,23,199,396,445,60,867,29,62,46.8,33,2,698,5060,2894,774,611,78.9,45,27
1277,Törles Knöll\Torles-Knoll,de GER,FW,Nürnberg,de Bundesliga,20,1997,4.1,137,4,15,78,51,16,129,4,7,57.1,4,0,87,524,272,141,92,65.2,22,3
1278,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1,46,41,46,0,0,0,38,0,0,,0,0,26,202,75,24,23,95.8,0,0
1279,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,563,498,562,1,0,0,410,1,1,100,1,0,308,1576,645,241,240,99.6,0,1
1280,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,1099,102,457,647,58,11,1070,4,7,57.1,5,1,703,3296,1662,709,672,94.8,5,21
1281,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,71,0,9,32,32,7,69,1,3,33.3,1,0,43,211,91,122,56,45.9,7,4
1282,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,657,36,187,369,135,13,644,8,12,66.7,8,2,408,1973,1048,445,410,92.1,11,10
1283,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,82,11,47,38,2,2,82,0,0,,0,0,44,263,130,45,44,97.8,0,0
1284,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,2324,51,399,1299,731,36,2168,31,39,79.5,32,1,1664,6184,2753,1895,1703,89.9,20,28
1285,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,2401,128,688,1146,770,46,2025,36,63,57.1,37,1,1538,9454,6084,1582,1493,94.4,21,19
1286,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21,1412,50,331,649,507,88,1195,16,33,48.5,17,1,916,4559,2859,1019,880,86.4,30,18
1287,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,53,2,6,24,29,6,52,3,6,50,3,0,38,240,143,74,40,54.1,5,7
1288,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,2317,193,1109,1100,271,30,2118,11,18,61.1,12,0,1447,8119,5189,1568,1511,96.4,14,8
1289,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1308,111,530,821,42,8,1303,3,4,75,3,0,1017,5235,2959,1063,1053,99.1,1,0
1290,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20,1275,77,447,610,333,7,1025,44,71,62,46,2,768,5794,3854,669,615,91.9,27,24
1291,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27,1347,124,634,733,68,21,1309,18,20,90,18,0,759,5324,2955,672,658,97.9,9,12
1292,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,654,10,37,299,345,93,627,20,29,69,21,2,460,2453,1134,1029,489,47.5,62,32
1293,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,922,55,263,614,131,13,917,25,32,78.1,25,2,682,4229,1862,694,647,93.2,8,14
1294,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,56,2,8,42,6,0,56,1,1,100,1,0,54,255,75,55,48,87.3,2,5
1295,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,1255,114,662,667,45,14,1217,9,12,75,10,0,854,6361,3509,836,809,96.8,5,7
1296,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,fr Ligue 1,23,1995,19,1310,60,403,696,318,7,1121,10,16,62.5,10,0,794,4483,2897,801,753,94,14,17
1297,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,1599,156,758,744,187,31,1493,13,21,61.9,14,0,912,4525,2463,988,918,92.9,11,5
1298,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,281,4,39,102,174,28,268,10,19,52.6,11,0,232,2535,1600,281,218,77.6,11,9
1299,Pascal Köpke\Pascal-Kopke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,38,0,2,19,21,7,37,3,3,100,3,1,40,306,163,51,33,64.7,1,5
1300,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,684,38,225,311,183,7,566,5,10,50,7,0,366,1809,1161,393,341,86.8,7,10
1301,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,1034,160,619,464,24,8,1011,1,2,50,1,0,699,4177,2139,714,698,97.8,0,2
1302,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,1991,60,426,857,849,111,1578,56,80,70,60,3,1181,9618,6048,1247,1002,80.4,36,49
1303,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,,,,,,,,,,,,,,,,,,,,
1304,Christian Kouamé\Christian-Kouame,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,1473,34,151,613,806,204,1446,62,111,55.9,66,6,1017,6499,3546,1909,1097,57.5,100,79
1305,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,962,825,956,6,0,0,658,3,3,100,3,0,450,2227,1217,347,347,100,0,0
1306,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2867,264,1205,1739,134,36,2797,11,15,73.3,12,0,2067,11984,7499,2125,2069,97.4,8,16
1307,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37,2374,279,1361,1167,85,23,2283,20,22,90.9,21,0,1505,9460,5842,1494,1468,98.3,8,12
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,1034,53,262,597,242,37,1019,19,26,73.1,20,1,652,3738,1816,746,601,80.6,20,23
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,1706,26,238,1008,595,35,1668,34,41,82.9,34,1,1454,7043,3722,1538,1418,92.2,26,44
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,113,0,6,50,63,13,110,7,13,53.8,8,1,94,515,275,148,94,63.5,7,6
1311,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,235,5,46,121,82,26,228,8,17,47.1,9,1,153,959,584,220,145,65.9,6,10
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,131,112,130,2,0,0,88,0,0,,0,0,70,444,216,56,56,100,0,0
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33,1796,120,595,844,427,25,1400,11,16,68.8,11,0,935,4512,2644,884,808,91.4,22,24
1314,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,445,60,267,187,14,2,436,2,2,100,2,0,285,1435,701,293,291,99.3,0,0
1315,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,1381,22,158,622,740,165,1270,41,67,61.2,41,0,1070,7967,4714,1337,1019,76.2,53,47
1316,Christoph Kramer\Christoph-Kramer,de GER,MF,M'gladbach,de Bundesliga,27,1991,12.6,896,39,233,588,132,14,875,17,24,70.8,18,0,607,3004,1542,619,583,94.2,7,14
1317,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,283,11,74,118,110,7,244,3,6,50,4,0,166,1071,608,170,153,90,3,5
1318,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,707,28,185,331,242,23,604,7,13,53.8,7,0,470,2901,1775,530,451,85.1,11,3
1319,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,664,40,210,413,71,7,649,5,8,62.5,6,0,398,1946,896,417,404,96.9,8,8
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,2389,34,402,1560,568,21,2173,14,18,77.8,14,0,1811,7954,4243,1913,1834,95.9,14,12
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,1719,70,284,859,751,113,1694,49,76,64.5,51,2,1354,10232,6347,1575,1292,82,54,51
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,2050,13,135,1067,996,124,1869,49,67,73.1,54,2,1540,8724,3908,2019,1573,77.9,75,46
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,705,56,239,356,145,10,584,10,12,83.3,10,0,348,1847,875,354,314,88.7,8,4
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,599,6,90,305,252,45,589,15,29,51.7,18,1,460,3101,1518,577,442,76.6,42,32
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,812,55,183,476,202,25,793,23,37,62.2,25,2,465,2838,1393,587,491,83.6,22,24
1326,Dejan Kulusevski\Dejan-Kulusevski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,77,0,7,39,40,5,76,3,4,75,3,0,70,501,263,83,69,83.1,4,2
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,1412,77,343,933,232,6,1340,20,31,64.5,23,1,996,5609,2833,895,864,96.5,7,27
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,1681,55,298,932,596,52,1567,33,46,71.7,35,4,1188,7929,4580,1425,1223,85.8,28,23
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,683,18,135,298,274,39,605,14,20,70,14,2,420,1687,946,532,432,81.2,20,17
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,164,4,20,80,73,3,145,1,3,33.3,1,0,104,470,233,138,106,76.8,7,6
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,157,0,17,84,68,13,148,13,15,86.7,13,1,127,925,507,178,97,54.5,9,14
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,1577,65,421,771,470,14,1318,37,55,67.3,42,4,837,4030,2236,870,782,89.9,29,20
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0,2,0,1,1,0,0,2,1,1,100,1,0,3,13,1,4,1,25,0,0
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,291,6,17,110,186,58,274,16,31,51.6,16,0,219,1523,613,461,200,43.4,35,16
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,192,2,25,96,93,14,186,7,22,31.8,8,1,158,1405,798,164,141,86,6,20
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,1355,21,117,679,681,149,1341,63,119,52.9,73,7,1007,7268,4551,1622,1028,63.4,70,74
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,36,1,5,19,17,3,33,1,4,25,2,0,21,182,120,42,19,45.2,4,1
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,1168,30,101,463,664,211,1123,52,72,72.2,53,4,909,4390,2069,1435,893,62.2,68,53
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,1098,988,1091,8,0,0,764,2,2,100,2,0,564,2460,1172,424,422,99.5,0,0
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,1678,243,957,754,52,35,1600,2,3,66.7,2,0,782,3729,2037,855,825,96.5,5,1
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,1109,23,204,557,424,52,1039,33,61,54.1,37,0,696,3764,2294,803,615,76.6,43,34
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,209,3,19,71,142,16,204,13,24,54.2,15,3,187,1377,813,212,173,81.6,14,15
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34,2566,96,637,1300,876,28,2124,46,97,47.4,50,5,1727,11600,7138,1760,1566,89,56,45
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,378,3,39,184,175,29,368,9,13,69.2,10,1,287,1359,603,352,282,80.1,9,11
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,600,5,48,258,342,63,572,21,33,63.6,23,1,461,2785,1510,588,437,74.3,23,24
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,38,0,1,17,21,7,36,0,0,,0,0,23,167,50,78,27,34.6,2,3
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,734,84,446,304,25,11,715,5,5,100,5,0,373,2097,1211,357,349,97.8,6,2
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'gladbach,de Bundesliga,27,1991,13.9,913,50,254,494,217,22,790,4,9,44.4,5,0,563,2869,1512,630,578,91.7,5,6
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,1125,108,526,641,48,15,1103,3,3,100,3,0,754,4983,2839,780,773,99.1,2,2
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,544,4,64,350,180,21,525,13,19,68.4,14,1,448,2823,1433,519,439,84.6,8,16
1352,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FWMF,Genoa,it Serie A,28,1990,4.5,150,0,7,58,89,40,146,4,8,50,5,0,81,389,213,221,102,46.2,14,5
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34,3275,237,1163,2148,208,33,3203,2,5,40,3,0,2490,14754,10492,2647,2602,98.3,4,3
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1795,274,1030,841,46,20,1697,3,4,75,3,0,993,6108,3581,1024,998,97.5,3,3
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,45,1,7,26,18,4,36,0,0,,0,0,25,255,183,31,24,77.4,1,1
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,777,40,93,371,361,128,723,11,22,50,13,0,432,3101,1749,1045,493,47.2,71,29
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,1437,276,916,521,53,33,1415,3,4,75,3,0,736,3262,1342,703,685,97.4,9,8
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,1206,29,259,698,338,25,1113,18,29,62.1,21,0,837,4963,2290,863,780,90.4,21,21
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3,219,18,79,106,45,5,187,2,2,100,2,0,122,548,224,123,111,90.2,3,2
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,1299,50,250,765,362,41,1279,18,39,46.2,22,3,907,4498,2387,963,875,90.9,26,24
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,248,21,102,163,4,1,233,2,2,100,2,0,189,1262,835,184,180,97.8,0,0
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0,7,0,0,5,3,2,7,0,0,,0,0,7,68,60,9,7,77.8,2,1
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,684,38,186,401,148,1,571,7,7,100,7,0,400,2461,1482,407,369,90.7,4,12
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,1926,172,946,1068,77,21,1886,10,14,71.4,12,0,1266,8003,4802,1230,1202,97.7,12,6
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,482,13,126,235,154,16,437,12,25,48,13,0,334,2281,1264,330,302,91.5,11,7
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,342,7,55,133,171,7,284,7,10,70,7,0,231,1092,614,250,220,88,11,7
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,1951,87,454,928,686,52,1581,30,65,46.2,34,2,1164,6829,3873,1243,1079,86.8,36,26
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,1332,46,265,564,629,92,1142,49,84,58.3,52,2,911,7540,5263,962,798,83,39,21
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,1859,65,381,858,859,77,1663,66,111,59.5,71,1,1415,13428,9213,1488,1292,86.8,56,61
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,84,1,8,41,37,16,80,3,7,42.9,3,0,64,356,124,96,62,64.6,3,7
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25,1742,221,948,762,116,16,1651,9,13,69.2,9,1,1055,5155,2717,1070,1039,97.1,8,5
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,257,23,127,144,7,5,248,2,2,100,2,0,178,1207,608,180,179,99.4,1,0
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1560,73,387,1001,238,45,1524,6,10,60,6,0,837,3747,1480,991,872,88,24,15
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,620,15,107,331,246,32,604,18,31,58.1,21,2,478,3338,2091,527,437,82.9,29,18
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,401,16,38,175,206,68,377,14,20,70,15,0,267,1418,765,569,282,49.6,30,19
1376,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,524,15,63,252,256,49,518,20,35,57.1,21,2,376,2653,1400,516,373,72.3,23,29
1377,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,1375,1172,1361,19,0,0,975,2,2,100,2,0,714,4313,2004,547,544,99.5,0,1
1378,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1767,64,395,1067,404,46,1701,20,31,64.5,20,1,1257,6279,3268,1451,1281,88.3,30,31
1379,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20,1160,131,542,506,163,14,1041,13,13,100,13,0,606,3073,1692,637,586,92,10,8
1380,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,351,8,54,141,178,69,344,12,19,63.2,13,0,234,1610,1047,411,227,55.2,22,14
1381,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1890,94,643,921,485,48,1569,27,44,61.4,30,5,1185,7871,4822,1181,1066,90.3,32,27
1382,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1693,69,417,1084,280,17,1628,15,23,65.2,16,0,1153,5292,2699,1137,1082,95.2,10,16
