Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
1226,Vinicius Júnior\Vinicius-Junior,br BRA,FWMF,Real Madrid,es La Liga,19,2000,15.2,766,1,69,311,469,148,762,53,109,48.6,58,3,686,4082,2973,809,617,76.3,40,18
1227,James Justin\James-Justin,eng ENG,DF,Leicester City,eng Premier League,21,1998,11.2,943,27,247,489,267,19,834,13,17,76.5,14,0,596,2575,1466,661,606,91.7,13,15
1228,Musa Juwara\Musa-Juwara,gm GAM,FWMF,Bologna,it Serie A,17,2001,1.7,105,3,13,50,60,11,102,6,8,75,6,0,84,772,545,100,83,83,4,3
1229,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,282,49,182,106,4,1,270,0,0,,0,0,126,535,289,144,141,97.9,0,0
1230,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,1313,216,742,633,39,21,1292,17,23,73.9,18,0,839,5074,2812,823,808,98.2,10,9
1231,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25,948,198,575,387,28,19,937,7,8,87.5,8,0,458,2201,838,448,434,96.9,8,8
1232,Abdoul Kader Bamba\Abdoul-Kader-Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,25,1994,16.3,960,9,131,501,415,50,921,55,98,56.1,60,1,804,4269,2747,882,704,79.8,40,40
1233,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,de Bundesliga,27,1992,27.5,1623,68,431,736,528,76,1424,7,18,38.9,7,0,809,3629,2077,1264,1049,83,18,21
1234,Florian Kainz\Florian-Kainz,at AUT,FWMF,Köln,de Bundesliga,26,1992,17.3,942,13,157,399,456,37,821,26,47,55.3,28,4,622,3642,2034,749,600,80.1,20,21
1235,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Amiens,fr Ligue 1,28,1991,22.2,1211,11,103,621,562,56,1140,49,85,57.6,55,5,883,3591,1879,1161,891,76.7,69,96
1236,Lovre Kalinić\Lovre-Kalinic,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,129,107,128,1,0,0,78,0,0,,0,0,52,314,206,39,38,97.4,0,0
1237,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Roma,it Serie A,31,1988,6.3,192,1,4,78,114,38,184,1,2,50,1,0,118,488,178,265,158,59.6,14,8
1238,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,33,1985,1.6,75,2,10,31,36,7,74,1,4,25,1,0,53,244,128,71,49,69,7,3
1239,Samuel Kalu\Samuel-Kalu,ng NGA,FWDF,Bordeaux,fr Ligue 1,21,1997,15.1,784,24,131,401,307,64,752,54,88,61.4,58,2,616,3044,1952,699,552,79,34,46
1240,Daichi Kamada\Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,22,1996,21.9,1052,6,99,520,509,88,956,37,56,66.1,38,0,712,3627,2005,1007,684,67.9,39,54
1241,François Kamano\Francois-Kamano,gn GUI,DFMF,Bordeaux,fr Ligue 1,23,1996,7.2,396,13,61,243,128,18,379,11,26,42.3,11,2,314,1648,1097,363,297,81.8,12,13
1242,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,19,1999,23.8,1547,120,682,884,94,19,1499,14,22,63.6,14,1,1031,5131,2731,1034,1004,97.1,5,13
1243,Hassane Kamara\Hassane-Kamara,fr FRA,DFFW,Reims,fr Ligue 1,24,1994,19,1424,63,512,691,354,22,1269,33,51,64.7,35,1,917,5668,3307,946,847,89.5,26,23
1244,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,584,10,117,374,141,7,566,8,12,66.7,9,1,447,2589,1094,467,443,94.9,6,8
1245,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,923,39,85,468,432,132,886,28,59,47.5,34,3,607,3000,1408,1328,689,51.9,52,43
1246,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,fr Ligue 1,21,1998,0.8,29,0,1,10,21,7,27,1,1,100,1,0,19,58,38,46,23,50,5,3
1247,Lee Kangin\Lee-Kangin,kr KOR,MFFW,Valencia,es La Liga,18,2001,5,288,1,22,153,136,11,269,9,11,81.8,9,1,243,1499,704,266,236,88.7,8,15
1248,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,1398,50,290,785,416,37,1389,28,46,60.9,30,1,970,4731,2478,1045,915,87.6,26,32
1249,Stefanos Kapino\Stefanos-Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,37,35,37,0,0,0,24,0,0,,0,0,16,90,46,10,10,100,0,0
1250,Wilfrid Kaptoum\Wilfrid-Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,2.2,102,4,32,58,19,1,100,2,2,100,2,1,68,374,219,78,68,87.2,3,7
1251,Kenan Karaman\Kenan-Karaman,tr TUR,FW,Düsseldorf,de Bundesliga,25,1994,15,523,10,40,229,286,89,505,24,37,64.9,28,1,378,1888,970,717,407,56.8,52,31
1252,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Parma,it Serie A,21,1998,6.4,244,4,30,111,117,19,242,15,26,57.7,16,2,185,807,423,244,175,71.7,22,12
1253,Mamoudou Karamoko\Mamoudou-Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,0.1,8,0,0,7,3,0,8,0,1,0,0,0,4,16,3,5,5,100,0,0
1254,Florian Kastenmeier\Florian-Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17,676,590,669,8,0,0,514,3,3,100,3,1,366,1925,1084,326,325,99.7,0,0
1255,Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,901,43,373,437,162,2,755,31,42,73.8,31,0,531,2988,1729,532,486,91.4,19,18
1256,Moise Kean\Moise-Kean,it ITA,FW,Everton,eng Premier League,19,2000,9.5,275,6,25,110,165,52,270,30,44,68.2,32,5,216,1032,546,419,198,47.3,22,26
1257,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,1720,330,1032,729,44,29,1681,0,0,,0,0,948,5518,2852,1064,1042,97.9,3,3
1258,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,428,25,145,256,59,5,407,0,2,0,0,0,326,1771,896,345,335,97.1,0,2
1259,Jules Keita\Jules-Keita,gn GUI,MFFW,Dijon,fr Ligue 1,21,1998,1.8,68,1,6,28,45,13,68,9,20,45,12,0,62,291,235,74,55,74.3,8,6
1260,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,783,8,88,493,261,26,775,20,26,76.9,21,1,588,3242,1858,668,605,90.6,8,10
1261,Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,87,7,32,47,16,3,85,3,4,75,4,0,58,238,141,56,53,94.6,4,1
1262,Lloyd Kelly\Lloyd-Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,283,44,151,95,55,7,246,1,1,100,1,0,137,826,373,134,125,93.3,4,1
1263,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,865,101,405,399,93,5,738,3,5,60,3,1,429,1958,877,457,433,94.7,7,7
1264,Kenedy\Kenedy,br BRA,MFDF,Getafe,es La Liga,23,1996,6.5,315,6,27,143,169,16,305,19,30,63.3,19,2,237,1240,713,277,201,72.6,14,27
1265,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,1882,91,532,923,513,29,1529,16,26,61.5,17,0,1001,4535,2347,1129,976,86.4,31,23
1266,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,22,1996,32.3,2030,64,406,1239,513,88,1999,31,44,70.5,32,2,1465,7347,3361,1632,1490,91.3,32,42
1267,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Marseille,fr Ligue 1,24,1995,1.2,82,3,11,39,35,7,75,2,4,50,2,0,48,171,70,65,52,80,2,4
1268,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,28,1991,12.8,547,1,27,256,312,54,478,19,41,46.3,20,0,373,1753,1075,548,376,68.6,32,36
1269,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,1169,103,409,635,169,17,1161,8,12,66.7,8,0,623,2549,1067,706,612,86.7,10,30
1270,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,32,1987,7.6,416,15,79,207,150,22,405,2,3,66.7,2,0,266,1017,424,337,297,88.1,11,5
1271,Kike\Kike,es ESP,FW,Eibar,es La Liga,29,1989,19.6,770,10,40,301,464,109,754,8,18,44.4,9,1,445,1830,582,1186,596,50.3,95,35
1272,Luca Kilian\Luca-Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14,866,150,610,284,20,8,837,2,4,50,2,0,540,2981,1571,574,559,97.4,6,0
1273,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,118,16,65,58,1,0,118,1,1,100,1,0,66,301,172,77,74,96.1,0,0
1274,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,24,1995,31.3,3149,99,735,1834,814,42,2799,27,43,62.8,29,1,2185,12217,5482,2359,2237,94.8,24,26
1275,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,1227,127,565,707,32,8,1205,12,13,92.3,12,0,912,4711,2503,950,941,99.1,0,2
1276,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,eng Premier League,27,1992,22.3,824,12,105,358,451,104,809,62,122,50.8,67,7,668,3609,2126,983,601,61.1,73,72
1277,Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,1341,58,453,576,434,26,1167,21,38,55.3,26,2,948,5436,3191,941,891,94.7,14,24
1278,Simon Kjær\Simon-Kjaer,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,183,22,99,90,2,1,178,0,1,0,0,0,106,476,184,106,104,98.1,0,0
1279,Simon Kjær\Simon-Kjaer,dk DEN,DF,Milan,it Serie A,30,1989,13.8,823,152,498,351,12,7,799,0,0,,0,0,497,2043,1122,559,550,98.4,1,2
1280,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,1625,62,351,895,437,63,1582,13,20,65,14,0,926,3671,1721,1151,936,81.3,32,18
1281,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,26,1992,7.4,354,10,38,161,181,30,347,6,13,46.2,7,1,232,1343,868,367,244,66.5,35,16
1282,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,1440,270,903,630,35,7,1404,5,7,71.4,6,0,902,6080,3320,975,964,98.9,3,5
1283,Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,452,66,272,198,8,4,438,0,2,0,1,0,271,1335,674,309,305,98.7,2,2
1284,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,2095,193,824,1123,262,29,1985,17,23,73.9,17,0,1321,7265,3819,1436,1373,95.6,8,18
1285,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.8,679,6,69,313,379,60,669,28,52,53.8,33,3,528,3587,2409,674,505,74.9,28,22
1286,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,1061,79,403,519,214,14,877,16,34,47.1,16,1,539,3111,1525,563,492,87.4,14,17
1287,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,1159,139,632,565,50,13,1121,7,8,87.5,8,1,712,4238,2490,702,684,97.4,2,6
1288,Robin Koch\Robin-Koch,de GER,DFMF,Freiburg,de Bundesliga,23,1996,30.1,1789,217,955,866,114,48,1755,5,8,62.5,6,1,1149,7129,4209,1238,1183,95.6,7,13
1289,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0,1,0,0,1,0,0,1,0,0,,0,0,1,13,0,1,1,100,0,0
1290,Jonathan Kodjia\Jonathan-Kodjia,ci CIV,FWMF,Aston Villa,eng Premier League,29,1989,1.3,49,3,5,22,24,7,43,2,2,100,2,0,27,163,98,62,29,46.8,4,2
1291,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,25,1993,4,119,3,13,68,47,7,112,3,3,100,3,0,70,232,71,162,86,53.1,6,6
1292,Dominik Kohr\Dominik-Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,992,27,193,587,256,37,974,21,32,65.6,22,0,618,2707,1380,732,650,88.8,15,15
1293,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30,2054,44,341,1169,620,54,1893,19,29,65.5,19,0,1278,4431,1936,1555,1380,88.7,31,34
1294,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,2129,113,595,945,743,68,1785,22,31,71,24,0,1241,7024,4510,1449,1346,92.9,17,19
1295,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,1182,67,359,604,294,31,1071,14,18,77.8,14,0,730,3573,2240,796,744,93.5,10,14
1296,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,867,64,405,432,99,10,795,4,6,66.7,5,0,448,3222,1895,549,525,95.6,8,1
1297,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,1117,51,372,569,276,12,941,39,64,60.9,43,4,715,3780,2326,670,626,93.4,22,26
1298,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,414,45,209,209,27,6,408,4,5,80,4,1,283,1742,966,270,264,97.8,2,2
1299,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,192,2,11,111,80,22,176,6,10,60,7,1,111,406,114,275,136,49.5,17,17
1300,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,1365,98,438,888,129,10,1339,16,19,84.2,16,0,929,5300,2476,942,896,95.1,12,17
1301,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,520,24,122,308,123,2,515,12,15,80,13,0,344,1908,946,360,327,90.8,16,10
1302,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,878,82,489,432,36,17,848,6,7,85.7,6,0,566,4227,2010,572,556,97.2,4,3
1303,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,43,0,6,19,24,13,42,1,2,50,1,0,27,175,114,67,29,43.3,4,0
1304,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,730,27,207,431,140,1,648,17,26,65.4,19,1,529,2338,1428,529,512,96.8,9,4
1305,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,1067,122,509,503,106,19,969,7,11,63.6,7,0,557,2441,1332,610,577,94.6,5,6
1306,Pascal Köpke\Pascal-Kopke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,57,0,4,31,26,7,56,1,1,100,1,0,39,158,76,65,44,67.7,5,5
1307,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,1605,254,976,702,28,8,1559,1,2,50,1,0,1039,6592,3023,1104,1091,98.8,4,6
1308,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,26,1992,32.9,2063,25,312,924,1015,115,1744,86,141,61,88,6,1404,8613,5480,1518,1238,81.6,63,62
1309,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,21,1997,3.3,168,3,12,100,69,21,163,10,18,55.6,10,0,123,559,365,213,128,60.1,15,12
1310,Christian Kouamé\Christian-Kouame,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,381,13,36,177,191,60,368,10,22,45.5,11,0,264,1149,501,480,276,57.5,36,21
1311,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Paris S-G,fr Ligue 1,17,2002,5,368,23,129,240,22,3,364,2,2,100,2,0,279,1270,699,302,295,97.7,3,3
1312,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,940,832,936,4,1,0,666,1,1,100,1,0,460,2654,1250,372,370,99.5,1,0
1313,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,1884,244,808,1132,76,23,1820,12,18,66.7,12,1,1289,7485,4506,1386,1362,98.3,5,8
1314,Efthimis Koulouris\Efthimis-Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,670,19,65,332,296,68,638,10,19,52.6,10,0,418,1506,641,829,505,60.9,41,25
1315,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1745,201,869,869,109,38,1672,19,23,82.6,21,0,1084,5810,2917,1226,1200,97.9,7,11
1316,Leonardo Koutris\Leonardo-Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1,67,7,37,22,11,0,50,0,0,,0,0,24,78,31,29,27,93.1,0,1
1317,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,Crystal Palace,eng Premier League,29,1989,28.1,1210,84,397,622,251,54,1194,18,35,51.4,20,1,679,2960,1370,861,684,79.4,38,22
1318,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,25,1994,23,2085,38,404,1362,473,21,2048,59,77,76.6,60,1,1693,9092,4520,1729,1646,95.2,21,24
1319,Dawid Kownacki\Dawid-Kownacki,pl POL,FWMF,Düsseldorf,de Bundesliga,22,1997,12.1,497,8,76,239,227,56,479,32,59,54.2,33,1,347,1712,938,532,323,60.7,29,28
1320,İsmail Köybaşı\Ismail-Koybasi,tr TUR,DFFW,Granada,es La Liga,30,1989,2.6,114,2,24,57,36,2,96,2,5,40,2,0,63,303,126,81,59,72.8,3,4
1321,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,136,122,136,0,0,0,94,0,0,,0,0,69,514,267,59,58,98.3,0,0
1322,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,540,55,247,217,109,15,465,6,6,100,6,1,292,1288,743,311,286,92,7,3
1323,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,28,1991,15.8,719,15,91,379,312,77,681,26,36,72.2,26,0,539,3469,1846,766,562,73.4,26,34
1324,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,28,1991,16.3,1098,38,299,674,184,13,1066,17,20,85,17,1,704,2958,1362,791,730,92.3,11,11
1325,Tom Krauß\Tom-Krauss,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0,7,0,3,4,0,0,7,0,0,,0,0,3,1,0,4,4,100,0,0
1326,Ladislav Krejčí\Ladislav-Krejci,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,744,33,235,365,197,16,637,8,12,66.7,8,1,463,2740,1644,536,486,90.7,6,10
1327,Rene Krhin\Rene-Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29,1990,3.6,195,28,106,88,10,2,192,0,0,,0,0,98,447,119,108,101,93.5,2,1
1328,Felix Kroos\Felix-Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,4.2,220,16,67,128,33,2,211,0,0,,0,0,96,378,134,126,113,89.7,2,1
1329,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,2736,33,416,1698,785,44,2477,22,27,81.5,23,0,1892,8722,4553,2259,2132,94.4,15,14
1330,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,1658,1397,1635,28,0,0,1221,0,1,0,0,0,772,3609,1956,840,834,99.3,0,0
1331,Rade Krunić\Rade-Krunic,ba BIH,MF,Milan,it Serie A,25,1993,6,307,3,59,153,113,14,304,8,13,61.5,9,0,203,983,502,244,209,85.7,8,11
1332,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,110,10,49,53,14,2,101,5,5,100,5,1,66,466,253,75,69,92,0,0
1333,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Mallorca,es La Liga,18,2001,25.7,1161,15,156,492,617,103,1119,72,120,60,81,2,951,5738,3707,1060,841,79.3,61,75
1334,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,32,1987,21.5,1049,65,225,546,337,57,1030,42,62,67.7,43,11,639,2849,1510,891,687,77.1,57,25
1335,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Parma,it Serie A,19,2000,32.6,1646,31,236,810,793,182,1583,84,150,56,87,5,1321,9224,5635,1588,1168,73.6,104,89
1336,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,1166,153,575,602,62,15,1138,4,6,66.7,4,0,697,3383,1735,733,706,96.3,4,3
1337,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,1276,79,350,813,218,18,1197,42,53,79.2,45,1,871,4995,2638,806,751,93.2,20,18
1338,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,30,1989,15.7,880,34,149,473,345,32,847,27,39,69.2,29,2,631,4204,2578,775,661,85.3,15,28
1339,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Parma,it Serie A,30,1989,18.5,971,43,226,538,291,19,933,6,10,60,6,0,639,4291,2379,758,684,90.2,16,9
1340,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,798,28,206,390,248,29,727,11,17,64.7,11,0,525,1848,1021,570,544,95.4,8,19
1341,Dereck Kutesa\Dereck-Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,5.9,227,1,30,99,119,21,226,14,26,53.8,15,0,183,1211,696,231,162,70.1,16,13
1342,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,7.5,286,5,28,141,141,21,278,21,33,63.6,22,1,213,984,554,327,201,61.5,24,25
1343,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,756,48,230,418,149,4,659,9,14,64.3,10,0,430,1780,1065,483,437,90.5,9,9
1344,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,51,1,4,25,26,6,48,1,2,50,1,0,38,195,107,86,42,48.8,6,4
1345,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,184,13,23,91,76,32,182,3,4,75,3,0,99,337,112,234,136,58.1,9,3
1346,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,1003,33,90,454,543,124,991,27,73,37,31,2,649,3236,2124,1257,751,59.7,83,44
1347,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,786,22,97,367,360,115,742,25,46,54.3,27,3,543,2025,953,906,555,61.3,60,43
1348,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,83,4,23,56,8,0,77,0,0,,0,0,53,291,157,59,58,98.3,0,0
1349,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,957,793,951,6,1,0,696,0,0,,0,0,450,2004,906,411,407,99,0,0
1350,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,1316,168,780,576,26,16,1257,3,5,60,3,0,630,3055,1356,692,675,97.5,2,3
1351,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,4,0,0,1,3,2,4,0,0,,0,0,3,3,3,7,3,42.9,1,1
1352,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,1593,39,318,1041,348,19,1559,35,51,68.6,42,0,1063,5056,2832,1143,1039,90.9,31,24
1353,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,1894,98,576,907,565,51,1593,43,76,56.6,45,4,1118,5930,3706,1229,1102,89.7,26,28
1354,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,182,1,13,79,120,18,174,18,27,66.7,19,0,153,1045,674,182,139,76.4,10,12
1355,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,1578,75,447,790,488,27,1267,43,66,65.2,47,2,996,6971,4417,1014,923,91,21,37
1356,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,333,7,52,178,126,12,331,2,6,33.3,4,1,236,1018,480,273,236,86.4,5,7
1357,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,772,18,95,361,395,43,717,31,45,68.9,33,0,581,3660,2100,701,551,78.6,28,30
1358,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,18,0,3,8,9,1,13,0,0,,0,0,8,35,27,5,5,100,0,1
1359,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,326,22,110,137,108,11,280,23,30,76.7,24,1,211,1052,665,196,171,87.2,11,13
1360,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,491,63,288,219,13,3,478,0,0,,0,0,287,1849,977,291,282,96.9,0,2
1361,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6,389,29,106,197,111,8,329,2,3,66.7,2,0,226,1040,462,264,232,87.9,2,0
1362,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,231,25,119,120,7,4,225,1,1,100,1,0,140,748,365,148,146,98.6,1,1
1363,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,105,2,24,53,30,5,104,1,1,100,1,0,53,162,54,81,61,75.3,3,1
1364,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,941,14,118,561,333,34,881,28,42,66.7,28,0,733,4034,2042,858,708,82.5,26,24
