Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
1435,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0,2,0,0,0.24,0,0,,0,0,0
1436,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,0,7,2,28.6,0.46,0.13,0,0,0,0,0
1437,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,4,18,10,55.6,3.06,1.7,0.17,0.3,0,1,1
1438,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,eng Premier League,25,1993,1,0,2,1,50,2.09,1.05,0,0,0,0,0
1439,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,0,33,6,18.2,1.15,0.21,0,0,4,0,0
1440,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,1,16,3,18.8,0.6,0.11,0.06,0.33,0,0,0
1441,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,2.3,0,4,0,0,1.73,0,0,,0,0,0
1442,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,3,0,0,1.41,0,0,,0,0,0
1443,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,2,0,0,0.32,0,0,,0,0,0
1444,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,2,33,13,39.4,2.13,0.84,0.06,0.15,0,0,0
1445,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,2,4,2,50,0.63,0.31,0.5,1,0,0,0
1446,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,1,26,6,23.1,1.7,0.39,0.04,0.17,3,0,0
1447,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,3.4,0,10,1,10,2.91,0.29,0,0,0,0,0
1448,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,0,0,0,,0,0,,,0,0,0
1449,Rony Lopes\Rony-Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0,2,2,100,1.34,1.34,0,0,1,0,0
1450,Rony Lopes\Rony-Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0,2,0,0,2.25,0,0,,0,0,0
1451,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,31,1988,16,2,18,7,38.9,1.12,0.44,0.06,0.14,0,1,1
1452,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,4,15,9,60,0.55,0.33,0.27,0.44,0,0,0
1453,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,0,0,0,,0,0,,,0,0,0
1454,Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17,2002,1,0,0,0,,0,0,,,0,0,0
1455,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,0,3,0,0,0.2,0,0,,0,0,0
1456,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,0,2,0,0,0.6,0,0,,0,0,0
1457,Maxime Lopez\Maxime-Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,0,11,2,18.2,0.89,0.16,0,0,0,0,0
1458,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,24,1994,32,0,0,0,,0,0,,,0,0,0
1459,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.6,0,0,0,,0,0,,,0,0,0
1460,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,1,28,9,32.1,1.41,0.45,0.04,0.11,5,0,0
1461,Iker Losada\Iker-Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,1,1,1,100,6.92,6.92,1,1,0,0,0
1462,Albert Lottin\Albert-Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,,0,0,,,0,0,0
1463,Imran Louza\Imran-Louza,fr FRA,MFFW,Nantes,fr Ligue 1,20,1999,22.3,2,37,13,35.1,1.66,0.58,0.05,0.15,3,0,0
1464,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,,0,0,,,0,0,0
1465,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,0,5,1,20,0.58,0.12,0,0,0,0,0
1466,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,7.5,2,10,6,60,1.34,0.8,0.2,0.33,3,0,0
1467,Eduard Löwen\Eduard-Lowen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,5,0,0,1.43,0,0,,2,0,0
1468,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,0,0,0,,0,0,,,0,0,0
1469,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,4,34,13,38.2,2.99,1.14,0.12,0.31,0,0,0
1470,Pol Lozano\Pol-Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,1.9,0,0,0,,0,0,,,0,0,0
1471,Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,0,1,0,0,1,0,0,,0,0,0
1472,Lucas\Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,1,1,1,100,1.38,1.38,1,1,0,0,0
1473,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,1,6,2,33.3,2.7,0.9,0.17,0.5,0,0,0
1474,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,3,14,4,28.6,0.4,0.11,0.21,0.75,0,0,0
1475,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,22.1,0,9,2,22.2,0.41,0.09,0,0,0,0,0
1476,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,32,1987,28,4,39,14,35.9,1.39,0.5,0.1,0.29,0,0,0
1477,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,2,15,3,20,0.54,0.11,0.13,0.67,0,0,0
1478,José Luis Rodríguez\Jose-Luis-Rodriguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,1,1,100,4.09,4.09,0,0,0,0,0
1479,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,2,23,7,30.4,0.74,0.22,0.09,0.29,7,0,0
1480,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29,3,39,12,30.8,1.34,0.41,0.08,0.25,3,0,0
1481,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,0,2,0,0,0.45,0,0,,0,0,0
1482,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,23,95,41,43.2,2.87,1.24,0.18,0.41,1,6,6
1483,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,22.6,7,38,18,47.4,1.68,0.8,0.18,0.39,2,0,0
1484,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,22,1996,20.7,1,18,4,22.2,0.87,0.19,0.06,0.25,0,0,0
1485,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,0,16,3,18.8,0.92,0.17,0,0,0,0,0
1486,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,5,44,11,25,1.61,0.4,0.11,0.45,0,0,0
1487,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,0,1,0,0,0.17,0,0,,0,0,0
1488,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,10.9,1,5,3,60,0.46,0.27,0.2,0.33,0,0,0
1489,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,0,0,0,,0,0,,,0,0,0
1490,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,0,4,0,0,0.31,0,0,,0,0,0
1491,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,0,14,3,21.4,0.94,0.2,0,0,4,0,0
1492,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,21.6,0,9,3,33.3,0.42,0.14,0,0,0,0,0
1493,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,3.9,0,7,1,14.3,1.79,0.26,0,0,1,0,0
1494,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,26,1993,23.7,7,72,27,37.5,3.04,1.14,0.08,0.22,2,1,1
1495,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,0,1,1,100,0.95,0.95,0,0,0,0,0
1496,James Maddison\James-Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,6,74,18,24.3,2.54,0.62,0.08,0.33,14,0,0
1497,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,1,6,1,16.7,0.45,0.08,0.17,1,0,0,0
1498,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,0,9,0,0,0.58,0,0,,0,0,0
1499,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,1.3,0,2,1,50,1.57,0.78,0,0,0,0,0
1500,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,2,2,100,1.24,1.24,0.5,0.5,0,0,0
1501,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,0,6,2,33.3,2.29,0.76,0,0,0,0,0
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,1,32,8,25,0.84,0.21,0.03,0.13,0,0,0
1503,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,0,0,0,,0,0,,,0,0,0
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,11,73,30,41.1,3.38,1.39,0.14,0.33,6,1,1
1505,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0,0,0,,0,0,,,0,0,0
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0,6,3,50,1.01,0.5,0,0,0,0,0
1507,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1,30,9,30,1.19,0.36,0.03,0.11,0,0,0
1508,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28,0,1,0,0,0.04,0,0,,0,0,0
1509,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,0,4,1,25,0.26,0.06,0,0,0,0,0
1510,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,6,18,12,66.7,2.2,1.47,0.33,0.5,0,0,0
1511,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,2,7,2,28.6,1.7,0.49,0.29,1,0,0,0
1512,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,1,20,8,40,1.08,0.43,0.05,0.13,0,0,0
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11,2,14,4,28.6,1.28,0.36,0.14,0.5,0,0,0
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,2,32,11,34.4,0.99,0.34,0.06,0.18,0,0,0
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,20,1,4,1,25,0.2,0.05,0.25,1,0,0,0
1516,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,2,0,0,0.7,0,0,,0,0,0
1517,Daniel Maldini\Daniel-Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0,0,0,,0,0,,,0,0,0
1518,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,17.1,8,78,27,34.6,4.57,1.58,0.1,0.3,12,0,1
1519,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,0,10,4,40,1.34,0.53,0,0,0,0,0
1520,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,0,6,3,50,0.27,0.14,0,0,0,0,0
1521,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,25,10,40,1.48,0.59,0.2,0.5,0,0,0
1522,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,1,4,1,25,2.55,0.64,0.25,1,0,0,0
1523,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,0,8,2,25,0.36,0.09,0,0,0,0,0
1524,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,1,20,5,25,0.66,0.16,0.05,0.2,0,0,0
1525,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,27.1,14,72,22,30.6,2.66,0.81,0.07,0.23,10,9,11
1526,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,0,0,0,,0,0,,,0,0,0
1527,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,0,2,0,0,0.16,0,0,,0,0,0
1528,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,0,10,3,30,0.35,0.1,0,0,0,0,0
1529,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,0,55,7,12.7,2.41,0.31,0,0,5,0,0
1530,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,18,76,36,47.4,2.49,1.18,0.24,0.5,0,0,0
1531,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,1,0,0,0.13,0,0,,0,0,0
1532,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,2,30,6,20,1.44,0.29,0.07,0.33,4,0,0
1533,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,0,3,0,0,0.28,0,0,,0,0,0
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,4,17,8,47.1,0.7,0.33,0.24,0.5,0,0,0
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,0,1,0,0,0.06,0,0,,0,0,0
1536,Giacomo Manzari\Giacomo-Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,0,0,0,,0,0,,,0,0,0
1537,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,1,16,5,31.3,2.13,0.67,0.06,0.2,0,0,0
1538,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20,3,12,7,58.3,0.6,0.35,0.25,0.43,0,0,0
1539,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,0,5,1,20,0.54,0.11,0,0,0,0,0
1540,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,1,17,6,35.3,1.18,0.42,0.06,0.17,0,0,0
1541,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,0,8,2,25,0.48,0.12,0,0,0,0,0
1542,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,0,21,8,38.1,1.65,0.63,0,0,1,0,0
1543,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,0,11,2,18.2,0.52,0.09,0,0,0,0,0
1544,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6,0,1,0,0,0.17,0,0,,0,0,0
1545,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1,0,0,0,,0,0,,,0,0,0
1546,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,,0,0,,,0,0,0
1547,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,,0,0,,,0,0,0
1548,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,0,11,2,18.2,0.56,0.1,0,0,0,0,0
1549,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,5,2,40,10,4,0.2,0.5,0,0,0
1550,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,0,3,0,0,0.18,0,0,,0,0,0
1551,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,1,0,0,0.45,0,0,,0,0,0
1552,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,,0,0,,,0,0,0
1553,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,0,3,0,0,0.32,0,0,,0,0,0
1554,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1,0,0,0,,0,0,,,0,0,0
1555,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,10,4,40,0.51,0.21,0.2,0.5,0,0,0
1556,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,0,5,1,20,0.25,0.05,0,0,0,0,0
1557,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0,1,1,100,1.11,1.11,0,0,0,0,0
1558,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2,0,4,1,25,1.99,0.5,0,0,1,0,1
1559,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,3,11,3,27.3,0.67,0.18,0.27,1,0,0,0
1560,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,0,10,2,20,0.71,0.14,0,0,0,0,0
1561,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,11,53,20,37.7,2.1,0.79,0.13,0.35,0,4,4
1562,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,17,79,38,48.1,2.71,1.3,0.22,0.45,0,0,1
1563,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,0,9,3,33.3,0.45,0.15,0,0,1,0,0
1564,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,,0,0,,,0,0,0
1565,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0,0,,0,0,,,0,0,0
1566,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,0,1,0,0,0.8,0,0,,0,0,0
1567,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,0,,0,0,,,0,0,1
1568,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,1,1,100,2.43,2.43,0,0,0,0,0
1569,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,3,12,5,41.7,1.63,0.68,0.25,0.6,0,0,0
1570,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,1,0,0,6,0,0,,1,0,0
1571,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0,0,,0,0,,,0,0,0
1572,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,1,27,4,14.8,0.82,0.12,0.04,0.25,4,0,0
1573,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,,0,0,,,0,0,0
1574,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,0,1,0,0,0.13,0,0,,0,0,0
1575,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,14,122,42,34.4,4.48,1.54,0.1,0.29,1,2,3
1576,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,2,12,3,25,0.46,0.12,0.17,0.67,0,0,0
1577,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0,1,0,0,2.73,0,0,,1,0,0
1578,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,4,28,11,39.3,1.51,0.59,0.14,0.36,0,0,0
1579,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,2,11,6,54.5,1.05,0.57,0.18,0.33,0,0,0
1580,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,0,10,2,20,0.44,0.09,0,0,0,0,0
1581,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,0,6,1,16.7,0.41,0.07,0,0,0,0,0
1582,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6,0,0,0,,0,0,,,0,0,0
1583,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,1,15,3,20,0.74,0.15,0.07,0.33,1,0,0
1584,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,0,0,0,,0,0,,,0,0,0
1585,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,0,5,2,40,0.48,0.19,0,0,0,0,0
1586,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,11,51,20,39.2,1.67,0.66,0.16,0.4,0,3,4
1587,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,0,9,1,11.1,1.07,0.12,0,0,2,0,0
1588,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,0,6,4,66.7,0.21,0.14,0,0,0,0,0
1589,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,3,34,11,32.4,2.91,0.94,0.06,0.18,0,1,1
1590,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,0,7,2,28.6,0.4,0.11,0,0,0,0,0
1591,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,1,4,1,25,0.51,0.13,0.25,1,0,0,0
1592,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,2,24,7,29.2,1.86,0.54,0.08,0.29,0,0,0
1593,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1,0,6,1,16.7,6.07,1.01,0,0,0,0,0
1594,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,0,7,2,28.6,0.68,0.19,0,0,0,0,0
1595,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,0,13,4,30.8,0.52,0.16,0,0,0,0,0
1596,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,10,90,34,37.8,2.93,1.11,0.1,0.26,0,1,2
1597,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,5,26,11,42.3,1.68,0.71,0.19,0.45,0,0,0
1598,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,8,35,12,34.3,1.16,0.4,0.2,0.58,14,1,1
1599,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5,3,18,7,38.9,3.59,1.4,0.17,0.43,0,0,0
1600,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,0,3,0,0,2.31,0,0,,0,0,0
1601,Kévin Mayi\Kevin-Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0,0,0,0,,0,0,,,0,0,0
1602,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,8,45,18,40,1.89,0.76,0.18,0.44,0,0,0
1603,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0,0,,0,0,,,0,0,0
1604,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,3,9,3,33.3,0.48,0.16,0.33,1,0,0,0
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,18,88,49,55.7,5.23,2.91,0.2,0.37,0,0,0
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,0,5,1,20,0.3,0.06,0,0,0,0,0
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0,0,0,,0,0,,,0,0,0
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0,4,1,25,4.29,1.07,0,0,1,0,0
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,0,8,1,12.5,1.82,0.23,0,0,0,0,0
