Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
568,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,35,1983,1,0,0,0,,0,0,,,0,0,0
569,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,26,1993,15.4,1,16,4,25,1.04,0.26,0.06,0.25,0,0,0
570,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15,5,33,8,24.2,2.2,0.53,0.09,0.38,0,2,3
571,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,28,1990,8.9,1,20,8,40,2.24,0.9,0.05,0.13,0,0,0
572,Jaume Costa\Jaume-Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,0,2,1,50,0.13,0.06,0,0,0,0,0
573,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,28,1991,5.9,1,19,7,36.8,3.24,1.2,0.05,0.14,0,0,0
574,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,0,1,0,0,0.27,0,0,,0,0,0
575,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28,0,0,0,,0,0,,,0,0,0
576,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18,4,47,19,40.4,2.62,1.06,0.09,0.21,0,0,0
577,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,5,1,20,0.68,0.14,0,0,0,0,0
578,Yoann Court\Yoann-Court,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,16.3,3,34,11,32.4,2.09,0.68,0.09,0.27,2,0,0
579,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34,0,1,1,100,0.03,0.03,0,0,0,0,0
580,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,15.7,8,56,26,46.4,3.57,1.66,0.13,0.27,2,1,1
581,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,0,2,1,50,0.32,0.16,0,0,0,0,0
582,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16,0,0,0,,0,0,,,0,0,0
583,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,3,18,5,27.8,0.59,0.17,0.17,0.6,7,0,0
584,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,8,13,2,15.4,0.57,0.09,0.08,0.5,1,7,9
585,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,24,1995,18,1,29,9,31,1.62,0.5,0.03,0.11,0,0,0
586,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1,0,0,0,,0,0,,,0,0,0
587,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,0,7,3,42.9,0.72,0.31,0,0,2,0,0
588,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,2,20,5,25,0.68,0.17,0.1,0.4,0,0,0
589,Cucho\Cucho,co COL,FWMF,Mallorca,es La Liga,20,1999,16.5,5,45,14,31.1,2.72,0.85,0.11,0.36,0,0,0
590,Marc Cucurella\Marc-Cucurella,es ESP,MFDF,Getafe,es La Liga,21,1998,36,1,31,6,19.4,0.86,0.17,0.03,0.17,2,0,0
591,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35,1984,27,0,0,0,,0,0,,,0,0,0
592,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17,2001,0.8,0,0,0,,0,0,,,0,0,0
593,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,1,12,1,8.3,3.52,0.29,0.08,1,1,0,0
594,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,6,35,15,42.9,4.23,1.81,0.17,0.4,1,0,0
595,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,0,16,7,43.8,5.16,2.26,0,0,0,0,0
596,Felipe Curcio\Felipe-Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0,0,0,,0,0,,,0,0,0
597,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,4,22,12,54.5,2.36,1.29,0.18,0.33,0,0,0
598,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,2,11,3,27.3,3.33,0.91,0.18,0.67,0,0,0
599,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,7,53,15,28.3,2.69,0.76,0.04,0.13,20,5,5
600,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1,11,6,54.5,0.45,0.24,0.09,0.17,0,0,0
601,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,,0,0,,,0,0,0
602,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFDF,SPAL,it Serie A,28,1991,8.7,2,6,3,50,0.69,0.35,0.33,0.67,0,0,0
603,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,4,7,4,57.1,0.45,0.26,0.57,1,0,0,0
604,Felice D'Amico\Felice-DAmico,it ITA,MF,Sampdoria,it Serie A,18,2000,0,0,1,0,0,30,0,0,,0,0,0
605,Lucas Da Cunha\Lucas-Da-Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,2,0,0,2.5,0,0,,0,0,0
606,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0,0,0,0,,0,0,,,0,0,0
607,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1,6,3,50,0.24,0.12,0.17,0.33,0,0,0
608,Bryan Dabo\Bryan-Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,1,8,3,37.5,0.64,0.24,0.13,0.33,0,0,0
609,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,23,10,43.5,2.7,1.17,0.17,0.4,0,0,0
610,Moanes Dabour\Moanes-Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,2,0,0,6.92,0,0,,0,0,0
611,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,0,2,0,0,0.27,0,0,,0,0,0
612,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,0,13,4,30.8,2.1,0.65,0,0,0,0,0
613,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,,0,0,,,0,0,0
614,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,0,6,2,33.3,0.54,0.18,0,0,0,0,0
615,Christian Dalle Mura\Christian-Dalle-Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0,0,0,0,,0,0,,,0,0,0
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,0,1,0,0,1.34,0,0,,0,0,0
617,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,,0,0,,,0,0,0
618,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16,2,14,4,28.6,0.87,0.25,0.14,0.5,0,0,0
619,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,8,2,25,0.57,0.14,0,0,0,0,0
620,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,0,1,0,0,0.32,0,0,,0,0,0
621,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21,1,19,6,31.6,0.9,0.29,0.05,0.17,1,0,0
622,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0,0,0,0,,0,0,,,0,0,0
623,Sergi Darder\Sergi-Darder,es ESP,MFFW,Espanyol,es La Liga,25,1993,29.5,2,52,9,17.3,1.76,0.3,0.04,0.22,0,0,0
624,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,3,43,14,32.6,1.72,0.56,0.07,0.21,0,0,0
625,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1,7,2,28.6,0.23,0.07,0.14,0.5,0,0,0
626,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,3,12,5,41.7,0.48,0.2,0.25,0.6,0,0,0
627,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,0,7,1,14.3,0.44,0.06,0,0,0,0,0
628,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.2,0,0,0
629,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,16,5,31.3,2.63,0.82,0,0,0,0,0
630,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,1,4,1,25,0.52,0.13,0.25,1,0,0,0
631,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,2,23,7,30.4,0.88,0.27,0.09,0.29,0,0,0
632,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31,13,96,27,28.1,3.1,0.87,0.11,0.41,11,2,2
633,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,0,9,3,33.3,0.54,0.18,0,0,0,0,0
634,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,7,86,30,34.9,2.74,0.96,0.08,0.23,3,0,0
635,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,0,1,0,0,0.19,0,0,,0,0,0
636,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,0,23,5,21.7,0.92,0.2,0,0,0,0,0
637,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,15,5,33.3,1.01,0.34,0.13,0.4,0,0,0
638,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,1,12,3,25,0.61,0.15,0.08,0.33,0,0,0
639,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,10,38,16,42.1,1.54,0.65,0.13,0.31,0,5,6
640,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,3,20,8,40,1.84,0.73,0.1,0.25,0,1,1
641,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0,0,0,0,,0,0,,,0,0,0
642,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8,1,9,2,22.2,1.13,0.25,0.11,0.5,0,0,0
643,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,2,27,9,33.3,1.96,0.65,0.04,0.11,0,1,1
644,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,0,7,4,57.1,0.5,0.29,0,0,0,0,0
645,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,0,3,0,0,0.33,0,0,,0,0,0
646,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,,0,0,,,0,0,0
647,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,0,0,0,,0,0,,,0,0,0
648,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,9,83,28,33.7,3.28,1.11,0.11,0.32,1,0,2
649,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,0,3,0,0,0.23,0,0,,0,0,0
650,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,16,51,21,41.2,2.1,0.86,0.24,0.57,0,4,5
651,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,22,1997,4,1,5,2,40,1.26,0.5,0.2,0.5,0,0,0
652,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,2,1,50,0.43,0.22,0.5,1,0,0,0
653,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,1,0,0
654,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,0,4,2,50,0.3,0.15,0,0,0,0,0
655,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,27,1991,10,1,4,1,25,0.4,0.1,0.25,1,0,0,0
656,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,5,2,40,0.21,0.08,0,0,0,0,0
657,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,4,20,5,25,0.64,0.16,0.2,0.8,0,0,0
658,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,3,20,7,35,2.99,1.04,0.15,0.43,0,0,0
659,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,0,10,1,10,0.4,0.04,0,0,0,0,0
660,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,0,28,4,14.3,1.36,0.19,0,0,0,0,0
661,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,11.3,9,46,19,41.3,4.07,1.68,0.17,0.42,7,1,1
662,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,0,3,2,66.7,0.26,0.18,0,0,0,0,0
663,Daniele Dessena\Daniele-Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.4,0,0,0
664,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,0,4,2,50,1.95,0.97,0,0,0,0,0
665,Mattia Destro\Mattia-Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,0,7,4,57.1,4.2,2.4,0,0,0,0,0
666,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,4,63,22,34.9,2.7,0.94,0.05,0.14,8,1,1
667,Deyverson\Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,4,1,25,1.76,0.44,0,0,1,0,0
668,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,8,30,14,46.7,2.09,0.97,0.23,0.5,0,1,2
669,Federico Di Francesco\Federico-Di-Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,2,23,8,34.8,1.91,0.67,0.09,0.25,1,0,0
670,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,3,22,6,27.3,0.67,0.18,0.14,0.5,0,0,0
671,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,8,73,22,30.1,3.29,0.99,0.1,0.32,8,1,2
672,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,7,39,18,46.2,1.94,0.89,0.15,0.33,0,1,1
673,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,1,7,2,28.6,0.53,0.15,0.14,0.5,0,0,0
674,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,19.7,5,41,23,56.1,2.08,1.17,0.12,0.22,0,0,0
675,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16,0,1,1,100,0.06,0.06,0,0,0,0,0
676,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,2,11,5,45.5,0.72,0.33,0.18,0.4,0,0,0
677,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,0,5,2,40,0.37,0.15,0,0,0,0,0
678,Amad Diallo\Amad-Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,1,1,1,100,3.33,3.33,1,1,0,0,0
679,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,12,72,26,36.1,2.95,1.07,0.15,0.42,1,1,3
680,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,0,5,2,40,0.29,0.12,0,0,0,0,0
681,Moussa Diarra\Moussa-Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,0,0,0,,0,0,,,0,0,0
682,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MFFW,Rennes,fr Ligue 1,22,1996,18.8,5,43,15,34.9,2.29,0.8,0.09,0.27,8,1,1
683,Lucas Dias\Lucas-Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,,0,0,,,0,0,0
684,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,1,9,3,33.3,0.53,0.18,0,0,0,1,1
685,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Real Madrid,es La Liga,19,1999,0.7,0,3,2,66.7,4.15,2.77,0,0,0,0,0
686,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,31,1988,32,1,16,1,6.3,0.5,0.03,0.06,1,0,0,0
687,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,2,5,4,80,0.24,0.19,0.4,0.5,0,0,0
688,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,14.9,0,8,1,12.5,0.54,0.07,0,0,1,0,0
689,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,0,29,5,17.2,0.86,0.15,0,0,13,0,0
690,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,5,30,14,46.7,0.79,0.37,0.17,0.36,0,0,0
691,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,0,0,0,,0,0,,,0,0,0
692,Javairô Dilrosun\Javairo-Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,14.5,4,19,6,31.6,1.31,0.41,0.21,0.67,3,0,0
693,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,0,13,3,23.1,2.25,0.52,0,0,0,0,0
694,Federico Dimarco\Federico-Dimarco,it ITA,DFMF,Inter,it Serie A,21,1997,0.3,0,1,0,0,3.33,0,0,,0,0,0
695,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,0,9,1,11.1,0.91,0.1,0,0,0,0,0
696,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,2,14,8,57.1,1.89,1.08,0.14,0.25,2,0,0
697,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,3,15,6,40,0.49,0.2,0.2,0.5,0,0,0
698,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,1,26,7,26.9,1.04,0.28,0.04,0.14,0,0,0
699,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,0,1,1,100,0.75,0.75,0,0,0,0,0
700,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,1,15,2,13.3,0.56,0.07,0.07,0.5,0,0,0
701,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,0,0,0,,0,0,,,0,0,0
702,Djené\Djene,tg TOG,DF,Getafe,es La Liga,27,1991,34,0,5,1,20,0.15,0.03,0,0,0,0,0
703,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,10.3,2,20,7,35,1.94,0.68,0.1,0.29,0,0,0
704,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,,0,0,,,0,0,0
705,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,22.9,1,20,6,30,0.87,0.26,0.05,0.17,0,0,0
706,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,2,22,3,13.6,0.71,0.1,0.09,0.67,0,0,0
707,Naïs Djouahra\Nais-Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,1,0,0,3.1,0,0,,0,0,0
708,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,27,1992,35,0,1,1,100,0.03,0.03,0,0,0,0,0
709,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,4,34,15,44.1,1.08,0.48,0.12,0.27,0,0,0
710,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,11,42,25,59.5,2,1.19,0.26,0.44,0,0,0
711,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,0,4,2,50,2.43,1.22,0,0,0,0,0
712,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,,0,0,,,0,0,0
713,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,0,10,1,10,1.29,0.13,0,0,0,0,0
714,Giulio Donati\Giulio-Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,1,9,2,22.2,0.46,0.1,0.11,0.5,0,0,0
715,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,,0,0,,,0,0,0
716,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,6.8,0,15,7,46.7,2.22,1.03,0,0,0,0,0
717,Alfredo Donnarumma\Alfredo-Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,7,38,13,34.2,2.03,0.69,0.13,0.38,0,2,2
718,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,0,0,0,,0,0,,,0,0,0
719,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,1,16,3,18.8,0.69,0.13,0.06,0.33,0,0,0
720,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,19.5,1,22,3,13.6,1.13,0.15,0.05,0.33,1,0,0
721,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,8,32,17,53.1,1.95,1.04,0.25,0.47,0,0,0
722,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,4,62,12,19.4,1.77,0.34,0.06,0.33,0,0,0
723,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0,0,0,0,,0,0,,,0,0,0
724,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,19.1,2,41,8,19.5,2.15,0.42,0.02,0.13,3,1,1
725,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,0,0,0,,0,0,,,0,0,0
726,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,,0,0,,,0,0,0
727,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,eng Premier League,17,2001,0.2,0,1,1,100,5.63,5.63,0,0,0,0,0
728,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,1,15,3,20,0.93,0.19,0.07,0.33,0,0,0
729,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,0,2,0,0,0.17,0,0,,0,0,0
730,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,0,0,0,,0,0,,,0,0,0
731,Julian Draxler\Julian-Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,0,13,6,46.2,1.71,0.79,0,0,0,0,0
732,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,17.6,3,20,8,40,1.13,0.45,0.15,0.38,0,0,0
733,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,0,2,0,0,0.69,0,0,,0,0,0
734,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,,0,0,,,0,0,0
735,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,7.2,1,13,5,38.5,1.81,0.7,0.08,0.2,0,0,0
736,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,3,10,4,40,0.29,0.12,0.3,0.75,0,0,0
737,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,0,3,0,0,0.67,0,0,,0,0,0
738,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,4,1,25,0.74,0.19,0,0,0,0,0
739,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,0,20,8,40,0.68,0.27,0,0,0,0,0
740,Edgaras Dubickas\Edgaras-Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,,0,0,,,0,0,0
741,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,0,5,0,0,0.33,0,0,,0,0,0
742,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,0,0,0,,0,0,,,0,0,0
