Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
1094,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,it Serie A,24,1994,23.4,1535,1788,85.9,25691,8270,21,61,34.4,1316,1436,91.6,198,291,68,2,16,101,18,4,138
1095,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Reims,fr Ligue 1,27,1991,8.8,88,177,49.7,1275,254,4,16,25,74,132,56.1,10,29,34.5,0,8,12,4,2,11
1096,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,eng Premier League,22,1995,30.7,1495,1824,82,28938,7067,13,43,30.2,1136,1304,87.1,346,477,72.5,3,27,213,19,5,165
1097,Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,it Serie A,31,1987,37.2,1039,1416,73.4,20709,7823,10,54,18.5,753,876,86,276,486,56.8,0,13,66,7,1,138
1098,Robert Ibáñez\Robert-Ibanez,es ESP,DFFW,Getafe,es La Liga,25,1993,0.8,16,18,88.9,203,42,0,0,,16,17,94.1,0,1,0,0,0,2,0,0,2
1099,Roger Ibanez\Roger-Ibanez,br BRA,FW,Atalanta,it Serie A,19,1998,0,2,2,100,24,10,0,0,,2,2,100,0,0,,0,0,0,0,0,0
1100,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,eng Premier League,22,1995,8.9,214,285,75.1,3736,1167,4,21,19,169,205,82.4,41,59,69.5,1,10,13,19,4,44
1101,Vedad Ibišević\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,de Bundesliga,33,1984,20.1,316,437,72.3,5027,918,15,30,50,252,338,74.6,49,69,71,2,15,23,11,2,26
1102,Vicente Iborra\Vicente-Iborra,es ESP,MFFW,Villarreal,es La Liga,30,1988,18.5,632,787,80.3,11252,2576,11,28,39.3,499,600,83.2,122,159,76.7,1,5,50,7,0,51
1103,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,eng Premier League,30,1988,2.5,124,144,86.1,2730,624,3,7,42.9,78,90,86.7,43,47,91.5,0,1,15,1,0,12
1104,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Guingamp,fr Ligue 1,24,1994,8.3,277,336,82.4,5099,1211,5,14,35.7,206,232,88.8,66,90,73.3,0,5,27,5,1,27
1105,Mauro Icardi\Mauro-Icardi,ar ARG,FW,Inter,it Serie A,25,1993,25.2,320,450,71.1,4998,912,28,50,56,233,321,72.6,59,79,74.7,4,35,26,18,4,40
1106,Salvador Ichazo\Salvador-Ichazo,uy URU,GK,Torino,it Serie A,26,1992,2.8,52,87,59.8,2223,1631,0,0,,11,11,100,41,76,53.9,0,0,3,0,0,0
1107,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,fr Ligue 1,24,1994,2.7,96,123,78,1775,571,0,1,0,76,91,83.5,20,31,64.5,0,1,4,1,0,4
1108,Edgar Ié\Edgar-Ie,pt POR,DF,Nantes,fr Ligue 1,24,1994,8.6,269,345,78,4746,2040,5,17,29.4,217,246,88.2,47,82,57.3,0,2,20,1,1,40
1109,Borja Iglesias\Borja-Iglesias,es ESP,FW,Espanyol,es La Liga,25,1993,34.2,481,692,69.5,7074,1086,18,63,28.6,417,551,75.7,46,78,59,3,33,21,13,2,34
1110,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,eng Premier League,21,1996,10.5,217,288,75.3,3346,684,4,11,36.4,184,228,80.7,29,49,59.2,3,14,10,7,1,22
1111,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,fr Ligue 1,24,1994,19,596,803,74.2,10238,4340,8,28,28.6,485,594,81.6,103,181,56.9,0,13,43,18,12,135
1112,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,fr Ligue 1,20,1998,31.1,709,943,75.2,11683,3060,14,53,26.4,581,723,80.4,114,167,68.3,9,56,71,31,6,93
1113,Ivo Iličević\Ivo-Ilicevic,hr CRO,MF,Nürnberg,de Bundesliga,31,1986,0.4,9,9,100,110,38,2,2,100,6,6,100,1,1,100,0,0,2,0,0,1
1114,Josip Iličić\Josip-Ilicic,si SVN,FWMF,Atalanta,it Serie A,30,1988,23.8,998,1294,77.1,17382,4733,22,66,33.3,802,970,82.7,174,258,67.4,7,60,78,79,6,174
1115,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,es La Liga,28,1990,20.2,1046,1243,84.2,20368,5525,14,30,46.7,775,859,90.2,257,354,72.6,1,13,109,10,0,123
1116,Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,RB Leipzig,de Bundesliga,29,1989,10.4,362,458,79,7707,2499,6,7,85.7,256,308,83.1,100,143,69.9,0,3,31,0,0,35
1117,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Rayo Vallecano,es La Liga,25,1992,19.2,666,747,89.2,12187,2883,12,20,60,520,557,93.4,134,170,78.8,1,19,71,15,2,69
1118,Ciro Immobile\Ciro-Immobile,it ITA,FW,Lazio,it Serie A,28,1990,31.8,734,966,76,10253,2009,38,73,52.1,627,775,80.9,69,118,58.5,6,56,40,31,3,79
1119,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,fr Ligue 1,29,1988,12.4,428,596,71.8,7108,3016,8,32,25,375,443,84.7,45,121,37.2,1,2,21,5,4,63
1120,Svante Ingelsson\Svante-Ingelsson,se SWE,MFDF,Udinese,it Serie A,20,1998,1.1,23,39,59,364,132,2,3,66.7,19,23,82.6,2,13,15.4,0,0,1,1,0,1
1121,Roberto Inglese\Roberto-Inglese,it ITA,FW,Parma,it Serie A,26,1991,21.8,273,410,66.6,3964,634,10,34,29.4,234,315,74.3,29,61,47.5,0,12,11,8,3,19
1122,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,eng Premier League,26,1992,18.3,287,417,68.8,4558,1194,13,25,52,231,312,74,43,80,53.8,3,25,32,16,2,42
1123,Lorenzo Insigne\Lorenzo-Insigne,it ITA,FWMF,Napoli,it Serie A,27,1991,23,1111,1347,82.5,19510,3954,16,39,41,890,1013,87.9,205,295,69.5,6,60,78,41,5,128
1124,Emiliano Insúa\Emiliano-Insua,ar ARG,DF,Stuttgart,de Bundesliga,29,1989,23.5,987,1341,73.6,17287,7102,12,29,41.4,808,972,83.1,167,340,49.1,2,28,74,36,18,184
1125,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,es La Liga,24,1993,8.6,198,250,79.2,4580,1336,3,6,50,112,133,84.2,83,111,74.8,0,0,12,0,0,10
1126,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Alavés,es La Liga,30,1988,9.2,188,255,73.7,2961,813,7,19,36.8,160,192,83.3,21,44,47.7,0,2,15,7,2,25
1127,Takashi Inui\Takashi-Inui,jp JPN,FWMF,Betis,es La Liga,30,1988,4.2,109,133,82,1797,330,3,9,33.3,90,104,86.5,16,20,80,0,3,5,6,1,13
1128,Artur Ioniță\Artur-Ionita,md MDA,MF,Cagliari,it Serie A,27,1990,33,979,1182,82.8,15467,3337,20,52,38.5,835,961,86.9,124,169,73.4,2,16,73,15,5,82
1129,Gorka Iraizoz\Gorka-Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,6.2,150,229,65.5,5182,3335,0,0,,57,58,98.3,93,171,54.4,0,0,5,0,0,0
1130,Carlos Isaac\Carlos-Isaac,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,43,53,81.1,738,169,0,1,0,36,42,85.7,7,10,70,0,1,4,1,0,3
1131,Isco\Isco,es ESP,MFFW,Real Madrid,es La Liga,26,1992,13.2,839,986,85.1,13782,3455,17,37,45.9,701,769,91.2,121,180,67.2,2,26,100,20,3,81
1132,Mikael Ishak\Mikael-Ishak,se SWE,FW,Nürnberg,de Bundesliga,25,1993,21.3,283,407,69.5,4320,702,9,27,33.3,240,333,72.1,34,47,72.3,3,21,11,9,2,27
1133,Wilson Isidor\Wilson-Isidor,fr FRA,FW,Monaco,fr Ligue 1,17,2000,0.5,4,10,40,52,8,0,3,0,4,6,66.7,0,1,0,0,1,0,0,0,0
1134,Gian-Luca Itter\Gian-Luca-Itter,de GER,DF,Wolfsburg,de Bundesliga,19,1999,1,40,50,80,730,199,0,3,0,32,35,91.4,8,12,66.7,0,0,4,1,0,6
1135,Manuel Iturra\Manuel-Iturra,cl CHI,MF,Villarreal,es La Liga,34,1984,0.8,47,55,85.5,976,253,0,1,0,34,39,87.2,13,15,86.7,0,0,4,0,0,5
1136,Ander Iturraspe\Ander-Iturraspe,es ESP,MF,Athletic Club,es La Liga,29,1989,1.1,70,80,87.5,1333,456,0,0,,56,63,88.9,14,17,82.4,0,0,7,0,0,8
1137,Ivi\Ivi,es ESP,MFFW,Valladolid,es La Liga,24,1994,0.2,11,15,73.3,123,20,0,0,,11,13,84.6,0,2,0,0,0,0,0,0,0
1138,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,eng Premier League,22,1996,21.9,774,1031,75.1,12829,3703,8,56,14.3,661,799,82.7,105,176,59.7,6,39,48,59,14,130
1139,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,eng Premier League,26,1992,8.8,162,210,77.1,2460,812,4,13,30.8,136,164,82.9,22,33,66.7,1,5,9,4,1,18
1140,Armando Izzo\Armando-Izzo,it ITA,DF,Torino,it Serie A,26,1992,36.3,1458,1873,77.8,30756,10228,11,36,30.6,1040,1198,86.8,407,639,63.7,1,9,142,9,2,139
1141,Koo Ja-cheol\Koo-Ja-cheol,kr KOR,MFFW,Augsburg,de Bundesliga,29,1989,18.2,511,636,80.3,8269,2018,11,35,31.4,425,500,85,75,101,74.3,1,18,39,14,0,57
1142,Lukas Jäger\Lukas-Jager,at AUT,MF,Nürnberg,de Bundesliga,24,1994,0.3,4,7,57.1,62,6,0,0,,4,6,66.7,0,1,0,0,0,0,0,0,0
1143,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Everton,eng Premier League,35,1982,3.7,136,177,76.8,3372,829,0,2,0,76,91,83.5,60,84,71.4,0,1,8,0,0,6
1144,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,eng Premier League,24,1993,11.3,210,306,68.6,3800,1206,4,20,20,166,210,79,40,76,52.6,0,4,16,6,1,32
1145,Christophe Jallet\Christophe-Jallet,fr FRA,DFMF,Nice,fr Ligue 1,34,1983,9.8,514,608,84.5,9137,3619,7,16,43.8,430,477,90.1,77,115,67,0,5,44,7,3,62
1146,Jandrei\Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,21,31,67.7,881,628,0,0,,4,4,100,17,27,63,0,0,1,0,0,0
1147,Christoph Janker\Christoph-Janker,de GER,MFFW,Augsburg,de Bundesliga,33,1985,0.8,24,29,82.8,323,62,0,0,,22,24,91.7,2,5,40,0,0,0,0,0,0
1148,Marko Janković\Marko-Jankovic,me MNE,MFDF,SPAL,it Serie A,23,1995,0.6,26,32,81.3,345,80,0,2,0,26,28,92.9,0,2,0,0,1,2,1,0,3
1149,Jakub Jankto\Jakub-Jankto,cz CZE,MF,Sampdoria,it Serie A,22,1996,10.7,435,560,77.7,7096,1992,4,22,18.2,373,433,86.1,58,105,55.2,0,8,39,18,6,60
1150,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,eng Premier League,29,1989,16.9,563,795,70.8,10749,4694,3,19,15.8,425,515,82.5,135,261,51.7,2,10,48,23,11,105
1151,Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,eng Premier League,24,1994,0.4,7,10,70,68,0,0,1,0,7,8,87.5,0,1,0,0,0,0,0,0,0
1152,Tony Jantschke\Tony-Jantschke,de GER,DF,M'gladbach,de Bundesliga,28,1990,10.4,730,802,91,16257,4963,2,6,33.3,499,531,94,229,265,86.4,1,1,27,3,0,45
1153,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,23,1995,13.9,367,553,66.4,7436,2518,3,31,9.7,278,323,86.1,86,199,43.2,3,25,27,33,12,84
1154,Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,1998,0,2,2,100,34,0,0,0,,2,2,100,0,0,,0,0,0,0,0,0
1155,Paweł Jaroszyński\Pawel-Jaroszynski,pl POL,DFMF,Chievo,it Serie A,23,1994,15,566,829,68.3,11695,5322,5,26,19.2,402,494,81.4,159,309,51.5,0,11,46,21,10,103
1156,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,30.5,696,1161,59.9,29000,22752,2,3,66.7,224,226,99.1,470,932,50.4,0,0,25,0,0,0
1157,Jason\Jason,es ESP,MFDF,Levante,es La Liga,24,1994,25.9,573,836,68.5,9986,3773,10,47,21.3,456,569,80.1,107,220,48.6,5,27,47,26,8,113
1158,Dennis Jastrzembski\Dennis-Jastrzembski,de GER,DFMF,Hertha BSC,de Bundesliga,18,2000,0.7,19,23,82.6,311,37,0,1,0,17,19,89.5,2,3,66.7,0,1,1,0,0,0
1159,Assil Jaziri\Assil-Jaziri,tn TUN,FWMF,Nice,fr Ligue 1,18,1999,0.4,18,25,72,272,65,1,1,100,15,20,75,2,4,50,0,1,2,4,2,4
1160,Corentin Jean\Corentin-Jean,fr FRA,FWMF,Toulouse,fr Ligue 1,23,1995,7,145,212,68.4,2062,503,3,11,27.3,127,165,77,15,36,41.7,0,9,4,5,4,18
1161,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Dijon,fr Ligue 1,26,1992,16,306,437,70,5088,1012,6,27,22.2,250,336,74.4,50,74,67.6,0,11,21,8,0,30
1162,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,1995,12.5,576,718,80.2,10659,4188,6,21,28.6,461,542,85.1,109,155,70.3,0,4,59,5,0,84
1163,Jemerson\Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,25,1992,24.7,925,1061,87.2,20181,5654,7,17,41.2,608,666,91.3,310,378,82,1,5,45,2,0,50
1164,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1992,1.8,72,92,78.3,1161,305,1,8,12.5,63,70,90,8,14,57.1,0,0,2,1,0,4
1165,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,20,1997,2.3,33,56,58.9,555,169,0,3,0,27,40,67.5,6,13,46.2,0,1,1,1,0,2
1166,Mathias Jensen\Mathias-Jensen,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,2.6,63,84,75,860,202,1,3,33.3,59,71,83.1,3,10,30,0,1,4,1,0,4
1167,Jesé\Jese,es ESP,FWMF,Betis,es La Liga,25,1993,8.7,154,207,74.4,2365,321,2,17,11.8,130,162,80.2,22,28,78.6,0,7,9,6,0,13
1168,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,eng Premier League,21,1997,11.5,296,358,82.7,4031,516,8,19,42.1,265,309,85.8,23,30,76.7,3,20,14,6,0,21
1169,Juan Jesus\Juan-Jesus,br BRA,DF,Roma,it Serie A,27,1991,15.6,760,832,91.3,15731,5139,5,9,55.6,546,569,96,209,254,82.3,0,1,32,3,0,39
1170,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,eng Premier League,27,1991,34.6,789,1072,73.6,12606,2289,20,64,31.3,649,823,78.9,120,185,64.9,7,42,44,39,5,81
1171,Joaquín\Joaquin,es ESP,FWDF,Betis,es La Liga,37,1981,18.8,798,981,81.3,13047,3557,10,31,32.3,682,763,89.4,106,187,56.7,0,43,31,46,12,108
1172,Joelinton\Joelinton,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,23.7,570,707,80.6,8065,1997,20,42,47.6,501,594,84.3,49,71,69,5,36,38,28,5,77
1173,Aron Jóhannsson\Aron-Johannsson,us USA,MF,Werder Bremen,de Bundesliga,27,1990,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0
1174,Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,eng Premier League,27,1991,4.6,192,250,76.8,3595,1336,3,8,37.5,147,176,83.5,42,66,63.6,0,1,20,4,0,31
1175,Jakob Johansson\Jakob-Johansson,se SWE,MF,Rennes,fr Ligue 1,28,1990,7.9,340,386,88.1,6306,1288,8,11,72.7,258,286,90.2,74,89,83.1,0,4,30,5,1,27
1176,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,eng Premier League,18,2000,0.7,19,22,86.4,239,115,0,1,0,18,18,100,1,3,33.3,0,0,1,0,0,0
1177,Fabian Johnson\Fabian-Johnson,us USA,DFFW,M'gladbach,de Bundesliga,30,1987,11.2,457,562,81.3,7978,2227,4,20,20,385,435,88.5,68,107,63.6,0,6,29,10,2,47
1178,Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,eng Premier League,19,1998,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
1179,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,268,480,55.8,11825,9082,0,1,0,76,77,98.7,192,402,47.8,0,0,17,0,0,1
1180,Jonathas\Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,1989,6.7,106,155,68.4,1626,287,3,12,25,94,126,74.6,9,17,52.9,1,2,7,3,0,9
1181,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,14,692,748,92.5,14538,4036,2,5,40,475,510,93.1,215,233,92.3,1,3,31,2,0,31
1182,Jony\Jony,es ESP,MFFW,Alavés,es La Liga,27,1991,33,657,1183,55.5,14071,6293,13,56,23.2,437,604,72.4,207,523,39.6,11,79,46,60,35,202
1183,Joan Jordán\Joan-Jordan,es ESP,MF,Eibar,es La Liga,24,1994,31.9,1505,1886,79.8,32904,7580,14,45,31.1,1027,1170,87.8,464,671,69.2,4,65,184,36,13,226
1184,Bruno Jordão\Bruno-Jordao,pt POR,MF,Lazio,it Serie A,19,1998,1,36,42,85.7,518,57,2,2,100,30,36,83.3,4,4,100,0,1,1,0,0,0
1185,Jorginho\Jorginho,it ITA,MF,Chelsea,eng Premier League,26,1991,35.1,2703,3032,89.1,45124,13770,34,66,51.5,2286,2474,92.4,383,492,77.8,0,29,348,47,1,317
1186,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,es La Liga,26,1991,26.3,576,773,74.5,10502,1575,16,42,38.1,439,550,79.8,121,181,66.9,5,33,35,22,4,54
1187,Joselu\Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,6.6,124,195,63.6,1819,334,3,14,21.4,105,157,66.9,16,24,66.7,0,1,9,1,0,12
1188,Evens Joseph\Evens-Joseph,fr FRA,FWMF,Caen,fr Ligue 1,19,1999,3.6,45,58,77.6,663,100,3,7,42.9,38,45,84.4,4,6,66.7,0,2,2,0,0,1
1189,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,eng Premier League,21,1996,26.2,597,788,75.8,9659,2057,13,47,27.7,511,624,81.9,73,117,62.4,5,27,48,24,6,78
1190,Aleksandar Jovanović\Aleksandar-Jovanovic,rs SRB,GK,Huesca,es La Liga,25,1992,12,158,335,47.2,6668,5007,1,2,50,49,50,98,108,283,38.2,0,0,7,0,0,0
1191,Vukašin Jovanović\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,15.3,680,788,86.3,15235,5275,2,8,25,450,487,92.4,228,293,77.8,0,1,52,1,0,59
1192,Stevan Jovetić\Stevan-Jovetic,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,4.4,84,122,68.9,1327,300,2,6,33.3,71,94,75.5,11,22,50,0,5,5,5,0,14
1193,Luka Jović\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,24.9,434,601,72.2,7659,1911,23,40,57.5,311,411,75.7,100,150,66.7,5,27,50,22,5,70
1194,Jozabed\Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,12.8,611,721,84.7,12549,3166,8,19,42.1,432,486,88.9,171,216,79.2,0,9,73,6,1,50
1195,Miguel Juan Llambrich\Miguel-Juan-Llambrich,es ESP,DF,Villarreal,es La Liga,22,1996,6,174,236,73.7,3014,1232,2,6,33.3,146,177,82.5,26,53,49.1,0,3,9,5,2,26
1196,Juanfran\Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,16.2,450,669,67.3,8636,4397,7,26,26.9,335,405,82.7,108,238,45.4,1,24,37,37,27,127
1197,Juanfran\Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,17.9,796,983,81,12795,5074,5,26,19.2,701,799,87.7,90,158,57,2,19,40,28,11,120
1198,Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,16.9,305,375,81.3,4581,796,8,25,32,260,297,87.5,37,53,69.8,2,7,11,11,2,24
1199,Juanpe\Juanpe,es ESP,DF,Girona,es La Liga,27,1991,30.7,1256,1515,82.9,28449,10836,7,18,38.9,841,920,91.4,408,577,70.7,0,3,68,6,0,90
1200,Juanpi\Juanpi,ve VEN,MFFW,Huesca,es La Liga,24,1994,7.4,170,232,73.3,2825,804,5,9,55.6,132,161,82,33,62,53.2,2,8,17,6,1,25
1201,Nathaël Julan\Nathael-Julan,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,4.8,75,122,61.5,903,210,4,11,36.4,67,100,67,4,11,36.4,0,5,5,3,0,8
1202,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,33.5,1227,1459,84.1,28172,11043,8,17,47.1,774,870,89,445,572,77.8,0,6,75,2,0,99
1203,David Juncà\David-Junca,es ESP,DF,Celta Vigo,es La Liga,24,1993,19.5,838,1044,80.3,14871,5836,10,23,43.5,695,770,90.3,133,251,53,3,14,49,24,10,113
1204,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,0.6,47,56,83.9,876,407,0,1,0,37,39,94.9,10,16,62.5,0,1,2,2,1,8
1205,Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,MF,Empoli,it Serie A,18,2000,25.1,794,1012,78.5,14578,4219,9,34,26.5,635,742,85.6,150,236,63.6,2,25,87,29,1,121
1206,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,es La Liga,18,2000,9.7,230,315,73,3596,699,6,29,20.7,198,245,80.8,26,41,63.4,0,14,7,13,6,28
1207,Musa Juwara\Musa-Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,0.1,4,6,66.7,65,0,0,0,,3,5,60,1,1,100,0,0,0,0,0,0
1208,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,23.9,945,1156,81.7,18959,8020,16,31,51.6,679,771,88.1,250,354,70.6,1,8,82,3,0,109
1209,Sory Kaba\Sory-Kaba,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,2.6,51,72,70.8,732,142,0,4,0,48,61,78.7,3,7,42.9,0,3,3,3,0,7
1210,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15,439,549,80,9785,3252,4,10,40,293,334,87.7,142,205,69.3,0,2,43,2,0,40
1211,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,17.6,429,588,73,9585,3355,8,14,57.1,275,343,80.2,146,231,63.2,0,1,30,0,0,33
1212,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,13.1,230,319,72.1,3314,705,11,29,37.9,195,251,77.7,24,39,61.5,0,4,16,5,5,22
1213,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,27.9,1076,1417,75.9,19156,7203,9,54,16.7,888,1036,85.7,179,327,54.7,4,40,66,49,26,185
1214,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,1.1,69,78,88.5,1043,169,0,2,0,62,64,96.9,7,12,58.3,0,0,5,1,0,4
1215,Florian Kainz\Florian-Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,4.1,136,205,66.3,2634,939,2,9,22.2,98,122,80.3,36,74,48.6,1,5,9,16,5,29
1216,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,8,189,280,67.5,3056,1175,5,12,41.7,153,202,75.7,31,66,47,0,4,23,8,2,42
1217,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,7.1,60,104,57.7,709,100,5,12,41.7,52,87,59.8,3,5,60,0,3,2,2,0,3
1218,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,25.7,509,713,71.4,8049,2439,11,35,31.4,441,575,76.7,57,103,55.3,2,27,47,28,2,87
1219,Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,14.2,367,563,65.2,6882,2222,4,28,14.3,280,366,76.5,83,169,49.1,2,30,27,12,4,69
1220,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,fr Ligue 1,22,1996,28.5,732,926,79,11839,2444,20,50,40,606,717,84.5,106,159,66.7,1,33,51,24,4,68
1221,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWMF,Fulham,eng Premier League,23,1995,7.7,174,248,70.2,2866,539,0,10,0,147,189,77.8,27,49,55.1,0,11,6,3,1,13
1222,Boubacar Kamara\Boubacar-Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,26.8,1221,1426,85.6,24753,9716,7,27,25.9,886,957,92.6,328,442,74.2,0,8,58,8,3,80
1223,Hassane Kamara\Hassane-Kamara,gm GAM,DFFW,Reims,fr Ligue 1,23,1994,10.3,363,467,77.7,6200,2000,2,15,13.3,305,354,86.2,56,98,57.1,0,6,21,3,0,35
1224,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27,984,1163,84.6,22420,7495,4,11,36.4,638,704,90.6,342,448,76.3,1,7,62,3,1,77
1225,Patrick Kammerbauer\Patrick-Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,0,3,4,75,40,22,0,0,,3,4,75,0,0,,0,0,0,2,0,2
1226,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,1237,1497,82.6,21370,6832,28,48,58.3,982,1098,89.4,227,351,64.7,5,48,127,37,8,178
1227,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,423,575,73.6,8165,2156,9,30,30,312,393,79.4,102,152,67.1,4,29,58,17,3,81
1228,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,fr Ligue 1,20,1998,5.5,63,91,69.2,872,102,2,5,40,56,77,72.7,5,9,55.6,0,5,2,3,0,6
1229,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,es La Liga,17,2001,0.3,8,15,53.3,134,58,0,1,0,6,7,85.7,2,7,28.6,0,1,1,1,0,2
1230,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,1805,2056,87.8,28654,6403,44,81,54.3,1521,1683,90.4,240,292,82.2,4,47,149,40,7,150
1231,Stefanos Kapino\Stefanos-Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,12,16,75,316,151,0,0,,6,6,100,6,10,60,0,0,1,0,0,0
