Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
565,Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,342,423,80.9,5809,1598,7,15,46.7,283,328,86.3,52,80,65,1,12,30,8,1,50
566,Christoph Daferner\Christoph-Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,2,4,50,23,0,1,2,50,1,2,50,0,0,,0,0,0,0,0,0
567,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,596,647,92.1,9022,2341,10,16,62.5,538,573,93.9,48,58,82.8,2,13,29,7,6,36
568,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,373,455,82,7448,1728,5,8,62.5,271,322,84.2,97,125,77.6,0,8,35,8,0,45
569,Leon Dajaku\Leon-Dajaku,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,4,6,66.7,52,4,0,0,,3,5,60,1,1,100,0,0,0,0,0,0
570,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,1091,1277,85.4,20812,9102,13,23,56.5,834,897,93,244,357,68.3,2,6,66,4,1,84
571,Nicola Dalmonte\Nicola-Dalmonte,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,20,25,80,274,107,0,0,,19,24,79.2,1,1,100,0,1,3,0,0,4
572,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,395,556,71,7185,2625,4,20,20,306,388,78.9,85,148,57.4,2,17,23,14,7,69
573,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,7,13,53.8,72,14,1,2,50,6,11,54.5,0,0,,0,0,1,0,0,0
574,Vitalie Damașcan\Vitalie-Damascan,md MDA,MF,Torino,it Serie A,19,1999,0,2,4,50,10,0,1,1,100,1,3,33.3,0,0,,0,0,0,0,0,0
575,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,8,11,72.7,233,25,0,0,,4,5,80,4,6,66.7,0,0,1,0,0,0
576,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,785,1019,77,13981,5849,8,28,28.6,639,744,85.9,138,247,55.9,0,11,62,22,6,112
577,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9,767,871,88.1,13915,3100,3,17,17.6,617,665,92.8,147,189,77.8,0,5,69,9,1,66
578,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,190,243,78.2,3784,1692,1,6,16.7,145,155,93.5,44,82,53.7,1,0,10,0,0,17
579,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,453,611,74.1,10609,4053,4,10,40,274,322,85.1,175,279,62.7,1,1,31,2,0,49
580,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2147,2352,91.3,45275,16368,8,24,33.3,1562,1628,95.9,577,700,82.4,1,4,89,4,0,70
581,Palkó Dárdai\Palko-Dardai,de GER,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,29,41,70.7,487,160,3,7,42.9,21,27,77.8,5,7,71.4,0,2,2,2,2,3
582,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1025,1313,78.1,19696,5741,11,35,31.4,769,882,87.2,245,396,61.9,2,35,124,32,5,159
583,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,214,245,87.3,3933,914,2,7,28.6,160,173,92.5,52,65,80,1,8,19,6,4,27
584,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,176,206,85.4,2960,1297,2,5,40,145,156,92.9,29,45,64.4,0,2,14,1,1,17
585,Alphonso Davies\Alphonso-Davies,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,31,36,86.1,431,58,1,1,100,29,33,87.9,1,2,50,0,0,2,1,0,1
586,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1071,1314,81.5,18467,7269,8,35,22.9,894,1008,88.7,169,271,62.4,0,17,82,21,7,145
587,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,414,525,78.9,7840,1831,6,19,31.6,315,368,85.6,93,138,67.4,0,5,49,8,0,51
588,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,65,69,94.2,1339,434,1,1,100,47,50,94,17,18,94.4,1,3,6,3,1,7
589,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,625,819,76.3,12509,3382,11,33,33.3,456,539,84.6,158,247,64,2,33,66,44,8,110
590,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13,326,408,79.9,7285,2408,0,5,0,221,251,88,105,152,69.1,0,2,14,4,2,26
591,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,207,256,80.9,4656,1826,0,4,0,132,149,88.6,75,103,72.8,1,2,16,3,2,20
592,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,1295,1837,70.5,28665,9458,22,74,29.7,853,1033,82.6,420,730,57.5,9,100,175,80,19,309
593,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,809,924,87.6,16876,5691,0,8,0,576,623,92.5,233,293,79.5,1,16,115,15,0,115
594,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,987,1180,83.6,19158,6029,6,30,20,770,865,89,211,285,74,1,12,68,13,8,108
595,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,791,1220,64.8,13387,6187,15,60,25,656,863,76,120,297,40.4,4,29,54,40,27,192
596,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,371,533,69.6,6894,2209,8,21,38.1,284,383,74.2,79,129,61.2,1,11,44,7,3,49
597,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,861,1165,73.9,14669,6114,7,42,16.7,721,858,84,133,265,50.2,3,15,57,21,16,148
598,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,522,836,62.4,7505,2717,16,48,33.3,448,653,68.6,58,135,43,5,40,61,42,3,109
599,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,eng Premier League,35,1982,0.3,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
600,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5,198,250,79.2,4054,1078,2,8,25,141,158,89.2,55,84,65.5,0,2,17,4,0,21
601,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26,672,805,83.5,8570,1376,19,40,47.5,614,695,88.3,39,70,55.7,3,24,25,23,2,44
602,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5,123,172,71.5,1911,699,3,6,50,108,139,77.7,12,27,44.4,0,2,11,1,0,13
603,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,134,181,74,2233,747,6,15,40,104,121,86,24,45,53.3,1,2,7,2,0,13
604,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,380,560,67.9,5879,1952,6,32,18.8,333,439,75.9,41,89,46.1,3,25,22,27,10,74
605,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1405,1645,85.4,25108,5057,26,51,51,1115,1245,89.6,264,349,75.6,5,12,149,14,1,92
606,Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3,71,100,71,1245,475,2,4,50,57,68,83.8,12,28,42.9,0,3,9,3,2,8
607,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,458,520,88.1,8555,2667,2,10,20,376,401,93.8,80,109,73.4,0,1,21,1,0,28
608,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,50,69,72.5,945,515,0,3,0,40,48,83.3,10,18,55.6,1,1,4,3,2,14
609,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,694,1197,58,11959,3256,24,93,25.8,548,816,67.2,122,288,42.4,7,52,64,47,21,124
610,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,692,758,91.3,12042,3058,1,11,9.1,571,599,95.3,120,148,81.1,1,3,75,14,2,63
611,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,278,308,90.3,4789,964,3,3,100,234,259,90.3,41,46,89.1,0,0,21,1,0,23
612,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,324,435,74.5,4252,713,20,41,48.8,282,353,79.9,22,41,53.7,4,26,16,14,4,31
613,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,790,1018,77.6,12801,2943,16,45,35.6,651,787,82.7,123,186,66.1,5,46,51,47,12,95
614,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,379,468,81,7526,1525,6,17,35.3,281,324,86.7,92,127,72.4,0,6,35,5,1,34
615,Merih Demiral\Merih-Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14,619,704,87.9,12427,3741,7,13,53.8,471,503,93.6,141,188,75,0,1,46,1,0,41
616,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,1096,1420,77.2,21713,7941,18,44,40.9,790,921,85.8,288,455,63.3,9,83,138,40,5,219
617,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,1188,1495,79.5,21033,7245,23,45,51.1,946,1095,86.4,219,355,61.7,2,27,158,30,5,169
618,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,1840,1947,94.5,36813,12730,20,28,71.4,1357,1412,96.1,463,507,91.3,0,3,98,3,0,104
619,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,504,625,80.6,8274,1826,11,31,35.5,411,486,84.6,82,108,75.9,0,7,28,7,1,37
620,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,890,1228,72.5,17112,7804,4,38,10.5,708,868,81.6,178,322,55.3,4,33,56,40,23,204
621,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,24,1994,30.4,1093,1491,73.3,19060,6362,34,81,42,848,1012,83.8,211,398,53,10,122,110,63,18,237
622,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,169,261,64.8,2246,458,9,21,42.9,152,225,67.6,8,15,53.3,1,7,10,6,0,17
623,Clément Depres\Clement-Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,114,166,68.7,1530,311,3,4,75,105,145,72.4,6,17,35.3,0,4,9,3,0,11
624,Kiril Despodov\Kiril-Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,7,17,41.2,70,25,1,1,100,6,14,42.9,0,2,0,0,0,0,0,0,0
625,Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,136,184,73.9,2076,605,4,8,50,115,136,84.6,17,40,42.5,0,1,11,3,1,12
626,Mattia Destro\Mattia-Destro,it ITA,FWMF,Bologna,it Serie A,27,1991,5.5,49,90,54.4,811,221,4,6,66.7,38,66,57.6,7,18,38.9,1,3,4,1,0,6
627,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23,580,795,73,9204,2193,13,52,25,483,598,80.8,84,145,57.9,5,30,40,43,5,85
628,Jacopo Dezi\Jacopo-Dezi,it ITA,MF,Parma,it Serie A,26,1992,1,38,43,88.4,561,102,3,4,75,33,36,91.7,2,3,66.7,0,0,3,0,0,4
629,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,322,394,81.7,4880,1166,13,26,50,275,321,85.7,34,47,72.3,2,14,11,11,1,42
630,Antonio Di Gaudio\Antonio-Di-Gaudio,it ITA,FWMF,Parma,it Serie A,28,1989,7.8,68,119,57.1,895,274,0,10,0,66,99,66.7,2,10,20,1,4,2,2,0,7
631,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Empoli,it Serie A,24,1993,37,1696,2197,77.2,29154,13132,26,93,28,1403,1631,86,267,473,56.4,3,34,160,73,17,320
632,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,1068,1457,73.3,18416,5465,16,51,31.4,873,1052,83,179,354,50.6,11,59,88,65,6,179
633,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,22,36,61.1,271,24,1,2,50,20,31,64.5,1,3,33.3,0,0,1,0,0,0
634,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,29,1989,2.7,43,72,59.7,640,140,0,3,0,37,57,64.9,6,12,50,0,4,1,4,3,5
635,Boulaye Dia\Boulaye-Dia,fr FRA,FW,Reims,fr Ligue 1,21,1996,8.3,109,158,69,1408,322,8,15,53.3,95,128,74.2,6,15,40,0,8,7,4,0,11
636,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,10,18,55.6,161,38,0,2,0,9,14,64.3,1,2,50,0,1,0,1,1,1
637,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,Paris S-G,fr Ligue 1,19,1999,12.7,464,579,80.1,6730,1420,7,35,20,421,485,86.8,36,59,61,6,18,16,21,4,44
638,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,118,164,72,1783,279,0,8,0,109,138,79,9,18,50,0,5,2,4,0,11
639,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,21,1996,17.6,592,688,86,12641,4126,3,7,42.9,410,451,90.9,179,230,77.8,0,0,25,0,0,31
640,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7,271,345,78.6,4921,1508,3,7,42.9,213,250,85.2,55,88,62.5,0,2,12,1,0,26
641,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Dortmund,de Bundesliga,22,1996,26.4,1727,1953,88.4,34816,11787,16,37,43.2,1239,1336,92.7,472,580,81.4,1,11,126,12,6,142
642,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,106,147,72.1,3364,2159,0,0,,43,46,93.5,63,101,62.4,0,0,0,0,0,0
643,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,116,173,67.1,2089,561,5,8,62.5,90,127,70.9,21,38,55.3,1,2,9,2,0,12
644,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,571,741,77.1,10387,2494,10,27,37,438,521,84.1,123,193,63.7,0,1,44,8,1,45
645,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,eng Premier League,20,1998,6.8,200,265,75.5,2919,785,4,12,33.3,175,217,80.6,21,36,58.3,1,11,16,7,1,24
646,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,131,147,89.1,2290,505,2,4,50,105,113,92.9,24,30,80,0,1,13,0,0,10
647,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,501,548,91.4,9645,2109,4,8,50,376,402,93.5,121,138,87.7,0,5,59,2,0,47
648,Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,147,174,84.5,1978,475,5,9,55.6,130,145,89.7,12,20,60,1,6,10,6,0,13
649,Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,es La Liga,21,1997,1,14,24,58.3,485,300,0,0,,6,6,100,8,18,44.4,0,0,0,0,0,0
650,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1097,1442,76.1,20865,7291,12,49,24.5,830,988,84,255,405,63,1,6,72,13,6,130
651,Lorenzo Dickmann\Lorenzo-Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,48,59,81.4,648,171,0,4,0,46,50,92,2,5,40,0,0,1,0,0,2
652,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,10.6,328,454,72.2,5964,1825,6,19,31.6,253,300,84.3,69,135,51.1,2,29,32,15,3,62
653,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,927,1232,75.2,20242,6390,5,26,19.2,656,783,83.8,266,423,62.9,1,20,122,19,0,151
654,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,153,200,76.5,3193,1329,0,3,0,113,120,94.2,40,77,51.9,0,1,6,0,0,12
655,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,eng Premier League,24,1994,16.7,890,1058,84.1,17043,4569,7,23,30.4,686,769,89.2,197,266,74.1,0,8,80,12,3,78
656,Tim Dierßen\Tim-Dierssen,de GER,FW,Hannover 96,de Bundesliga,22,1996,0.2,3,3,100,37,0,0,0,,3,3,100,0,0,,0,0,0,0,0,0
657,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,1460,2059,70.9,26883,12195,18,74,24.3,1155,1385,83.4,287,600,47.8,4,70,112,51,30,293
658,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,37.6,2709,2996,90.4,61696,17542,6,22,27.3,1758,1878,93.6,945,1096,86.2,2,6,182,5,0,157
659,Mitchell Dijks\Mitchell-Dijks,nl NED,DFMF,Bologna,it Serie A,25,1993,22.5,722,1009,71.6,13460,6326,8,48,16.7,576,718,80.2,138,243,56.8,0,14,53,20,9,177
660,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10,188,258,72.9,2931,1010,5,13,38.5,159,195,81.5,24,50,48,3,14,9,12,3,30
661,Federico Dimarco\Federico-Dimarco,it ITA,DF,Parma,it Serie A,20,1997,9.9,309,431,71.7,6048,2526,6,23,26.1,235,274,85.8,68,134,50.7,0,8,26,13,2,63
662,Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,430,648,66.4,16020,11139,0,1,0,174,176,98.9,256,471,54.4,0,0,11,1,0,0
663,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,474,605,78.3,8516,2122,7,22,31.8,384,445,86.3,83,138,60.1,3,24,60,21,3,65
664,Ismaël Diomandé\Ismael-Diomande,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,499,594,84,10441,2753,8,12,66.7,350,384,91.1,141,198,71.2,1,4,41,1,1,48
665,Federico Dionisi\Federico-Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,40,61,65.6,617,188,1,2,50,35,50,70,4,9,44.4,0,5,3,4,3,7
666,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,220,339,64.9,3203,611,11,29,37.9,183,262,69.8,26,48,54.2,1,19,11,5,3,19
667,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,973,1141,85.3,19676,6689,12,25,48,688,780,88.2,273,336,81.3,0,2,42,0,0,64
668,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,850,1145,74.2,17339,4316,8,25,32,602,778,77.4,240,342,70.2,1,9,121,16,1,126
669,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,163,235,69.4,2699,653,1,10,10,136,177,76.8,26,48,54.2,0,6,17,5,0,21
670,Assane Dioussé\Assane-Diousse,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,403,500,80.6,8232,2308,6,14,42.9,296,338,87.6,101,148,68.2,0,5,40,4,2,41
671,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,120,139,86.3,2432,702,0,1,0,92,101,91.1,28,37,75.7,0,2,13,1,0,13
672,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,52,69,75.4,1070,474,0,1,0,37,49,75.5,15,19,78.9,0,0,1,0,0,2
673,Djené\Djene,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,705,973,72.5,16148,5352,4,22,18.2,451,566,79.7,250,385,64.9,0,5,50,6,1,75
674,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,497,595,83.5,10538,3452,7,10,70,341,378,90.2,149,207,72,0,0,30,2,0,34
675,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,44,50,88,1151,448,1,1,100,25,27,92.6,18,22,81.8,0,0,6,0,0,4
676,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,23,1994,30.6,1158,1375,84.2,26966,8929,16,34,47.1,700,791,88.5,442,550,80.4,0,2,49,6,0,57
677,Papy Djilobodji\Papy-Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,1.9,56,83,67.5,1532,577,0,0,,36,46,78.3,20,37,54.1,0,1,9,0,0,9
678,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,930,1034,89.9,19649,5010,5,12,41.7,656,707,92.8,269,315,85.4,2,4,19,2,1,27
679,Johan Djourou\Johan-Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,105,122,86.1,2212,664,1,3,33.3,70,79,88.6,34,40,85,0,0,1,1,0,3
680,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,26,1992,24,371,748,49.6,17658,14230,0,0,,92,93,98.9,279,655,42.6,0,0,45,0,0,0
681,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,1333,1828,72.9,22929,10172,24,72,33.3,1101,1376,80,208,380,54.7,5,41,74,32,11,294
682,Keagan Dolly\Keagan-Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1,34,41,82.9,760,270,1,2,50,21,25,84,12,14,85.7,0,1,6,0,0,7
683,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,27,1990,4,58,94,61.7,2173,1690,0,0,,25,25,100,33,69,47.8,0,0,0,0,0,0
684,Giulio Donati\Giulio-Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,259,353,73.4,5170,2739,1,6,16.7,189,227,83.3,69,120,57.5,0,7,21,9,9,64
685,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,9.9,273,382,71.5,4355,1157,7,17,41.2,228,295,77.3,38,70,54.3,1,11,22,7,3,34
686,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,143,200,71.5,2205,318,4,9,44.4,120,150,80,19,41,46.3,2,6,1,6,4,12
687,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,958,1161,82.5,26613,16507,2,2,100,535,544,98.3,421,615,68.5,0,2,4,0,0,0
688,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,50,57,87.7,849,257,4,4,100,35,41,85.4,11,12,91.7,0,1,10,0,0,7
689,Riccardo Doratiotto\Riccardo-Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,6,7,85.7,82,28,0,1,0,5,5,100,1,1,100,0,0,1,0,0,1
690,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,541,617,87.7,11858,3928,3,5,60,354,377,93.9,184,235,78.3,0,3,23,2,0,34
691,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,618,931,66.4,10460,3231,15,57,26.3,496,644,77,107,230,46.5,2,57,42,29,17,103
692,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,25,1993,34,1640,1967,83.4,28537,6923,29,73,39.7,1318,1519,86.8,293,375,78.1,6,37,149,36,4,165
693,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,25,1992,3.5,85,113,75.2,1614,420,2,3,66.7,61,82,74.4,22,28,78.6,0,0,11,1,0,11
694,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,503,653,77,8412,1904,9,28,32.1,409,494,82.8,85,131,64.9,1,21,32,26,8,62
695,Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6,52,71,73.2,653,119,3,9,33.3,47,58,81,2,4,50,0,0,2,2,0,5
696,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,311,356,87.4,5045,1718,1,6,16.7,270,292,92.5,40,58,69,0,1,11,1,0,27
697,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,987,1098,89.9,22607,6646,5,12,41.7,639,694,92.1,343,392,87.5,0,2,60,2,0,71
698,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,72,106,67.9,2307,1239,1,1,100,32,32,100,39,73,53.4,0,0,1,0,0,0
699,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Empoli,it Serie A,20,1997,14,319,481,66.3,9883,5979,1,1,100,148,150,98.7,170,330,51.5,0,1,3,0,0,0
700,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,1421,1610,88.3,23672,5388,23,50,46,1168,1264,92.4,230,296,77.7,7,42,117,42,2,147
701,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,0,3,3,100,28,0,0,0,,3,3,100,0,0,,0,0,0,0,0,0
702,Josip Drmić\Josip-Drmic,ch SUI,FW,M'gladbach,de Bundesliga,25,1992,2.5,54,63,85.7,800,143,5,6,83.3,43,49,87.8,6,8,75,0,1,1,3,2,4
